exp1,exp2,exp3,exp4,exp5,exp6,Time
314.0612846238,183.157210431134,377.542493908328,157.030681734484,786.347828315253,1001.24564341798,2013-09-02 13:48:00
172.776124856309,1301.87475539458,172.765259006589,172.786990764694,519.203408451459,865.79177847404,2013-09-04 23:10:00
176.696167106894,1326.41555499944,176.696147454267,176.707013303987,529.055471518381,881.439251488088,2013-09-05 19:13:00
154.077013499009,1175.80247290161,154.077013557674,154.077033210301,462.108126335859,769.212419032902,2013-09-18 16:03:00
143.239876032657,1114.13486122828,143.239876032657,143.218144333216,429.607835564001,717.002844749776,2013-09-22 07:49:00
154.077052921593,1147.71049989312,153.968453147613,154.087899118686,461.120729113193,770.222276392844,2013-09-26 16:24:00
50.9499987298949,397.327523573613,50.9608646382799,50.9608448683233,152.322172492057,254.641453009371,2013-10-01 00:40:00
54.8917924498775,408.653310656648,54.8809068888651,54.8917924498775,166.092191287175,277.336529879577,2013-10-05 03:02:00
49.9835458696164,370.701400682722,49.972699731188,49.9618534754305,149.323643174569,248.78842631039,2013-10-08 19:00:00
