exp1,exp2,exp3,exp4,exp5,exp6,Time
58.8444323669531,239.922065617675,79.4980826464551,79.4872364786944,160.201509978005,320.634134444173,2005-06-24 13:55:00
124.171600452331,447.597674767606,149.386005801295,149.375120240283,297.990140853824,597.145467949822,2005-07-05 11:10:00
165.826412292092,577.512599867197,192.64792412767,192.680482400908,385.589030082167,770.409927335464,2005-07-05 20:54:00
119.697752762664,453.493810619526,151.362335586147,151.340623510001,302.909292647725,605.061593951733,2005-07-08 05:04:00
80.6165396630482,265.515871128677,88.3589100685803,88.3589494324997,176.935039249751,354.103063067162,2005-07-08 10:57:00
55.3261519472193,235.000748514881,78.5207639657884,78.5098980867358,157.247861483155,313.73853474433,2005-07-09 23:51:00
54.3814111630864,235.988854346762,78.5207639657884,78.5099177686955,157.258707650916,314.69492874457,2005-07-10 00:27:00
99.8802632046069,311.762874234107,104.050063188394,104.104392583657,207.350912340391,416.096375388642,2005-07-12 11:53:00
54.8157903717202,237.95534189046,79.4981023577471,79.4981023577471,158.236065724834,317.682336317528,2005-07-14 12:09:00
