event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2006aj,53784.1506,16.878,,T,V,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1519,18.926,,T,V,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1543,19.310,0.242,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1559,17.868,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1562,17.692,,T,V,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1565,17.420,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1567,17.855,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1570,17.910,0.289,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1573,18.733,,T,B,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1578,17.897,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1581,17.720,,T,V,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1584,17.448,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1597,19.326,0.241,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1621,18.616,0.268,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1634,17.421,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1637,17.883,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1640,17.533,0.225,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1643,18.801,,T,B,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1648,17.397,0.298,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1651,17.349,,T,V,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1654,17.005,0.298,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1657,17.486,0.292,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1659,18.097,0.322,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1662,17.747,,T,B,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1668,17.119,0.255,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1671,17.409,,T,V,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1673,17.012,0.300,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1676,17.878,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1679,17.746,0.254,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1682,17.611,,T,B,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1687,17.225,0.271,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1690,17.441,,T,V,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1693,16.808,0.279,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1696,17.217,0.261,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2006aj,53784.1698,17.389,0.218,F,U,UVOT,Swift,2014Ap&SS.354...89B
