event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2017ein,57862.4379977,21.5,,T,G,Astrometric,Gaia,Transient Name Server
SN2017ein,57898.77,18.432000000000002,0.073,F,B,,,2018ApJ...860...90V
SN2017ein,57898.77,17.717,0.025,F,R,,,2018ApJ...860...90V
SN2017ein,57900.5052,18.345,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2017ein,57900.5066,17.619,0.213,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2017ein,57900.5076,17.942999999999998,0.182,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2017ein,57900.51,18.579,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2017ein,57900.5123,17.133,0.18100000000000002,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2017ein,57900.5175,18.795,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2017ein,57900.6509954,16.9,0.2,F,G,Astrometric,Gaia,Transient Name Server
SN2017ein,57900.652,16.95,0.0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017ein,57900.725999999995,16.95,0.0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017ein,57900.75,17.719,0.03,F,B,,,2018ApJ...860...90V
SN2017ein,57900.75,16.651,0.011000000000000001,F,R,,,2018ApJ...860...90V
SN2017ein,57900.75,17.003,0.013999999999999999,F,V,,,2018ApJ...860...90V
SN2017ein,57901.73,17.368,0.027000000000000003,F,B,,,2018ApJ...860...90V
SN2017ein,57901.73,16.345,0.01,F,R,,,2018ApJ...860...90V
SN2017ein,57901.73,16.713,0.012,F,V,,,2018ApJ...860...90V
SN2017ein,57902.78,17.028,0.08900000000000001,F,B,,,2018ApJ...860...90V
SN2017ein,57902.78,16.067999999999998,0.028999999999999998,F,R,,,2018ApJ...860...90V
SN2017ein,57902.78,16.154,0.013000000000000001,F,V,,,2018ApJ...860...90V
SN2017ein,57903.74,16.724,0.026000000000000002,F,B,,,2018ApJ...860...90V
SN2017ein,57903.74,15.831,0.009000000000000001,F,R,,,2018ApJ...860...90V
SN2017ein,57903.74,15.96,0.013999999999999999,F,V,,,2018ApJ...860...90V
