SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,orphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,Reference,ReferenceLinks,ethod,other_SNe,ra,dec,gallat,gallong,Avschaflly,morphology,reference,Distance_best,Distance_err_best,ethod_best,Refer_best,Hubble_dm,Hubble_dm_err,Best_dm,Best_dm_err,Best_dm_method,UV2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,PNLF_dm,PNLF_dm_err,PNLF_dm_ref,TF_dm,TF_dm_err,TF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_ref,Other_dm,Other_dm_err,Other_dm_ref,test
SN2011ek,NGC 918,,Ia-91bg,0.005027,,15,,'02:25:48.89,+18:32:00.0,0.7,0,"Brown_walker_2020,S_F_2011",2h25m50.7911s,18d29m46.3842s,152.160836,-38.958129,0.005027,SAB(rs)c:,1507,3,1497,11,'2011-08-04,,done,5,,Kawabata_etal_2011_CBET2785_say91bg,,,,,,02h25m50.84s,+18d29m46.5s,152.161,-38.958,0.968,SAB(rs)c?,1996A&AS..115..407R,31.60390378,0.748990987,HF,,31.60390378,0.748990987,,,,0,,,ref,,,ref,,,ref,,,,,,,,,TF,test
SN2011ei,NGC 6925,,IIb,0.009313,,28,,'20:34:22.62,-31:58:23.6,0.158,0.0158,S_F_2011,20h34m20.566s,-31d58m51.2s,11.271345,-34.693727,0.009313,SA(s)bc        HII,2792,4,3035,17,'2011-07-25,,done,10,,ilisavljevic  D. et al. 2013  ApJ  767  71,,,,,,20h34m20.57s,-31d58m51.2s,11.271,-34.694,0.161,SA(s)bc,2004AJ....128...16K,32.94291459,0.498896386,HF,,32.94291459,0.498896386,,,,1,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011eh,NGC 3613,,Ia-91bg,0.006785,,14,,'11:18:31.56,+57:58:36.9,0.032,0.0032,S_F_2011,11h18m36.13s,57d59m59.73s,144.339591,55.100019,0.006841,E6,2051,5,2497,20,'2011-07-20,,done,3,,,,,,,,11h18m36.11s,+58d00m00.0s,144.34,55.1,0.034,E6,2011NRAS.413..813C,32.27316582,0.598693132,HF,,32.27316582,0.598693132,,,,0,,,ref,,,YES,,,ref,,,,,,,,,ref,test
SN2011ef,UGC 12640,,IIb,0.013373,SN2011ed(misnamed),7,,'23:30:57.02,+15:29:24.3,0.17,0,"Brown_walker_2020,S_F_2011",23h30m56.799s,15d29m25.96s,95.918237,-43.119433,0.013373,Sdm,4009,5,3997,20,'2011-07-18,,fillin,4,,,,,,,,23h30m56.80s,+15d29m25.8s,95.918,-43.119,0.188,Sdm?,1990ApJS...72..245S,33.7285178,0.427576724,HF,,33.7285178,0.427576724,,,,6,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011dn,UGC 11501,,Ia-91T,0.025272,,15,,'19:58:35.53,+02:36:11.3,0.37,0,"Brown_walker_2020,S_F_2011",19h58m37.031s,2d36m10.62s,43.129589,-13.661351,0.025272,SAB(rs)c,7576,7,7870,17,'2011-06-21,,done,6,,,,,,,,19h58m37.03s,+02d36m10.6s,43.13,-13.661,0.482,SAB(rs)c,2006HIPAS.C...0000:,35.11053735,0.371493606,HF,,35.11053735,0.371493606,,,,8,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011dm,UGC 11861,,Ia,0.00494,,8,,'21:56:41.59,+73:17:48.9,1.619,0.1619,S_F_2011,21h56m24.148s,73d15m39.33s,111.054479,14.567948,0.00494,SABdm,1481,4,1792,19,'2011-06-15,,done,5,3UV,,,,,,,21h56m24.00s,+73d15m38.6s,111.054,14.568,1.664,SABdm,1992ApJS...81....5S,31.56611281,0.759385897,HF,,31.56611281,0.759385897,,,,0,,,ref,,,ref,,,ref,,,,,,,,,TF_reddened,test
SN2011dh,NGC 5194,,IIb,0.002,,76,,'13:30:05.1055,+47:10:10.922,0.05,0,"Brown_walker_2020,S_F_2011",13h29m52.698s,47d11m42.93s,104.8513511,68.5608401,0.001544,SA(s)bc pec;HIISy2.5,463,3,666,8,'2011-06-01,,done,6,,Arcavi  I.  et al. 2011  ApJL  742  18,55712.5,Arcavi_etal_2011,,,,13h29m56.20s,+47d13m50.0s,104.866,68.524,0.095,SA(s)bc pec,1996ApJ...473..130R,29.04124247,2.187799455,HF,Arcavi_etal_2011,29.04124247,2.187799455,,,,37,,,ref,,,SBF_Tonry_etal_2001_29.42_0.27,29.41,0.12,PNLF_Ciardullo_etal_2002,,,,,,,,,ref,test
SN2011de,UGC 10018,,Ia,0.029187,,14,,'15:43:53.25,+67:45:42.5,0.082,0.0082,S_F_2011,15h43m39.5515s,67d45m39.128s,102.609889,41.927568,0.029187,(R')SB(s)bc,8750,7,9075,15,'2011-05-22,,done,5,,,,,,,,15h43m39.55s,+67d45m39.0s,102.61,41.928,0.084,(R')SB(s)bc,1999PASP..111..438F,35.42337778,0.36556873,HF,,35.42337778,0.36556873,,,,13,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011cj,UGC 9356,,IIP,0.007419,,20,,'14:32:53.81,+11:35:49.3,0.073,0.0073,S_F_2011,14h32m53.525s,11d35m41.47s,4.759133,61.574703,0.007419,Sc             HII,2224,6,2746,27,'2011-05-09,,fillin,4,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,14h32m53.53s,+11d35m42.2s,4.759,61.575,0.072,S?,2005NRAS.361...34D,32.44901143,0.568261928,HF,,32.44901143,0.568261928,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011cb,IC 5249,,IIb,0.007892,,2,,'22:47:07.49,-64:49:43.4,0.08,0,"Brown_walker_2020,S_F_2011",22h47m06.262s,-64d49m55.42s,321.883025,-47.462769,0.007892,Sd,2366,4,2414,17,'2011-04-29,,done,9,,,,,,,,22h47m06.28s,-64d49m55.3s,321.883,-47.463,0.095,SBd_edge-on,2004AJ....128...16K,32.58341122,0.547056996,HF,,32.58341122,0.547056996,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011by,NGC 3972,,Ia,0.002843,,63,,'11:55:45.56,+55:19:33.8,0.037,0.0037,S_F_2011,11h55m45.117s,55d19m14.42s,138.84806,60.05345,0.002843,SA(s)bc,852,1,1272,19,'2011-04-26,,done,9,,ilne  P. et al. 2013  arXiv:1308.2703,55672,Nugent_etal_2011,,,,11h55m45.09s,+55d19m14.7s,138.848,60.053,0.038,SA(s)bc,2001A&A...370..765V,31.588,0.0721,Cepheid,Cepheids_Riess_etal_2016,30.36553549,1.224005858,,,,26,31.588,0.0721,Cepheids_Riess_etal_2016,,,ref,,,ref,31.58,0.38,TF_Willick_etal_1997,,,,,,,test
SN2011bl,UGC 8554,,Ib/c,0.018426,,18,,'13:34:14.70,+37:12:34.8,0.021,0.0021,S_F_2011,13h34m14.637s,37d12m29.02s,83.730509,76.467391,0.018426,Sbc,5524,0,6088,24,'2011-04-05,,fillin,4,,,55656,Green_etal_2011,http://www.cbat.eps.harvard.edu/iau/cbet/002600/CBET002694.txt,"spec was 10 days before peak assumed to be 14 days after explosion, pushed two days earlier to be just before discovery",,13h34m14.72s,+37d12m28.4s,83.731,76.467,0.021,Sbc,1999AJ....117.2039H,34.42460587,0.391579488,HF,Green_etal_2011,34.42460587,0.391579488,,,,2,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011ay,NGC 2315,,Ia-99aa?02cx?,0.021,,29,,'07:02:34.06,+50:35:25.0,0.2,0,"Brown_walker_2020,S_F_2011",7h02m33.038s,50d35m26.18s,166.202368,22.314775,0.021,S0/a,6296,60,6397,61,'2011-03-18,,done,11,,,,,,,,07h02m33.06s,+50d35m26.1s,166.202,22.315,0.231,S0/a,2001ApJS..134..355,34.70866111,0.384786974,HF,,34.70866111,0.384786974,,,,5,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011at,CG -02-24-27,,Ia,0.006758,,13,,'09:28:57.56,-14:48:20.6,0.17,0,"Brown_walker_2020,S_F_2011",9h28m59.256s,-14d48m27.25s,247.09941,25.43229,0.006758,SB(s)d,2026,6,2174,27,'2011-03-10,,done,11,,,,,,,,09h28m58.94s,-14d48m27.2s,247.099,25.432,0.193,SB(s)d,1998A&AS..130..333T,32.24653472,0.60366143,HF,,32.24653472,0.60366143,,,,4,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011ao,IC 2973,,Ia,0.010706,,17,,'11:53:51.03,+33:21:46.3,0.054,0.0054,S_F_2011,11h53m50.823s,33d21m56.3s,182.786008,76.104442,0.010706,SB(s)d:,3210,1,3727,26,'2011-03-03,,done,12,,,,,,,,11h53m50.76s,+33d21m55.8s,182.786,76.104,0.055,SB(s)d?,2007ApJS..172..634A,33.24586268,0.466491635,HF,,33.24586268,0.466491635,,,,14,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011am,NGC 4219,,Ib,0.006635,,16,,'12:16:26.00,-43:19:20.0,0.353,0.0353,S_F_2011,12h16m27.312s,-43d19m27.41s,296.210047,19.090497,0.006635,SA(s)bc,1989,3,1667,29,'2011-02-27,,fillin,7,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,12h16m27.32s,-43d19m27.3s,296.21,19.09,0.36,SA(s)bc,2004AJ....128...16K,32.20651143,0.611058917,HF,,32.20651143,0.611058917,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011aa,UGC 3906,,Ia,0.012355,,18,,'07:36:42.63,+74:26:34.8,0.076,0.0076,S_F_2011,7h36m37.7s,74d26m44s,140.43955,29.08341,0.012355,0.8,3704,26,3935,29,'2011-02-06,,done,8,,,,,,,,07h36m40.40s,+74d26m54.0s,140.44,29.083,0.078,pair,1991rc3..book.....D,33.55669241,0.441229444,HF,,33.55669241,0.441229444,,,,15,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011,UGC 3218,,Ia,0.017432,,8,,'05:00:41.55,+62:14:38.6,1.103,0.1103,S_F_2011,5h00m43.6997s,62d14m38.4559s,147.88769,12.180953,0.017432,SAb,5226,7,5287,16,'2011-01-19,,done,5,,,,,,,,05h00m43.71s,+62d14m38.5s,147.888,12.181,1.122,SAb,1991rc3..book.....D,34.30418454,0.396513942,HF,,34.30418454,0.396513942,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2011B,NGC 2655,,Ia,0.00467,,31,,'08:55:48.10,+78:13:01.6,0.083,0.0083,S_F_2011,8h55m37.731s,78d13m23.1s,134.923523,32.688528,0.00467,SAB(s)0/a      Sy2,1400,1,1753,16,'2011-01-07,,done,17,,misnamed2010Binfirstrequest_grism,,,,,,08h55m37.73s,+78d13m23.1s,134.924,32.689,0.086,SAB0/a(s),2006AJ....131..185R,31.4439777,0.794216663,HF,,31.4439777,0.794216663,,,,16,,,ref,,,ref,,,ref,,,,,,,,,ref,test
LSQ11ot,CGCG 421-013,,Ia,0.026,,17,32235,'05:15:48.30,+06:46:39.0,0.509,0.0509,S_F_2011,5h15m47.5699s,6d46m41.3004s,195.297395,-17.721545,0.027339,Sbc,8196,2,8075,5,,,done,2,,,,,,,,ra,dec,,,,morphology,reference,35.28134727,0.368037199,HF,,35.28134727,0.368037199,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
PTF11qax,,,II,0.021854,,5,32167,'23:42:25.584,+00:15:16.83,0.072,0.0072,S_F_2011,,,,,,,,,,,,,done,1,all,closestgalaxyusedforredshift,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,test
PTF11rks,,,SLSN-I,0.1924,,5,32237,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,test
PTF11dsf,,,,,,,,'16:11:33.55,+40:18:03.5,0.027,0.0027,S_F_2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
PTF11dfs,,,SLSN-II,0.3848,,1,32016,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
PTF11qcj,,,Ic-BL,0.0287,,8,32191,'13:13:41.51,+47:17:57.0,0.029,0.0029,S_F_2011,,,,,,,8426,10,8895,21,,,GI12,5,all,Corsi et al. 2014,55842,Palliyaguru_etal_2021,https://ui.adsabs.harvard.edu/abs/2021arXiv210100128P/abstract,,,ra,dec,,,,morphology,reference,35.34144479,0.366992496,HF,Palliyaguru_etal_2021,35.34144479,0.366992496,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010md,A163747+0612,,SLSN-I,0.0987,PTF10hgi,2,,'16:37:47.00,+06:12:32.3,0.226,0.0226,S_F_2011,,,,,,,,,,,'2010-05-15,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,test
SN2010mb,A160023+3744,,Ic-PI?,0.1325,PTF10iue,1,31961,'16:00:23.10,+37:44:57.0,0.039,0.0039,S_F_2011,,,,,,,,,,,'2010-04-10,,GI10,6,uvw2,Ben-Ami  S.  et al. 2013arXiv:1309.6496,55273,Ben-Ami_etal_2014,https://ui.adsabs.harvard.edu/abs/2014ApJ...785...37B/abstract,,,ra,dec,,,,morphology,reference,,,,,,,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010ko,NGC 1954,,Ia,0.010441,,14,,'05:32:49.44,-14:05:45.9,0.38,0.038,S_F_2011,5h32m48.3418s,-14d03m45.5877s,217.155182,-23.654556,0.010441,SA(rs)bc pec:,3130,5,3125,14,'2010-12-05,,done,4,,,,,,,,05h32m48.33s,-14d03m46.0s,217.155182,-23.654556,0.394,SA(rs)bc_pec?,1991rc3..book.....D,33.19105921,0.471911191,HF,,33.19105921,0.471911191,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010kg,NGC 1633,,Ia,0.016642,,16,,'04:40:08.40,+07:21:00.0,0.417,0.0417,S_F_2011,4h40m09.104s,7d20m57.77s,189.630384,-24.840961,0.016642,SAB(s)ab,4989,10,4885,11,'2010-11-29,,done,3,,,,,,,,04h40m09.11s,+07d20m58.0s,189.63,-24.841,0.427,SAB(s)ab,1991rc3..book.....D,34.20340504,0.401048994,HF,,34.20340504,0.401048994,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010kd,A120801+4913,,SLSN-I,0.1,SN2011cs(rediscovered),6,,'12:08:01.11,+49:13:31.1,0.062,0.0062,S_F_2011,,,,,,,,,,,'2010-11-14,,fillin,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,ra,dec,,,,morphology,reference,,,,,,,,,,6,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010jr,ESO 362-G18,,IIb,0.012445,,34,,'05:19:34.47,-32:39:14.6,0.046,0.0046,S_F_2011,5h19m35.8124s,-32d39m27.9238s,236.022093,-32.571308,0.012445,S0/a           Sy1.5,3731,10,3741,22,'2010-11-12,,done,5,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,05h19m35.80s,-32d39m27.3s,236.022,-32.571,0.047,SB0/a?(s)_pec,2003A&A...412...57P,33.57246376,0.438839472,HF,,33.57246376,0.438839472,,,,27,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010jp,A061630-2124,,IIn,0.009143,PTF10aaxi,13,,'06:16:30.63,-21:24:36.3,0.234,0.0234,S_F_2011,,,,,,,2741,14.98960954,2774,24,'2010-11-11,,done,3,,Smith  N.  et al. 2012  NRAS  420  1135,,,,,,06h16m22.03s,-21d22m21.6s,228.685,-17.008,0.238,SAB(rs)bc_pec,1989ESOLV.C...0000L,32.9028827,0.504392819,HF,,32.9028827,0.504392819,,,,3,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010jn,NGC 2929,,Ia ,0.025047,PTF10ygu,11,,'09:37:30,+23:09:38.88,0.081,0.0081,S_F_2011,9h37m29.795s,23d09m42.15s,206.946184,46.195045,0.025047,S?,7509,9,7840,23,'2010-10-12,,done,5,,,,,,,,09h37m29.81s,+23d09m42.0s,206.946,46.195,0.082,S?,1991rc3..book.....D,35.09124804,0.371933291,HF,,35.09124804,0.371933291,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010jl,UGC 5189A,,IIn,0.010697,,27,,'09:42:53.33,+09:29:41.8,0.073,0.0073,S_F_2011,9h42m53.26s,9d29m34.4s,225.344965,42.247949,0.010697,IRR_SY,3207,37,3561,46,'2010-11-03,,fillin,14,,Ofek  E. et al. 2013 arXiv1307.2247,55470,Stoll et al. 2011,,ten days before first observation,,09h42m53.434s,+09d29m41.87s,225.344965,42.247949,0.075,IRR,1999PASP..111..438F,33.24383232,0.470235456,HF,Stoll et al. 2011,33.24383232,0.470235456,,,,20,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010ih,NGC 2325,,Ia,0.007288,,8,,'07:02:43.63,-28:37:25.2,0.326,0.0326,S_F_2011,7h02m40.4027s,-28d41m50.0479s,239.9606761,-10.4103717,0.007288,E4,2185,22,2213,30,'2010-09-29,,done,3,,late,,,,,,07h02m40.40s,-28d41m50.0s,239.961,-10.41,0.315,E4,2008AJ....135.2424O,32.41059472,0.576676507,HF,,32.41059472,0.576676507,,,,4,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010id,NGC 7483,,II,0.016475,PTF10vdl,4,,'23:05:48.88,+03:31:25.5,0.163,0.0163,S_F_2011,23h05m48.2715s,3d32m42.2447s,79.115958,-50.120488,0.016475,(R')SAB(rs)a,4939,6,4935,18,'2010-09-16,,done,4,,Gal-Yam  A.  et al. 2011  ApJ  736  159,,,,,,23h05m48.29s,+03d32m42.4s,79.116,-50.12,0.166,(R')SAB(rs)a,1991rc3..book.....D,34.18153265,0.401987963,HF,,34.18153265,0.401987963,,,,2,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010hq,UGC 3691,,IIP,0.007348,,2,,'07:08:03.35,+15:11:10.0,0.246,0.0246,S_F_2011,7h08m01.276s,15d10m42.36s,201.125666,10.456405,0.007348,SAcd,2203,5,2343,14,'2010-09-08,,,2,,,,,,,,07h08m01.28s,+15d10m42.3s,201.126,10.456,0.25,SAcd,1991rc3..book.....D,32.42841,0.571612882,HF,,32.42841,0.571612882,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010hh,NGC 6524,,Ia,0.019006,,14,,'17:59:18.38,+45:52:32.2,0.104,0.0104,S_F_2011,17h59m14.7253s,45d53m13.4338s,72.848946,27.85582,0.019006,S0-:,5698,39,6108,42,'2010-09-01,,done,4,,,,,,,,17h59m14.71s,+45d53m13.5s,72.849,27.856,0.108,S0-?,1999PASP..111..438F,34.49194974,0.390556993,HF,,34.49194974,0.390556993,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010gx,A112547-0849,,SLSN-I,0.2297,PTF10cwr,11,,'11:25:46.71,-08:49:41.4,0.104,0.0104,S_F_2011,,,,,,,,,,,'2010-08-13,,done,4,,,,,,,,ra,dec,,,,morphology,reference,,,,,,,,,,2,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010gs,CG -01-53-07,,II,0.027135,,16,,'20:45:39.51,-05:35:11.8,0.148,0.0148,S_F_2011,20h45m39.7756s,-5d35m23.9483s,41.405875,-27.893238,0.027135,Sc,8135,25,8337,29,'2010-08-01,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,20h45m39.77s,-05d35m24.0s,41.406,-27.893,0.153,Sc,Abazajian_etal_2003,35.2651253,0.368659853,HF,,35.2651253,0.368659853,,,,2,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010gp,NGC 6240,,Ia,0.02448,,20,,'16:52:57.39,+02:23:16.4,0.204,0.0204,S_F_2011,16h52m58.861s,2d24m03.55s,20.728931,27.291066,0.02448,I0: pec;LINER  Sy2,7339,9,7942,29,'2010-07-14,,done,3,all,,,,,,PS1-14xw,16h52m58.871s,+02d24m03.33s,20.728931,27.291066,0.209,I0_pec_LINER_Sy2,1993ApJ...414L..13D,35.04152196,0.37305121,HF,,35.04152196,0.37305121,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010gn,SDSS J171750.05+405252.5,,Ia,0.0365,PTF10mwb,15,,'17:17:50.11,+40:52:52.6,0.082,0.0082,S_F_2011,17h17m50.0484s,40d52m52.59s,65.638021,34.450002,0.031,Extended Src [SDSS],9294,0,9722,16,'2010-07-07,,done,5,,ilne  P. et al. 2013  arXiv:1308.2703,,,,,,17h17m50.06s,+40d52m52.6s,65.638,34.45,0.083,,2014NRAS.438.1391P,35.55435086,0.363510983,HF,,35.55435086,0.363510983,,,,2,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010fy,A052452-4646,,Ia,0.049,,5,,'05:24:52.46,-46:46:37.1,0.08,0.008,S_F_2011,,,,,,,,,,,'2010-07-07,,done,3,,,,,,,,ra,dec,,,,morphology,reference,,,,,,,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010ev,NGC 3244,,Ia,0.009211,,15,,'10:25:28.99,-39:49:51.2,0.278,0.0278,S_F_2011,10h25m28.85s,-39d49m39.23s,274.727023,14.919169,0.009211,SA(rs)cd       HII,2761,7,2697,24,'2010-06-27,,done,18,,,,,,,,10h25m28.84s,-39d49m39.2s,274.727,14.919,0.284,SA(rs)cd,2005NRAS.361...34D,32.91866955,0.501900223,HF,,32.91866955,0.501900223,,,,4,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010el,NGC 1566,,Ia-p,0.005017,,8,,'04:19:58.83,-54:56:38.5,0.024,0.0024,S_F_2011,4h20m00.402s,-54d56m16.5781s,264.310155,-43.393163,0.005017,(R'_1)SAB(rs)bcSy1,1504,2,1413,15,'2010-06-19,,done,2,,,,,,,,04h20m00.42s,-54d56m16.1s,264.31,-43.393,0.025,SAB(s)bc,2004AJ....128...16K,31.5995767,0.750127324,HF,,31.5995767,0.750127324,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010dv,NGC 3903,,?,0.009924,,4,31735,'11:49:03.43,-37:30:59.7,0.235,0.0235,S_F_2011,11h49m03.5196s,-37d31m01.8827s,289.464013,23.71791,0.009924,SAB(rs)c pec:  HII,2975,5,2650,28,'2010-06-04,,fillin,3,,,,,,,,11h49m03.54s,-37d31m01.6s,289.464,23.718,0.24,SAB(rs)c_pec?,2003AandA...412...57P,33.08077237,0.483342797,HF,,33.08077237,0.483342797,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010dn,NGC 3184,,LBV,0.001975,,3,,'10:18:19.89,+41:26:28.8,0.045,0.0045,S_F_2011,10h18m16.985s,41d25m27.77s,178.335713,55.637628,0.001975,SAB(rs)cd      HII,592,1,739,7,'lumi-ou- b,,,8,,,,,,,,10h18m16.86s,+41d25m26.6s,178.336,55.638,0.046,SAB(rs)cd,1992ApJS...83...29S,29.57494605,1.724527391,HF,,29.57494605,1.724527391,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010da,NGC 300,,LBV,0.00048,,20,,'00:55:04.86,-37:41:43.7,0.034,0.0034,S_F_2011,0h54m53.446s,-37d41m03.183s,299.208651,-79.418818,0.00048,SA(s)d,144,1,109,2,'lumi-ou- b,,done,6,,,,,,,,00h54m53.48s,-37d41m03.8s,299.209,-79.419,0.035,SA(s)d,1989ESOLV.C...0000L,26.50514998,6.953206278,HF,,26.50514998,6.953206278,,,,17,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010cr,NGC 5177,,Ia,0.02157,PTF10fps,15,31706,'13:29:25.03,+11:47:46.4,0.08,0,"Brown_walker_2020,S_F_2011",13h29m24.2594s,11d47m49.3224s,334.935632,72.267083,0.02157,S0,6467,29,7118,47,'2010-05-15,,done,4,,,,,,,,13h29m24.26s,+11d47m49.3s,334.936,72.267,0.094,Sa,2005SDSS4.C...0000:,34.76685182,0.380758199,HF,,34.76685182,0.380758199,,,,5,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010cn,A110406+0449,,Ib,0.026,,19,,'11:04:06.57,+04:49:58.7,0.127,0.0127,S_F_2011,,,,,,,,,,,'2010-05-04,,fillin,3,,update type,,,,,,ra,dec,,,,morphology,reference,,,,,,,,,,0,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010bv,ESO 533-G4,,Ia,0.008659,,1,,'22:14:01.89,-26:55:44.6,0.06,0,"Brown_walker_2020,S_F_2011",22h14m03.018s,-26d56m15.77s,24.001177,-55.09901,0.008659,Scd,2596,3,2724,14,'2010-04-19,,,1,,,,,,,,22h14m03.02s,-26d56m15.8s,24.001,-55.099,0.076,Sc?_edge-on,1998AandAS..130..333T,32.78486096,0.518634622,HF,,32.78486096,0.518634622,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010bt,NGC 7130,,IIn,0.016151,,10,,'21:48:20.22,-34:57:16.5,0.077,0.0077,S_F_2011,21h48m19.49s,-34d57m04.73s,9.9433508,-50.3523722,0.016151,Sa pec;LINER;Sy2;HII,4842,15,5016,23,'2010-04-17,,done,3,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,21h48m19.52s,-34d57m04.5s,9.943,-50.352,0.078,Sa_pec,1976RC2...C...0000d,34.13846144,0.404297265,HF,,34.13846144,0.404297265,,,,0,,,Jones_etal_HSTobs_pending,,,ref,,,ref,,,,,,,,,ref,test
SN2010br,NGC 4051,,Ibc,0.002336,,2,,'12:03:10.95,+44:31:43.1,0.035,0.0035,S_F_2011,12h03m09.6099s,44d31m52.6937s,148.8830878,70.0852223,0.002336,SAB(rs)bc;Sy1.2Sy1.5,700,1,943,10,'2010-04-10,,some,6,,,,,,,,12h03m09.61s,+44d31m52.8s,148.883,70.085,0.036,SAB(rs)bc,2001AandA...370..765V,29.93882772,1.470180471,HF,,29.93882772,1.470180471,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010bj,NGC 2357,,IIP,0.007589,,3,,'07:17:43.21,+23:21:03.8,0.15,0,"Brown_walker_2020,S_F_2011",7h17m40.981s,23d21m24.28s,194.440915,15.910809,0.007589,Sc,2275,2,2444,12,'2010-03-27,,done,7,,,,,,,,07h17m40.99s,+23d21m24.3s,194.441,15.911,0.182,Scd?,1997AJ....114..122G,32.49824452,0.560174949,HF,,32.49824452,0.560174949,,,,1,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010al,UGC 4286,,IIn,0.0172,,18,,'08:14:15.91,+18:26:18.2,0.126,0.0126,S_F_2011,8h14m16.4816s,18d26m26.2989s,204.688601,26.2827,0.017155,SBb,5143,10,5359,19,'2010-03-13,,done,8,,Pritchard  T. A.  et al. 2013  arXiv1303.1190,,,,,,08h14m16.48s,+18d26m26.4s,204.689,26.283,0.128,S?,1991rc3..book.....D,34.26942014,0.398075784,HF,,34.26942014,0.398075784,,,,9,,,ref,,,ref,,,ref,,,,,,,,,ref,test
SN2010ah,A114403+5541,,Ic,0.0498,PTF10bzf,13,,'11:44:02.99,+55:41:27.6,0.031,0.0031,S_F_2011,,,,,,,,,,,'2010-02-23,,fillin,5,,Corsi  A. et al. 2011  ApJ  741  76,55274,azzali_etal_2013,https://ui.adsabs.harvard.edu/abs/2013NRAS.432.2463/abstract,,,ra,dec,,,,morphology,reference,,,,,,,,,,,,,ref,,,ref,,,ref,,,,,,,,,ref,test
