event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2008aw,54528.6552,14.812,0.050,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54528.6578,15.999,0.060,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54528.6641,14.929,0.055,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54528.6704,15.942,0.075,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54528.6752,14.946,0.066,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54528.6846,14.772,0.053,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54530.29,15.776,0.010,F,V,,,2014ApJ...786...67A
SN2008aw,54530.7375,15.710,0.082,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54530.7614,15.500,0.071,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54530.7623,15.218,0.068,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54532.9877,15.724,0.067,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54532.9949,16.409,0.086,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54533.0208,16.387,0.099,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54534.6615,15.938,0.069,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54534.6627,15.249,0.058,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54534.6633,16.107,0.060,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54534.6643,16.654,0.083,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54534.6665,15.903,0.073,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54534.6671,16.574,0.084,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54538.20,15.851,0.006,F,V,,,2014ApJ...786...67A
SN2008aw,54538.6402,16.751,0.080,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54538.6418,15.807,0.066,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54538.6429,16.225,0.061,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54538.6457,17.744,0.102,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54538.6484,15.931,0.073,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54538.6505,17.740,0.110,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54539.25,15.904,0.007,F,V,,,2014ApJ...786...67A
SN2008aw,54540.26,15.941,0.008,F,V,,,2014ApJ...786...67A
SN2008aw,54541.33,15.958,0.007,F,V,,,2014ApJ...786...67A
SN2008aw,54541.5910,17.265,0.094,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54541.5919,16.115,0.069,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54541.5926,16.465,0.063,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54541.5945,18.335,0.128,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54541.5959,16.041,0.076,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54541.5973,18.375,0.158,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54543.30,16.032,0.007,F,V,,,2014ApJ...786...67A
SN2008aw,54545.32,16.100,0.009,F,V,,,2014ApJ...786...67A
SN2008aw,54552.33,16.329,0.006,F,V,,,2014ApJ...786...67A
SN2008aw,54558.26,16.498,0.010,F,V,,,2014ApJ...786...67A
SN2008aw,54560.28,16.554,0.007,F,V,,,2014ApJ...786...67A
SN2008aw,54562.29,16.582,0.010,F,V,,,2014ApJ...786...67A
SN2008aw,54568.25,16.741,0.009,F,V,,,2014ApJ...786...67A
SN2008aw,54570.26,16.784,0.008,F,V,,,2014ApJ...786...67A
SN2008aw,54571.24,16.790,0.008,F,V,,,2014ApJ...786...67A
SN2008aw,54572.27,16.816,0.009,F,V,,,2014ApJ...786...67A
SN2008aw,54573.25,16.835,0.007,F,V,,,2014ApJ...786...67A
SN2008aw,54574.22,16.848,0.008,F,V,,,2014ApJ...786...67A
SN2008aw,54576.21,16.868,0.013,F,V,,,2014ApJ...786...67A
SN2008aw,54579.5802,19.397,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54579.5811,18.991,,T,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54579.5816,18.154,0.135,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54579.7183,19.714,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54579.8139,20.007,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54579.8167,17.124,0.138,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008aw,54580.24,16.984,0.008,F,V,,,2014ApJ...786...67A
SN2008aw,54587.22,17.163,0.006,F,V,,,2014ApJ...786...67A
SN2008aw,54591.19,17.282,0.007,F,V,,,2014ApJ...786...67A
SN2008aw,54595.18,17.442,0.008,F,V,,,2014ApJ...786...67A
SN2008aw,54624.12,19.229,0.018,F,V,,,2014ApJ...786...67A
SN2008aw,54628.17,19.278,0.029,F,V,,,2014ApJ...786...67A
SN2008aw,54646.13,19.666,0.029,F,V,,,2014ApJ...786...67A
SN2008aw,54653.10,19.760,0.032,F,V,,,2014ApJ...786...67A
SN2008aw,54654.12,19.825,0.038,F,V,,,2014ApJ...786...67A
