event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2016eay,57483.165,21.5,,T,G,Astrometric,Gaia,Transient Name Server
SN2016eay,57483.7,20.37,,T,i,,Gaia,2017ApJ...835L...8N
SN2016eay,57524.2979977,17.35,0.2,F,G,Astrometric,Gaia,Transient Name Server
SN2016eay,57524.799,17.48,0.0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2016eay,57524.873,17.47,0.0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2016eay,57525.3,17.7,0.02,F,i,,Gaia,2017ApJ...835L...8N
SN2016eay,57528.9123,17.3107,0.0146,F,r,,,"CPCS Alert 26255,Cambridge Photometric Calibration Server"
SN2016eay,57528.9159,17.3251,0.0144,F,r,,,"CPCS Alert 26255,Cambridge Photometric Calibration Server"
SN2016eay,57528.9194,17.348,0.014,F,r,,,"CPCS Alert 26255,Cambridge Photometric Calibration Server"
SN2016eay,57528.9231,17.7299,0.033,F,i,,,"CPCS Alert 26255,Cambridge Photometric Calibration Server"
SN2016eay,57528.9266,17.4462,0.0259,F,i,,,"CPCS Alert 26255,Cambridge Photometric Calibration Server"
SN2016eay,57528.9302,17.4271,0.0284,F,i,,,"CPCS Alert 26255,Cambridge Photometric Calibration Server"
SN2016eay,57529.687,15.306,0.052,F,UVW1,UVOT,UVOT,2017ApJ...835L...8N
SN2016eay,57529.6874,15.493,0.070,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016eay,57529.6888,15.699,0.070,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2016eay,57529.6898,17.093,0.080,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2016eay,57529.69,17.01,0.06,F,B,,UVOT,2017ApJ...835L...8N
SN2016eay,57529.69,15.98,0.05,F,U,,UVOT,2017ApJ...835L...8N
SN2016eay,57529.692,15.632,0.048,F,UVW2,UVOT,UVOT,2017ApJ...835L...8N
SN2016eay,57529.6922,15.736,0.072,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2016eay,57529.6945,17.156,0.130,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2016eay,57529.6972,15.294,0.065,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2016eay,57529.758,15.197,0.045,F,UVM2,UVOT,UVOT,2017ApJ...835L...8N
SN2016eay,57529.76,17.02,0.07,F,V,,UVOT,2017ApJ...835L...8N
SN2016eay,57530.17,17.17,0.04,F,r,,FLWO,2017ApJ...835L...8N
SN2016eay,57530.18,16.96,0.05,F,V,,FLWO,2017ApJ...835L...8N
SN2016eay,57531.27,16.9,0.04,F,V,,FLWO,2017ApJ...835L...8N
SN2016eay,57531.28,17.03,0.04,F,B,,FLWO,2017ApJ...835L...8N
SN2016eay,57531.28,17.31,0.05,F,i,,FLWO,2017ApJ...835L...8N
SN2016eay,57531.28,17.11,0.04,F,r,,FLWO,2017ApJ...835L...8N
SN2016eay,57531.68,16.94,0.06,F,B,,UVOT,2017ApJ...835L...8N
SN2016eay,57531.68,15.94,0.05,F,U,,UVOT,2017ApJ...835L...8N
SN2016eay,57531.68,15.239,0.051,F,UVW1,UVOT,UVOT,2017ApJ...835L...8N
SN2016eay,57531.6807,15.438,0.069,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2016eay,57531.6821,15.734,0.071,F,U,UVOT,Swift,2014Ap&SS.354...89B
