event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2011dh,55713.82,13.54,0.03,F,V,,,"D.Yu.Tsvetkov et al., 2012, Peremennye Zvezdy (Variable Stars) 32, No. 6, http://www.astronet.ru/db/varstars/msg/eid/PZ-32-006,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2011dh,55713.85,13.52,0.03,F,V,,,"D.Yu.Tsvetkov et al., 2012, Peremennye Zvezdy (Variable Stars) 32, No. 6, http://www.astronet.ru/db/varstars/msg/eid/PZ-32-006,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2011dh,55715.5584,14.977,0.058,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55715.5630,15.961,0.079,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55715.5739,15.428,0.069,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55715.5775,14.927,0.056,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55715.5799,15.355,0.055,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55715.5825,16.270,0.094,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55715.70,15.379,0.014,F,B,HFOSC,HCT,2013MNRAS.433....2S
SN2011dh,55715.70,14.461,0.014,F,I,HFOSC,HCT,2013MNRAS.433....2S
SN2011dh,55715.70,14.576,0.019,F,R,HFOSC,HCT,2013MNRAS.433....2S
SN2011dh,55715.70,15.051,0.024,F,U,HFOSC,HCT,2013MNRAS.433....2S
SN2011dh,55715.70,14.924,0.016,F,V,HFOSC,HCT,2013MNRAS.433....2S
SN2011dh,55716.2253,14.893,0.057,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55716.2302,16.168,0.086,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55716.2437,15.573,0.071,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55716.2465,15.069,0.059,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55716.2484,15.319,0.055,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55716.2504,16.525,0.102,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55717.3157,14.599,0.060,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55717.3173,15.095,0.064,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55717.3188,15.072,0.053,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55717.4230,16.819,0.121,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55717.4241,16.543,0.105,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55717.4252,15.794,0.082,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55717.4317,16.845,0.127,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2011dh,55717.72,14.972,0.004,F,B,HFOSC,HCT,2013MNRAS.433....2S
SN2011dh,55717.72,14.054,0.023,F,I,HFOSC,HCT,2013MNRAS.433....2S
SN2011dh,55717.72,14.025,0.017,F,R,HFOSC,HCT,2013MNRAS.433....2S
SN2011dh,55717.72,14.821,0.013,F,U,HFOSC,HCT,2013MNRAS.433....2S
SN2011dh,55717.72,14.407,0.025,F,V,HFOSC,HCT,2013MNRAS.433....2S
SN2011dh,55718.5860,15.862,0.076,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
