event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2005ke,53688.7505,16.493,0.075,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53688.7534,20.885,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53688.7571,18.961,0.144,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53688.7594,17.004,0.075,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53688.7608,16.861,0.068,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53688.7801,20.468,0.236,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53688.853,16.178,0.022,F,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005ke,53689.17603,16.629,0.012,F,B,,,2010AJ....139..519C
SN2005ke,53689.17603,16.222,0.009,F,V,,,2010AJ....139..519C
SN2005ke,53689.17603,16.363,0.009,F,g,,,2010AJ....139..519C
SN2005ke,53689.17603,16.149,0.009,F,i,,,2010AJ....139..519C
SN2005ke,53689.17603,16.138,0.008,F,r,,,2010AJ....139..519C
SN2005ke,53689.17603,17.477,0.025,F,u,,,2010AJ....139..519C
SN2005ke,53690.25623,16.139,0.010,F,B,,,2010AJ....139..519C
SN2005ke,53690.25623,15.743,0.008,F,V,,,2010AJ....139..519C
SN2005ke,53690.25623,15.893,0.007,F,g,,,2010AJ....139..519C
SN2005ke,53690.25623,15.737,0.008,F,i,,,2010AJ....139..519C
SN2005ke,53690.25623,15.662,0.007,F,r,,,2010AJ....139..519C
SN2005ke,53690.25623,16.912,0.016,F,u,,,2010AJ....139..519C
SN2005ke,53690.3,15.32,0.06,F,H,,PAIRITEL,2015ApJS..220....9F
SN2005ke,53690.3,15.34,0.01,F,J,,PAIRITEL,2015ApJS..220....9F
SN2005ke,53690.3,15.2,0.04,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2005ke,53690.3860,15.781,0.073,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53690.3867,19.832,0.289,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53690.3877,17.869,0.122,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53690.3883,16.128,0.074,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53690.3885,16.068,0.078,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53690.6206,19.696,0.222,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53691.26561,14.948,0.050,F,H,,,2010AJ....139..519C
SN2005ke,53691.26561,15.050,0.066,F,J,,,2010AJ....139..519C
SN2005ke,53691.26561,15.052,0.033,F,Y,,,2010AJ....139..519C
SN2005ke,53691.27,15.09,0.03,F,H,,PAIRITEL,2015ApJS..220....9F
SN2005ke,53691.27,15.06,0.03,F,J,,PAIRITEL,2015ApJS..220....9F
SN2005ke,53691.27,15.07,0.15,F,Ks,,PAIRITEL,2015ApJS..220....9F
SN2005ke,53691.7612,19.046,0.133,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53691.803,15.147,0.018,F,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005ke,53691.8649,15.219,0.062,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53691.8670,19.434,0.194,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53691.8702,17.647,0.097,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53691.8721,15.786,0.066,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53691.8733,15.630,0.055,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53692.27453,14.729,0.010,F,H,,,2010AJ....139..519C
SN2005ke,53692.27453,14.797,0.011,F,J,,,2010AJ....139..519C
SN2005ke,53692.27453,14.857,0.010,F,Y,,,2010AJ....139..519C
SN2005ke,53692.823,15.361,0.017,F,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005ke,53692.9332,18.914,0.134,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53692.9367,15.021,0.061,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53692.9386,19.650,0.222,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53692.9416,17.409,0.092,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53692.9435,15.748,0.066,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53692.9446,15.434,0.052,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53693.1863,18.843,0.173,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53693.1871,14.823,0.065,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53693.1877,19.441,0.292,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53693.1886,17.433,0.120,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2005ke,53693.1891,15.607,0.073,F,U,UVOT,Swift,2014Ap&SS.354...89B
