event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2005cs,53483.09,19.8,,T,V,,,2009MNRAS.394.2266P
SN2005cs,53540.05,17.0,,T,R,,,2009MNRAS.394.2266P
SN2005cs,53546.94,18.4,,T,R,,,2009MNRAS.394.2266P
SN2005cs,53547.89,17.3,,T,B,,,2009MNRAS.394.2266P
SN2005cs,53547.89,17.6,,T,R,,,2009MNRAS.394.2266P
SN2005cs,53547.89,17.7,,T,V,,,2009MNRAS.394.2266P
SN2005cs,53547.93,19.7,,T,R,,,2009MNRAS.394.2266P
SN2005cs,53548.91,16.728,0.122,F,B,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53548.92,16.367,0.33,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53548.93,16.301,0.073,F,R,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53548.93,16.25,0.161,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53548.94,16.302,0.086,F,R,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53548.95,16.375,0.145,F,B,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53548.96,16.319,0.153,F,B,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53548.96,16.224,0.278,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53548.99,16.214,0.154,F,R,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53549.91,14.677,0.124,F,B,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53549.92,14.654,0.148,F,B,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53549.93,14.872,0.15,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53551.01,14.475,0.17,F,R,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53551.27,14.375,0.01,F,B,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53551.27,14.505,0.011,F,I,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53551.27,14.471,0.011,F,R,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53551.27,14.519,0.014,F,V,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53551.86,14.393,0.009,F,B,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53551.86,14.455,0.016,F,I,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53551.86,14.459,0.016,F,R,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53551.86,13.46,0.008,F,U,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53551.86,14.496,0.011,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53551.87,14.499,0.15,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53551.8764,13.113,0.044,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2005cs,53551.8826,14.641,0.057,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2005cs,53551.8875,12.683,0.043,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2005cs,53551.8929,12.726,0.032,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2005cs,53551.94,14.493,0.222,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53551.96,14.491,0.165,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53551.96,14.495,0.174,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53552.06,14.498,0.155,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53552.2,14.367,0.01,F,B,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53552.2,14.443,0.01,F,I,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53552.2,14.405,0.01,F,R,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53552.2,14.491,0.011,F,V,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53552.7,14.42,0.02,F,B,,,"2008ApJ...675..644D,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53552.7,14.42,0.02,F,V,,,"2008ApJ...675..644D,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53552.85,14.41,0.023,F,B,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53552.85,14.369,0.028,F,I,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53552.85,14.435,0.018,F,R,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53552.85,13.448,0.012,F,U,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53552.85,14.531,0.026,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53552.96,14.527,0.169,F,V,,,"2009MNRAS.394.2266P,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53553.21,14.347,0.01,F,B,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53553.21,14.387,0.011,F,I,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53553.21,14.369,0.01,F,R,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53553.21,14.462,0.012,F,V,KAIT,KAIT,2014MNRAS.442..844F
SN2005cs,53553.7,14.47,0.01,F,B,,,"2008ApJ...675..644D,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53553.7,13.5,0.02,F,U,,,"2008ApJ...675..644D,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53553.7,14.41,0.01,F,V,,,"2008ApJ...675..644D,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2005cs,53553.88,14.17,0.031,F,H,,,2009MNRAS.394.2266P
