event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2007Y,54157.6953,15.294,0.050,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54157.6964,15.871,0.052,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54157.6985,18.781,0.098,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54157.7019,15.683,0.055,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54157.7035,19.922,0.190,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54158.03,15.837,0.014,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54158.03,15.259,0.035,F,H,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54158.03,15.408,0.019,F,J,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54158.03,15.689,0.008,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54158.03,15.450,0.007,F,Y,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54158.03,15.707,0.011,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54158.03,15.798,0.009,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54158.03,15.722,0.008,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54158.03,16.101,0.069,F,u,SITe3,Swope,2017arXiv170707616S
SN2007Y,54159.03,15.758,0.013,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54159.03,15.168,0.037,F,H,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54159.03,15.254,0.053,F,J,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54159.03,15.596,0.008,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54159.03,15.328,0.009,F,Y,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54159.03,15.608,0.008,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54159.03,15.709,0.007,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54159.03,15.640,0.006,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54159.03,15.959,0.015,F,u,SITe3,Swope,2017arXiv170707616S
SN2007Y,54160.03,15.690,0.013,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54160.03,15.528,0.006,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54160.03,15.559,0.010,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54160.03,15.610,0.008,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54160.03,15.552,0.006,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54160.03,15.965,0.069,F,u,SITe3,Swope,2017arXiv170707616S
SN2007Y,54161.02,15.675,0.009,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54161.02,15.475,0.006,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54161.02,15.506,0.008,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54161.02,15.547,0.006,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54161.02,15.488,0.006,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54161.02,15.846,0.028,F,u,SITe3,Swope,2017arXiv170707616S
SN2007Y,54161.1398,16.911,0.092,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54161.1404,15.051,0.057,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54161.1408,15.650,0.058,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54161.1417,18.759,0.151,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54161.1426,15.451,0.066,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54161.1431,19.437,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54162.01,14.911,0.033,F,H,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54162.01,15.071,0.016,F,J,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54162.01,15.144,0.015,F,Y,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54162.1218,16.896,0.078,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54162.1236,15.051,0.052,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54162.1246,15.638,0.052,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54162.1262,19.248,0.145,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54162.1296,15.431,0.059,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54162.1308,19.741,0.256,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54163.02,15.630,0.009,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54163.02,15.380,0.007,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54163.02,15.437,0.008,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54163.02,15.413,0.009,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54163.02,15.364,0.010,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54163.02,15.892,0.018,F,u,SITe3,Swope,2017arXiv170707616S
SN2007Y,54163.8874,17.209,0.104,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54163.8883,15.263,0.060,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54163.8889,15.611,0.055,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54163.8905,19.060,0.178,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54163.8918,15.301,0.065,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54163.8929,19.597,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54164.00,14.952,0.019,F,J,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54164.00,15.047,0.014,F,Y,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54165.02,15.692,0.011,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54165.02,15.337,0.008,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54165.02,15.473,0.008,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54165.02,15.322,0.008,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54165.02,15.301,0.006,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54165.02,16.166,0.021,F,u,SITe3,Swope,2017arXiv170707616S
SN2007Y,54165.4674,17.658,0.088,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54165.4679,15.516,0.058,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54165.4683,15.660,0.051,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54165.4695,19.583,0.160,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54165.4703,15.309,0.057,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54165.4710,20.327,0.353,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54166.03,15.749,0.013,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54166.03,15.361,0.007,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54166.03,15.535,0.010,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54166.03,15.316,0.008,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54166.03,15.290,0.007,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54166.03,16.470,0.069,F,u,SITe3,Swope,2017arXiv170707616S
SN2007Y,54167.01,14.676,0.026,F,H,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54167.01,14.845,0.015,F,J,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54167.01,14.965,0.011,F,Y,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54167.9353,18.097,0.148,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54167.9370,16.358,0.079,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54167.9382,16.042,0.063,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54167.9410,20.334,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54167.9438,15.446,0.067,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54167.9458,19.695,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54168.02,14.640,0.028,F,H,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54168.02,14.850,0.017,F,J,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54168.02,15.000,0.013,F,Y,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54169.02,16.145,0.014,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54169.02,14.739,0.076,F,H,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54169.02,14.873,0.013,F,J,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54169.02,15.537,0.009,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54169.02,15.057,0.009,F,Y,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54169.02,15.803,0.008,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54169.02,15.372,0.009,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54169.02,15.372,0.007,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54169.02,17.320,0.018,F,u,SITe3,Swope,2017arXiv170707616S
SN2007Y,54169.1142,18.504,0.169,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54169.1150,16.816,0.084,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54169.1158,16.157,0.063,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54169.1179,19.956,0.279,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54169.1191,15.508,0.066,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54169.1206,19.764,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54170.01,14.736,0.076,F,H,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54170.01,14.846,0.013,F,J,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54170.01,15.091,0.009,F,Y,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54170.02,16.299,0.013,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54170.02,15.634,0.009,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54170.02,15.939,0.011,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54170.02,15.398,0.009,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54170.02,15.450,0.008,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54170.02,17.689,0.069,F,u,SITe3,Swope,2017arXiv170707616S
SN2007Y,54171.01,16.487,0.011,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54171.01,14.745,0.067,F,H,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54171.01,14.924,0.012,F,J,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54171.01,15.742,0.009,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54171.01,15.120,0.009,F,Y,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54171.01,15.435,0.008,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54171.01,15.522,0.006,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54171.6665,18.643,0.218,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54171.6672,17.467,0.122,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54171.6677,16.621,0.074,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54171.6685,20.137,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54171.6698,15.974,0.082,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54171.6706,19.498,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54172.01,14.765,0.067,F,H,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54172.01,14.936,0.012,F,J,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54172.01,15.157,0.009,F,Y,WIRC,du Pont,2017arXiv170707616S
SN2007Y,54173.0571,19.683,0.314,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54173.0584,18.020,0.125,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54173.0594,16.831,0.067,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54173.0616,20.616,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54173.0639,15.996,0.068,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54173.0652,19.783,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54174.01,16.916,0.013,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54174.01,16.049,0.008,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54174.01,16.452,0.008,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54174.01,15.559,0.009,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54174.01,15.732,0.007,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54174.01,18.807,0.048,F,u,SITe3,Swope,2017arXiv170707616S
SN2007Y,54175.01,14.762,0.031,F,H,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54175.01,15.028,0.024,F,J,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54175.01,15.158,0.013,F,Y,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54175.5783,19.613,0.270,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54175.5794,18.476,0.141,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54175.5801,17.248,0.071,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54175.5819,20.699,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54175.5836,16.204,0.070,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54175.5849,20.072,,T,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54179.00,17.425,0.016,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54179.00,16.406,0.008,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54179.00,16.879,0.008,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54179.00,15.739,0.006,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54179.00,16.020,0.005,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54179.4209,20.869,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54179.4248,16.444,0.069,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54179.4269,20.290,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54179.4292,18.934,0.161,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54179.4307,17.622,0.077,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54181.3602,20.882,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54181.3640,16.514,0.069,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54181.3664,20.083,0.324,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54181.3687,19.096,0.175,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54181.3700,17.621,0.079,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54182.99,14.949,0.025,F,H,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54182.99,15.289,0.022,F,J,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54182.99,15.223,0.017,F,Y,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54183.3682,20.779,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54183.3714,16.706,0.076,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54183.3733,19.960,0.317,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54183.3752,19.198,0.203,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54183.3763,17.770,0.088,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54185.01,17.764,0.016,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54185.01,16.677,0.008,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54185.01,17.169,0.008,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54185.01,15.975,0.007,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54185.01,16.255,0.006,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54185.2502,20.855,,T,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54185.2538,16.707,0.075,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54185.2558,20.206,,T,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54185.2580,18.893,0.163,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54185.2592,17.829,0.086,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2007Y,54189.01,15.072,0.048,F,H,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54189.01,15.527,0.030,F,J,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54190.00,17.867,0.023,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54190.00,16.780,0.010,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54190.00,17.303,0.012,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54190.00,16.127,0.008,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54190.00,16.418,0.007,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54192.98,15.366,0.040,F,H,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54192.98,15.665,0.028,F,J,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54192.98,15.355,0.015,F,Y,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54193.99,17.913,0.028,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54193.99,16.888,0.009,F,V,SITe3,Swope,2017arXiv170707616S
SN2007Y,54193.99,17.398,0.013,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54193.99,16.227,0.008,F,i,SITe3,Swope,2017arXiv170707616S
SN2007Y,54193.99,16.525,0.007,F,r,SITe3,Swope,2017arXiv170707616S
SN2007Y,54196.99,18.014,0.016,F,B,SITe3,Swope,2017arXiv170707616S
SN2007Y,54196.99,17.451,0.010,F,g,SITe3,Swope,2017arXiv170707616S
SN2007Y,54197.98,15.418,0.046,F,H,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54197.98,15.872,0.038,F,J,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54197.98,15.459,0.025,F,Y,RetroCam,Swope,2017arXiv170707616S
SN2007Y,54203.99,17.090,0.010,F,V,SITe3,Swope,2017arXiv170707616S
