# based on SN2011fe
# The UV and optical spectra are from HST  with a blackbody extension. 
      20640.0  2.45088e-15
      20660.0  2.45129e-15
      20680.0  2.45530e-15
      20700.0  2.44962e-15
      20720.0  2.45314e-15
      20740.0  2.48916e-15
      20760.0  2.49310e-15
      20780.0  2.50913e-15
      20800.0  2.51333e-15
      20820.0  2.53344e-15
      20840.0  2.53134e-15
      20860.0  2.55124e-15
      20880.0  2.55424e-15
      20900.0  2.57063e-15
      20920.0  2.58280e-15
      20940.0  2.57999e-15
      20960.0  2.57563e-15
      20980.0  2.57383e-15
      21000.0  2.57389e-15
      21020.0  2.55956e-15
      21040.0  2.54502e-15
      21060.0  2.53144e-15
      21080.0  2.50693e-15
      21100.0  2.48233e-15
      21120.0  2.46791e-15
      21140.0  2.44703e-15
      21160.0  2.41385e-15
      21180.0  2.39056e-15
      21200.0  2.35322e-15
      21220.0  2.32362e-15
      21240.0  2.30586e-15
      21260.0  2.27050e-15
      21280.0  2.24045e-15
      21300.0  2.20196e-15
      21320.0  2.17727e-15
      21340.0  2.16585e-15
      21360.0  2.13711e-15
      21380.0  2.11216e-15
      21400.0  2.11120e-15
      21420.0  2.05838e-15
      21440.0  2.06131e-15
      21460.0  2.04565e-15
      21480.0  2.01068e-15
      21500.0  1.99835e-15
      21520.0  2.00142e-15
      21540.0  1.99083e-15
      21560.0  1.99167e-15
      21580.0  1.97891e-15
      21600.0  1.94446e-15
      21620.0  1.94607e-15
      21640.0  1.93363e-15
      21660.0  1.91380e-15
      21680.0  1.90260e-15
      21700.0  1.88690e-15
      21720.0  1.84976e-15
      21740.0  1.83697e-15
      21760.0  1.79364e-15
      21780.0  1.77197e-15
      21800.0  1.76872e-15
      21820.0  1.74593e-15
      21840.0  1.72413e-15
      21860.0  1.70072e-15
      21880.0  1.68704e-15
      21900.0  1.67017e-15
      21920.0  1.63900e-15
      21940.0  1.62001e-15
      21960.0  1.62116e-15
      21980.0  1.60949e-15
      22000.0  1.59655e-15
      22020.0  1.56697e-15
      22040.0  1.55081e-15
      22060.0  1.53799e-15
      22080.0  1.51098e-15
      22100.0  1.49624e-15
      22120.0  1.48063e-15
      22140.0  1.46955e-15
      22160.0  1.46709e-15
      22180.0  1.46206e-15
      22200.0  1.45642e-15
      22220.0  1.43457e-15
      22240.0  1.43830e-15
      22260.0  1.43633e-15
      22280.0  1.43008e-15
      22300.0  1.41379e-15
      22320.0  1.41027e-15
      22340.0  1.40503e-15
      22360.0  1.39322e-15
      22380.0  1.39165e-15
      22400.0  1.38585e-15
      22420.0  1.37126e-15
      22440.0  1.36111e-15
      22460.0  1.34864e-15
      22480.0  1.34336e-15
      22500.0  1.34566e-15
      22520.0  1.33075e-15
      22540.0  1.32579e-15
      22560.0  1.31228e-15
      22580.0  1.31120e-15
      22600.0  1.29346e-15
      22620.0  1.28781e-15
      22640.0  1.28406e-15
      22660.0  1.27470e-15
      22680.0  1.25944e-15
      22700.0  1.25300e-15
      22720.0  1.24478e-15
      22740.0  1.23609e-15
      22760.0  1.22925e-15
      22780.0  1.23380e-15
      22800.0  1.23572e-15
      22820.0  1.22664e-15
      22840.0  1.22925e-15
      22860.0  1.22510e-15
      22880.0  1.21857e-15
      22900.0  1.22792e-15
      22920.0  1.22934e-15
      22940.0  1.20814e-15
      22960.0  1.22811e-15
      22980.0  1.21668e-15
      23000.0  1.21603e-15
      23020.0  1.21036e-15
      23040.0  1.20428e-15
      23060.0  1.19076e-15
      23080.0  1.18952e-15
      23100.0  1.18868e-15
      23120.0  1.19186e-15
      23140.0  1.19234e-15
      23160.0  1.18224e-15
      23180.0  1.19113e-15
      23200.0  1.19349e-15
      23220.0  1.19185e-15
      23240.0  1.18878e-15
      23260.0  1.19769e-15
      23280.0  1.22351e-15
      23300.0  1.22695e-15
      23320.0  1.24894e-15
      23340.0  1.28612e-15
      23360.0  1.29027e-15
      23380.0  1.32826e-15
      23400.0  1.34531e-15
      23420.0  1.35885e-15
      23440.0  1.37708e-15
      23460.0  1.38899e-15
      23480.0  1.41173e-15
      23500.0  1.41286e-15
      23520.0  1.41690e-15
      23540.0  1.42579e-15
      23560.0  1.42657e-15
      23580.0  1.43825e-15
      23600.0  1.44040e-15
      23620.0  1.44742e-15
      23640.0  1.45021e-15
      23660.0  1.45709e-15
      23680.0  1.48727e-15
      23700.0  1.48334e-15
      23720.0  1.49891e-15
      23740.0  1.51844e-15
      23760.0  1.51630e-15
      23780.0  1.51893e-15
      23800.0  1.54795e-15
      23820.0  1.53773e-15
      23840.0  1.55975e-15
      23860.0  1.55076e-15
      23880.0  1.56630e-15
      23900.0  1.55367e-15
      23920.0  1.57678e-15
      23940.0  1.57238e-15
      23960.0  1.55432e-15
      23980.0  1.55762e-15
      24000.0  1.55300e-15
      24020.0  1.54422e-15
      24040.0  1.56357e-15
      24060.0  1.53835e-15
      24080.0  1.55195e-15
      24100.0  1.55701e-15
      24120.0  1.56543e-15
      24140.0  1.54110e-15
      24160.0  1.56757e-15
      24180.0  1.54946e-15
      24200.0  1.55864e-15
      24220.0  1.54895e-15
      24240.0  1.57563e-15
      24260.0  1.54459e-15
      24280.0  1.55858e-15
      24300.0  1.55779e-15
      24320.0  1.56337e-15
      24340.0  1.53794e-15
      24360.0  1.56808e-15
      24380.0  1.53097e-15
      24400.0  1.53551e-15
      24420.0  1.55093e-15
      24440.0  1.52644e-15
      24460.0  1.55501e-15
      24480.0  1.53461e-15
      24500.0  1.46364e-15
      24520.0  1.45492e-15
      24540.0  1.45045e-15
      24560.0  1.44599e-15
      24580.0  1.44156e-15
      24600.0  1.43714e-15
      24620.0  1.43273e-15
      24640.0  1.42834e-15
      24660.0  1.42397e-15
      24680.0  1.41962e-15
      24700.0  1.41528e-15
      24720.0  1.41096e-15
      24740.0  1.40666e-15
      24760.0  1.40237e-15
      24780.0  1.39810e-15
      24800.0  1.39384e-15
      24820.0  1.38960e-15
      24840.0  1.38538e-15
      24860.0  1.38117e-15
      24880.0  1.37698e-15
      24900.0  1.37281e-15
      24920.0  1.36865e-15
      24940.0  1.36450e-15
      24960.0  1.36038e-15
      24980.0  1.35626e-15
      25000.0  1.35217e-15
      25020.0  1.34809e-15
      25040.0  1.34402e-15
      25060.0  1.33997e-15
      25080.0  1.33593e-15
      25100.0  1.33191e-15
      25120.0  1.32791e-15
      25140.0  1.32392e-15
      25160.0  1.31994e-15
      25180.0  1.31598e-15
      25200.0  1.31203e-15
      25220.0  1.30810e-15
      25240.0  1.30419e-15
      25260.0  1.30029e-15
      25280.0  1.29640e-15
      25300.0  1.29253e-15
      25320.0  1.28867e-15
      25340.0  1.28482e-15
      25360.0  1.28099e-15
      25380.0  1.27718e-15
      25400.0  1.27338e-15
      25420.0  1.26959e-15
      25440.0  1.26582e-15
      25460.0  1.26206e-15
      25480.0  1.25831e-15
      25500.0  1.25458e-15
      25520.0  1.25087e-15
      25540.0  1.24716e-15
      25560.0  1.24347e-15
      25580.0  1.23980e-15
      25600.0  1.23613e-15
      25620.0  1.23248e-15
      25640.0  1.22885e-15
      25660.0  1.22522e-15
      25680.0  1.22162e-15
      25700.0  1.21802e-15
      25720.0  1.21444e-15
      25740.0  1.21087e-15
      25760.0  1.20731e-15
      25780.0  1.20377e-15
      25800.0  1.20024e-15
      25820.0  1.19672e-15
      25840.0  1.19322e-15
      25860.0  1.18972e-15
      25880.0  1.18624e-15
      25900.0  1.18278e-15
      25920.0  1.17932e-15
      25940.0  1.17588e-15
      25960.0  1.17245e-15
      25980.0  1.16904e-15
      26000.0  1.16563e-15
      26020.0  1.16224e-15
      26040.0  1.15886e-15
      26060.0  1.15550e-15
      26080.0  1.15214e-15
      26100.0  1.14880e-15
      26120.0  1.14547e-15
      26140.0  1.14215e-15
      26160.0  1.13884e-15
      26180.0  1.13555e-15
      26200.0  1.13227e-15
      26220.0  1.12900e-15
      26240.0  1.12574e-15
      26260.0  1.12249e-15
      26280.0  1.11925e-15
      26300.0  1.11603e-15
      26320.0  1.11282e-15
      26340.0  1.10962e-15
      26360.0  1.10643e-15
      26380.0  1.10325e-15
      26400.0  1.10008e-15
      26420.0  1.09693e-15
      26440.0  1.09379e-15
      26460.0  1.09065e-15
      26480.0  1.08753e-15
      26500.0  1.08442e-15
      26520.0  1.08132e-15
      26540.0  1.07823e-15
      26560.0  1.07516e-15
      26580.0  1.07209e-15
      26600.0  1.06903e-15
      26620.0  1.06599e-15
      26640.0  1.06296e-15
      26660.0  1.05993e-15
      26680.0  1.05692e-15
      26700.0  1.05392e-15
      26720.0  1.05093e-15
      26740.0  1.04795e-15
      26760.0  1.04498e-15
      26780.0  1.04202e-15
      26800.0  1.03907e-15
      26820.0  1.03613e-15
      26840.0  1.03321e-15
      26860.0  1.03029e-15
      26880.0  1.02738e-15
      26900.0  1.02448e-15
      26920.0  1.02160e-15
      26940.0  1.01872e-15
      26960.0  1.01585e-15
      26980.0  1.01300e-15
      27000.0  1.01015e-15
      27020.0  1.00731e-15
      27040.0  1.00449e-15
      27060.0  1.00167e-15
      27080.0  9.98864e-16
      27100.0  9.96067e-16
      27120.0  9.93280e-16
      27140.0  9.90502e-16
      27160.0  9.87734e-16
      27180.0  9.84976e-16
      27200.0  9.82227e-16
      27220.0  9.79488e-16
      27240.0  9.76759e-16
      27260.0  9.74039e-16
      27280.0  9.71328e-16
      27300.0  9.68627e-16
      27320.0  9.65935e-16
      27340.0  9.63253e-16
      27360.0  9.60580e-16
      27380.0  9.57916e-16
      27400.0  9.55261e-16
      27420.0  9.52616e-16
      27440.0  9.49979e-16
      27460.0  9.47352e-16
      27480.0  9.44734e-16
      27500.0  9.42125e-16
      27520.0  9.39524e-16
      27540.0  9.36933e-16
      27560.0  9.34351e-16
      27580.0  9.31777e-16
      27600.0  9.29213e-16
      27620.0  9.26657e-16
      27640.0  9.24110e-16
      27660.0  9.21572e-16
      27680.0  9.19042e-16
      27700.0  9.16521e-16
      27720.0  9.14009e-16
      27740.0  9.11505e-16
      27760.0  9.09010e-16
      27780.0  9.06523e-16
      27800.0  9.04045e-16
      27820.0  9.01576e-16
      27840.0  8.99114e-16
      27860.0  8.96662e-16
      27880.0  8.94217e-16
      27900.0  8.91781e-16
      27920.0  8.89353e-16
      27940.0  8.86933e-16
      27960.0  8.84522e-16
      27980.0  8.82118e-16
      28000.0  8.79723e-16
      28020.0  8.77336e-16
      28040.0  8.74957e-16
      28060.0  8.72587e-16
      28080.0  8.70224e-16
      28100.0  8.67869e-16
      28120.0  8.65522e-16
      28140.0  8.63183e-16
      28160.0  8.60852e-16
      28180.0  8.58528e-16
      28200.0  8.56213e-16
      28220.0  8.53905e-16
      28240.0  8.51605e-16
      28260.0  8.49313e-16
      28280.0  8.47029e-16
      28300.0  8.44752e-16
      28320.0  8.42483e-16
      28340.0  8.40221e-16
      28360.0  8.37967e-16
      28380.0  8.35721e-16
      28400.0  8.33482e-16
      28420.0  8.31250e-16
      28440.0  8.29026e-16
      28460.0  8.26810e-16
      28480.0  8.24600e-16
      28500.0  8.22399e-16
      28520.0  8.20204e-16
      28540.0  8.18017e-16
      28560.0  8.15837e-16
      28580.0  8.13665e-16
      28600.0  8.11499e-16
      28620.0  8.09341e-16
      28640.0  8.07190e-16
      28660.0  8.05046e-16
      28680.0  8.02909e-16
      28700.0  8.00779e-16
      28720.0  7.98657e-16
      28740.0  7.96541e-16
      28760.0  7.94432e-16
      28780.0  7.92331e-16
      28800.0  7.90236e-16
      28820.0  7.88148e-16
      28840.0  7.86067e-16
      28860.0  7.83993e-16
      28880.0  7.81925e-16
      28900.0  7.79865e-16
      28920.0  7.77811e-16
      28940.0  7.75764e-16
      28960.0  7.73724e-16
      28980.0  7.71690e-16
      29000.0  7.69664e-16
      29020.0  7.67643e-16
      29040.0  7.65630e-16
      29060.0  7.63623e-16
      29080.0  7.61622e-16
      29100.0  7.59628e-16
      29120.0  7.57641e-16
      29140.0  7.55660e-16
      29160.0  7.53685e-16
      29180.0  7.51717e-16
      29200.0  7.49756e-16
      29220.0  7.47801e-16
      29240.0  7.45852e-16
      29260.0  7.43909e-16
      29280.0  7.41973e-16
      29300.0  7.40043e-16
      29320.0  7.38119e-16
      29340.0  7.36202e-16
      29360.0  7.34291e-16
      29380.0  7.32386e-16
      29400.0  7.30487e-16
      29420.0  7.28594e-16
      29440.0  7.26708e-16
      29460.0  7.24827e-16
      29480.0  7.22953e-16
      29500.0  7.21084e-16
      29520.0  7.19222e-16
      29540.0  7.17366e-16
      29560.0  7.15515e-16
      29580.0  7.13671e-16
      29600.0  7.11832e-16
      29620.0  7.10000e-16
      29640.0  7.08173e-16
      29660.0  7.06352e-16
      29680.0  7.04537e-16
      29700.0  7.02728e-16
      29720.0  7.00925e-16
      29740.0  6.99127e-16
      29760.0  6.97335e-16
      29780.0  6.95549e-16
      29800.0  6.93769e-16
      29820.0  6.91994e-16
      29840.0  6.90225e-16
      29860.0  6.88462e-16
      29880.0  6.86704e-16
      29900.0  6.84952e-16
      29920.0  6.83205e-16
      29940.0  6.81464e-16
      29960.0  6.79729e-16
      29980.0  6.77999e-16
      30000.0  6.76274e-16
      30020.0  6.74555e-16
      30040.0  6.72842e-16
      30060.0  6.71134e-16
      30080.0  6.69431e-16
      30100.0  6.67734e-16
      30120.0  6.66042e-16
      30140.0  6.64355e-16
      30160.0  6.62674e-16
      30180.0  6.60998e-16
      30200.0  6.59327e-16
      30220.0  6.57662e-16
      30240.0  6.56002e-16
      30260.0  6.54347e-16
      30280.0  6.52697e-16
      30300.0  6.51053e-16
      30320.0  6.49413e-16
      30340.0  6.47779e-16
      30360.0  6.46150e-16
      30380.0  6.44526e-16
      30400.0  6.42907e-16
      30420.0  6.41294e-16
      30440.0  6.39685e-16
      30460.0  6.38081e-16
      30480.0  6.36483e-16
      30500.0  6.34889e-16
      30520.0  6.33300e-16
      30540.0  6.31716e-16
      30560.0  6.30138e-16
      30580.0  6.28564e-16
      30600.0  6.26995e-16
      30620.0  6.25431e-16
      30640.0  6.23872e-16
      30660.0  6.22317e-16
      30680.0  6.20768e-16
      30700.0  6.19223e-16
      30720.0  6.17683e-16
      30740.0  6.16148e-16
      30760.0  6.14618e-16
      30780.0  6.13092e-16
      30800.0  6.11571e-16
      30820.0  6.10055e-16
      30840.0  6.08544e-16
      30860.0  6.07037e-16
      30880.0  6.05535e-16
      30900.0  6.04037e-16
      30920.0  6.02544e-16
      30940.0  6.01056e-16
      30960.0  5.99572e-16
      30980.0  5.98093e-16
      31000.0  5.96618e-16
      31020.0  5.95148e-16
      31040.0  5.93683e-16
      31060.0  5.92222e-16
      31080.0  5.90765e-16
      31100.0  5.89313e-16
      31120.0  5.87866e-16
      31140.0  5.86423e-16
      31160.0  5.84984e-16
      31180.0  5.83549e-16
      31200.0  5.82120e-16
      31220.0  5.80694e-16
      31240.0  5.79273e-16
      31260.0  5.77856e-16
      31280.0  5.76443e-16
      31300.0  5.75035e-16
      31320.0  5.73631e-16
      31340.0  5.72231e-16
      31360.0  5.70836e-16
      31380.0  5.69445e-16
      31400.0  5.68058e-16
      31420.0  5.66675e-16
      31440.0  5.65297e-16
      31460.0  5.63922e-16
      31480.0  5.62552e-16
      31500.0  5.61186e-16
      31520.0  5.59824e-16
      31540.0  5.58467e-16
      31560.0  5.57113e-16
      31580.0  5.55764e-16
      31600.0  5.54418e-16
      31620.0  5.53077e-16
      31640.0  5.51739e-16
      31660.0  5.50406e-16
      31680.0  5.49077e-16
      31700.0  5.47752e-16
      31720.0  5.46430e-16
      31740.0  5.45113e-16
      31760.0  5.43800e-16
      31780.0  5.42490e-16
      31800.0  5.41185e-16
      31820.0  5.39883e-16
      31840.0  5.38586e-16
      31860.0  5.37292e-16
      31880.0  5.36002e-16
      31900.0  5.34716e-16
      31920.0  5.33434e-16
      31940.0  5.32156e-16
      31960.0  5.30881e-16
      31980.0  5.29611e-16
      32000.0  5.28344e-16
      32020.0  5.27081e-16
      32040.0  5.25821e-16
      32060.0  5.24566e-16
      32080.0  5.23314e-16
      32100.0  5.22066e-16
      32120.0  5.20821e-16
      32140.0  5.19581e-16
      32160.0  5.18344e-16
      32180.0  5.17110e-16
      32200.0  5.15881e-16
      32220.0  5.14655e-16
      32240.0  5.13432e-16
      32260.0  5.12214e-16
      32280.0  5.10999e-16
      32300.0  5.09787e-16
      32320.0  5.08579e-16
      32340.0  5.07375e-16
      32360.0  5.06174e-16
      32380.0  5.04977e-16
      32400.0  5.03783e-16
      32420.0  5.02593e-16
      32440.0  5.01406e-16
      32460.0  5.00223e-16
      32480.0  4.99043e-16
      32500.0  4.97867e-16
      32520.0  4.96694e-16
      32540.0  4.95525e-16
      32560.0  4.94359e-16
      32580.0  4.93197e-16
      32600.0  4.92037e-16
      32620.0  4.90882e-16
      32640.0  4.89730e-16
      32660.0  4.88581e-16
      32680.0  4.87435e-16
      32700.0  4.86293e-16
      32720.0  4.85154e-16
      32740.0  4.84019e-16
      32760.0  4.82886e-16
      32780.0  4.81758e-16
      32800.0  4.80632e-16
      32820.0  4.79510e-16
      32840.0  4.78391e-16
      32860.0  4.77275e-16
      32880.0  4.76162e-16
      32900.0  4.75053e-16
      32920.0  4.73947e-16
      32940.0  4.72844e-16
      32960.0  4.71745e-16
      32980.0  4.70648e-16
      33000.0  4.69555e-16
      33020.0  4.68465e-16
      33040.0  4.67378e-16
      33060.0  4.66294e-16
      33080.0  4.65213e-16
      33100.0  4.64136e-16
      33120.0  4.63061e-16
      33140.0  4.61990e-16
      33160.0  4.60922e-16
      33180.0  4.59857e-16
      33200.0  4.58795e-16
      33220.0  4.57736e-16
      33240.0  4.56680e-16
      33260.0  4.55627e-16
      33280.0  4.54577e-16
      33300.0  4.53530e-16
      33320.0  4.52486e-16
      33340.0  4.51445e-16
      33360.0  4.50408e-16
      33380.0  4.49373e-16
      33400.0  4.48341e-16
      33420.0  4.47312e-16
      33440.0  4.46286e-16
      33460.0  4.45263e-16
      33480.0  4.44243e-16
      33500.0  4.43225e-16
      33520.0  4.42211e-16
      33540.0  4.41200e-16
      33560.0  4.40191e-16
      33580.0  4.39185e-16
      33600.0  4.38183e-16
      33620.0  4.37183e-16
      33640.0  4.36186e-16
      33660.0  4.35191e-16
      33680.0  4.34200e-16
      33700.0  4.33211e-16
      33720.0  4.32226e-16
      33740.0  4.31243e-16
      33760.0  4.30262e-16
      33780.0  4.29285e-16
      33800.0  4.28310e-16
      33820.0  4.27339e-16
      33840.0  4.26369e-16
      33860.0  4.25403e-16
      33880.0  4.24439e-16
      33900.0  4.23478e-16
      33920.0  4.22520e-16
      33940.0  4.21565e-16
      33960.0  4.20612e-16
      33980.0  4.19662e-16
      34000.0  4.18714e-16
      34020.0  4.17770e-16
      34040.0  4.16828e-16
      34060.0  4.15888e-16
      34080.0  4.14951e-16
      34100.0  4.14017e-16
      34120.0  4.13086e-16
      34140.0  4.12157e-16
      34160.0  4.11230e-16
      34180.0  4.10307e-16
      34200.0  4.09386e-16
      34220.0  4.08467e-16
      34240.0  4.07551e-16
      34260.0  4.06638e-16
      34280.0  4.05727e-16
      34300.0  4.04818e-16
      34320.0  4.03913e-16
      34340.0  4.03009e-16
      34360.0  4.02109e-16
      34380.0  4.01210e-16
      34400.0  4.00315e-16
      34420.0  3.99422e-16
      34440.0  3.98531e-16
      34460.0  3.97643e-16
      34480.0  3.96757e-16
      34500.0  3.95874e-16
      34520.0  3.94993e-16
      34540.0  3.94114e-16
      34560.0  3.93238e-16
      34580.0  3.92365e-16
      34600.0  3.91494e-16
      34620.0  3.90625e-16
      34640.0  3.89759e-16
      34660.0  3.88895e-16
      34680.0  3.88033e-16
      34700.0  3.87174e-16
      34720.0  3.86317e-16
      34740.0  3.85463e-16
      34760.0  3.84611e-16
      34780.0  3.83761e-16
      34800.0  3.82914e-16
      34820.0  3.82069e-16
      34840.0  3.81226e-16
      34860.0  3.80386e-16
      34880.0  3.79548e-16
      34900.0  3.78712e-16
      34920.0  3.77879e-16
      34940.0  3.77048e-16
      34960.0  3.76219e-16
      34980.0  3.75392e-16
      35000.0  3.74568e-16
      35020.0  3.73746e-16
      35040.0  3.72926e-16
      35060.0  3.72109e-16
      35080.0  3.71293e-16
      35100.0  3.70480e-16
      35120.0  3.69669e-16
      35140.0  3.68861e-16
      35160.0  3.68054e-16
      35180.0  3.67250e-16
      35200.0  3.66448e-16
      35220.0  3.65648e-16
      35240.0  3.64850e-16
      35260.0  3.64055e-16
      35280.0  3.63262e-16
      35300.0  3.62470e-16
      35320.0  3.61681e-16
      35340.0  3.60895e-16
      35360.0  3.60110e-16
      35380.0  3.59327e-16
      35400.0  3.58547e-16
      35420.0  3.57768e-16
      35440.0  3.56992e-16
      35460.0  3.56218e-16
      35480.0  3.55446e-16
      35500.0  3.54676e-16
      35520.0  3.53908e-16
      35540.0  3.53142e-16
      35560.0  3.52378e-16
      35580.0  3.51617e-16
      35600.0  3.50857e-16
      35620.0  3.50099e-16
      35640.0  3.49344e-16
      35660.0  3.48590e-16
      35680.0  3.47839e-16
      35700.0  3.47089e-16
      35720.0  3.46342e-16
      35740.0  3.45597e-16
      35760.0  3.44853e-16
      35780.0  3.44112e-16
      35800.0  3.43372e-16
      35820.0  3.42635e-16
      35840.0  3.41899e-16
      35860.0  3.41166e-16
      35880.0  3.40434e-16
      35900.0  3.39705e-16
      35920.0  3.38977e-16
      35940.0  3.38251e-16
      35960.0  3.37528e-16
      35980.0  3.36806e-16
      36000.0  3.36086e-16
      36020.0  3.35368e-16
      36040.0  3.34652e-16
      36060.0  3.33938e-16
      36080.0  3.33226e-16
      36100.0  3.32515e-16
      36120.0  3.31807e-16
      36140.0  3.31100e-16
      36160.0  3.30395e-16
      36180.0  3.29693e-16
      36200.0  3.28992e-16
      36220.0  3.28293e-16
      36240.0  3.27595e-16
      36260.0  3.26900e-16
      36280.0  3.26206e-16
      36300.0  3.25515e-16
      36320.0  3.24825e-16
      36340.0  3.24137e-16
      36360.0  3.23451e-16
      36380.0  3.22766e-16
      36400.0  3.22084e-16
      36420.0  3.21403e-16
      36440.0  3.20724e-16
      36460.0  3.20047e-16
      36480.0  3.19371e-16
      36500.0  3.18697e-16
      36520.0  3.18026e-16
      36540.0  3.17355e-16
      36560.0  3.16687e-16
      36580.0  3.16021e-16
      36600.0  3.15356e-16
      36620.0  3.14693e-16
      36640.0  3.14031e-16
      36660.0  3.13372e-16
      36680.0  3.12714e-16
      36700.0  3.12058e-16
      36720.0  3.11403e-16
      36740.0  3.10750e-16
      36760.0  3.10099e-16
      36780.0  3.09450e-16
      36800.0  3.08802e-16
      36820.0  3.08156e-16
      36840.0  3.07512e-16
      36860.0  3.06870e-16
      36880.0  3.06229e-16
      36900.0  3.05590e-16
      36920.0  3.04952e-16
      36940.0  3.04316e-16
      36960.0  3.03682e-16
      36980.0  3.03049e-16
      37000.0  3.02418e-16
      37020.0  3.01789e-16
      37040.0  3.01161e-16
      37060.0  3.00535e-16
      37080.0  2.99911e-16
      37100.0  2.99288e-16
      37120.0  2.98667e-16
      37140.0  2.98048e-16
      37160.0  2.97430e-16
      37180.0  2.96813e-16
      37200.0  2.96198e-16
      37220.0  2.95585e-16
      37240.0  2.94974e-16
      37260.0  2.94364e-16
      37280.0  2.93755e-16
      37300.0  2.93148e-16
      37320.0  2.92543e-16
      37340.0  2.91939e-16
      37360.0  2.91337e-16
      37380.0  2.90737e-16
      37400.0  2.90137e-16
      37420.0  2.89540e-16
      37440.0  2.88944e-16
      37460.0  2.88349e-16
      37480.0  2.87756e-16
      37500.0  2.87165e-16
      37520.0  2.86575e-16
      37540.0  2.85987e-16
      37560.0  2.85400e-16
      37580.0  2.84815e-16
      37600.0  2.84231e-16
      37620.0  2.83648e-16
      37640.0  2.83067e-16
      37660.0  2.82488e-16
      37680.0  2.81910e-16
      37700.0  2.81334e-16
      37720.0  2.80759e-16
      37740.0  2.80185e-16
      37760.0  2.79613e-16
      37780.0  2.79042e-16
      37800.0  2.78473e-16
      37820.0  2.77906e-16
      37840.0  2.77339e-16
      37860.0  2.76775e-16
      37880.0  2.76211e-16
      37900.0  2.75649e-16
      37920.0  2.75089e-16
      37940.0  2.74530e-16
      37960.0  2.73972e-16
      37980.0  2.73416e-16
      38000.0  2.72861e-16
      38020.0  2.72307e-16
      38040.0  2.71755e-16
      38060.0  2.71205e-16
      38080.0  2.70655e-16
      38100.0  2.70108e-16
      38120.0  2.69561e-16
      38140.0  2.69016e-16
      38160.0  2.68472e-16
      38180.0  2.67930e-16
      38200.0  2.67389e-16
      38220.0  2.66849e-16
      38240.0  2.66311e-16
      38260.0  2.65774e-16
      38280.0  2.65239e-16
      38300.0  2.64705e-16
      38320.0  2.64172e-16
      38340.0  2.63640e-16
      38360.0  2.63110e-16
      38380.0  2.62581e-16
      38400.0  2.62054e-16
      38420.0  2.61527e-16
      38440.0  2.61003e-16
      38460.0  2.60479e-16
      38480.0  2.59957e-16
      38500.0  2.59436e-16
      38520.0  2.58916e-16
      38540.0  2.58398e-16
      38560.0  2.57881e-16
      38580.0  2.57365e-16
      38600.0  2.56851e-16
      38620.0  2.56337e-16
      38640.0  2.55825e-16
      38660.0  2.55315e-16
      38680.0  2.54806e-16
      38700.0  2.54297e-16
      38720.0  2.53791e-16
      38740.0  2.53285e-16
      38760.0  2.52781e-16
      38780.0  2.52278e-16
      38800.0  2.51776e-16
      38820.0  2.51275e-16
      38840.0  2.50776e-16
      38860.0  2.50278e-16
      38880.0  2.49781e-16
      38900.0  2.49286e-16
      38920.0  2.48791e-16
      38940.0  2.48298e-16
      38960.0  2.47806e-16
      38980.0  2.47315e-16
      39000.0  2.46826e-16
      39020.0  2.46338e-16
      39040.0  2.45851e-16
      39060.0  2.45365e-16
      39080.0  2.44880e-16
      39100.0  2.44396e-16
      39120.0  2.43914e-16
      39140.0  2.43433e-16
      39160.0  2.42953e-16
      39180.0  2.42474e-16
      39200.0  2.41997e-16
      39220.0  2.41520e-16
      39240.0  2.41045e-16
      39260.0  2.40571e-16
      39280.0  2.40098e-16
      39300.0  2.39627e-16
      39320.0  2.39156e-16
      39340.0  2.38687e-16
      39360.0  2.38218e-16
      39380.0  2.37751e-16
      39400.0  2.37285e-16
      39420.0  2.36820e-16
      39440.0  2.36357e-16
      39460.0  2.35894e-16
      39480.0  2.35433e-16
      39500.0  2.34972e-16
      39520.0  2.34513e-16
      39540.0  2.34055e-16
      39560.0  2.33598e-16
      39580.0  2.33142e-16
      39600.0  2.32688e-16
      39620.0  2.32234e-16
      39640.0  2.31782e-16
      39660.0  2.31330e-16
      39680.0  2.30880e-16
      39700.0  2.30431e-16
      39720.0  2.29983e-16
      39740.0  2.29536e-16
      39760.0  2.29090e-16
      39780.0  2.28645e-16
      39800.0  2.28201e-16
      39820.0  2.27758e-16
      39840.0  2.27317e-16
      39860.0  2.26876e-16
      39880.0  2.26437e-16
      39900.0  2.25998e-16
      39920.0  2.25561e-16
      39940.0  2.25124e-16
      39960.0  2.24689e-16
      39980.0  2.24255e-16
      40000.0  2.23822e-16
      40020.0  2.23390e-16
      40040.0  2.22959e-16
      40060.0  2.22529e-16
      40080.0  2.22100e-16
      40100.0  2.21672e-16
      40120.0  2.21245e-16
      40140.0  2.20819e-16
      40160.0  2.20394e-16
      40180.0  2.19970e-16
      40200.0  2.19547e-16
      40220.0  2.19125e-16
      40240.0  2.18704e-16
      40260.0  2.18285e-16
      40280.0  2.17866e-16
      40300.0  2.17448e-16
      40320.0  2.17031e-16
      40340.0  2.16615e-16
      40360.0  2.16201e-16
      40380.0  2.15787e-16
      40400.0  2.15374e-16
      40420.0  2.14962e-16
      40440.0  2.14551e-16
      40460.0  2.14141e-16
      40480.0  2.13732e-16
      40500.0  2.13324e-16
      40520.0  2.12918e-16
      40540.0  2.12512e-16
      40560.0  2.12107e-16
