# based on SN2011fe
# The UV and optical spectra are from HST  with a blackbody extension. 
      40580.0  2.11702e-16
      40600.0  2.11299e-16
      40620.0  2.10897e-16
      40640.0  2.10496e-16
      40660.0  2.10096e-16
      40680.0  2.09697e-16
      40700.0  2.09298e-16
      40720.0  2.08901e-16
      40740.0  2.08504e-16
      40760.0  2.08109e-16
      40780.0  2.07714e-16
      40800.0  2.07321e-16
      40820.0  2.06928e-16
      40840.0  2.06536e-16
      40860.0  2.06145e-16
      40880.0  2.05755e-16
      40900.0  2.05366e-16
      40920.0  2.04978e-16
      40940.0  2.04591e-16
      40960.0  2.04205e-16
      40980.0  2.03820e-16
      41000.0  2.03435e-16
      41020.0  2.03052e-16
      41040.0  2.02669e-16
      41060.0  2.02287e-16
      41080.0  2.01906e-16
      41100.0  2.01526e-16
      41120.0  2.01147e-16
      41140.0  2.00769e-16
      41160.0  2.00392e-16
      41180.0  2.00016e-16
      41200.0  1.99640e-16
      41220.0  1.99266e-16
      41240.0  1.98892e-16
      41260.0  1.98519e-16
      41280.0  1.98147e-16
      41300.0  1.97776e-16
      41320.0  1.97406e-16
      41340.0  1.97036e-16
      41360.0  1.96668e-16
      41380.0  1.96300e-16
      41400.0  1.95933e-16
      41420.0  1.95567e-16
      41440.0  1.95202e-16
      41460.0  1.94838e-16
      41480.0  1.94475e-16
      41500.0  1.94112e-16
      41520.0  1.93750e-16
      41540.0  1.93389e-16
      41560.0  1.93029e-16
      41580.0  1.92670e-16
      41600.0  1.92312e-16
      41620.0  1.91954e-16
      41640.0  1.91598e-16
      41660.0  1.91242e-16
      41680.0  1.90887e-16
      41700.0  1.90533e-16
      41720.0  1.90179e-16
      41740.0  1.89827e-16
      41760.0  1.89475e-16
      41780.0  1.89124e-16
      41800.0  1.88774e-16
      41820.0  1.88424e-16
      41840.0  1.88076e-16
      41860.0  1.87728e-16
      41880.0  1.87381e-16
      41900.0  1.87035e-16
      41920.0  1.86690e-16
      41940.0  1.86345e-16
      41960.0  1.86002e-16
      41980.0  1.85659e-16
      42000.0  1.85317e-16
      42020.0  1.84975e-16
      42040.0  1.84635e-16
      42060.0  1.84295e-16
      42080.0  1.83956e-16
      42100.0  1.83618e-16
      42120.0  1.83280e-16
      42140.0  1.82944e-16
      42160.0  1.82608e-16
      42180.0  1.82273e-16
      42200.0  1.81938e-16
      42220.0  1.81605e-16
      42240.0  1.81272e-16
      42260.0  1.80940e-16
      42280.0  1.80608e-16
      42300.0  1.80278e-16
      42320.0  1.79948e-16
      42340.0  1.79619e-16
      42360.0  1.79291e-16
      42380.0  1.78963e-16
      42400.0  1.78636e-16
      42420.0  1.78310e-16
      42440.0  1.77985e-16
      42460.0  1.77660e-16
      42480.0  1.77337e-16
      42500.0  1.77014e-16
      42520.0  1.76691e-16
      42540.0  1.76370e-16
      42560.0  1.76049e-16
      42580.0  1.75728e-16
      42600.0  1.75409e-16
      42620.0  1.75090e-16
      42640.0  1.74772e-16
      42660.0  1.74455e-16
      42680.0  1.74139e-16
      42700.0  1.73823e-16
      42720.0  1.73508e-16
      42740.0  1.73193e-16
      42760.0  1.72880e-16
      42780.0  1.72567e-16
      42800.0  1.72254e-16
      42820.0  1.71943e-16
      42840.0  1.71632e-16
      42860.0  1.71322e-16
      42880.0  1.71012e-16
      42900.0  1.70704e-16
      42920.0  1.70395e-16
      42940.0  1.70088e-16
      42960.0  1.69781e-16
      42980.0  1.69475e-16
      43000.0  1.69170e-16
      43020.0  1.68866e-16
      43040.0  1.68562e-16
      43060.0  1.68258e-16
      43080.0  1.67956e-16
      43100.0  1.67654e-16
      43120.0  1.67353e-16
      43140.0  1.67052e-16
      43160.0  1.66752e-16
      43180.0  1.66453e-16
      43200.0  1.66155e-16
      43220.0  1.65857e-16
      43240.0  1.65560e-16
      43260.0  1.65263e-16
      43280.0  1.64967e-16
      43300.0  1.64672e-16
      43320.0  1.64378e-16
      43340.0  1.64084e-16
      43360.0  1.63790e-16
      43380.0  1.63498e-16
      43400.0  1.63206e-16
      43420.0  1.62915e-16
      43440.0  1.62624e-16
      43460.0  1.62334e-16
      43480.0  1.62045e-16
      43500.0  1.61756e-16
      43520.0  1.61468e-16
      43540.0  1.61181e-16
      43560.0  1.60894e-16
      43580.0  1.60608e-16
      43600.0  1.60322e-16
      43620.0  1.60038e-16
      43640.0  1.59753e-16
      43660.0  1.59470e-16
      43680.0  1.59187e-16
      43700.0  1.58905e-16
      43720.0  1.58623e-16
      43740.0  1.58342e-16
      43760.0  1.58061e-16
      43780.0  1.57781e-16
      43800.0  1.57502e-16
      43820.0  1.57224e-16
      43840.0  1.56946e-16
      43860.0  1.56668e-16
      43880.0  1.56392e-16
      43900.0  1.56115e-16
      43920.0  1.55840e-16
      43940.0  1.55565e-16
      43960.0  1.55291e-16
      43980.0  1.55017e-16
      44000.0  1.54744e-16
      44020.0  1.54471e-16
      44040.0  1.54199e-16
      44060.0  1.53928e-16
      44080.0  1.53657e-16
      44100.0  1.53387e-16
      44120.0  1.53118e-16
      44140.0  1.52849e-16
      44160.0  1.52580e-16
      44180.0  1.52313e-16
      44200.0  1.52045e-16
      44220.0  1.51779e-16
      44240.0  1.51513e-16
      44260.0  1.51247e-16
      44280.0  1.50983e-16
      44300.0  1.50718e-16
      44320.0  1.50455e-16
      44340.0  1.50192e-16
      44360.0  1.49929e-16
      44380.0  1.49667e-16
      44400.0  1.49406e-16
      44420.0  1.49145e-16
      44440.0  1.48885e-16
      44460.0  1.48625e-16
      44480.0  1.48366e-16
      44500.0  1.48107e-16
      44520.0  1.47849e-16
      44540.0  1.47592e-16
      44560.0  1.47335e-16
      44580.0  1.47079e-16
      44600.0  1.46823e-16
      44620.0  1.46568e-16
      44640.0  1.46313e-16
      44660.0  1.46059e-16
      44680.0  1.45805e-16
      44700.0  1.45552e-16
      44720.0  1.45300e-16
      44740.0  1.45048e-16
      44760.0  1.44797e-16
      44780.0  1.44546e-16
      44800.0  1.44296e-16
      44820.0  1.44046e-16
      44840.0  1.43797e-16
      44860.0  1.43548e-16
      44880.0  1.43300e-16
      44900.0  1.43052e-16
      44920.0  1.42805e-16
      44940.0  1.42559e-16
      44960.0  1.42313e-16
      44980.0  1.42067e-16
      45000.0  1.41822e-16
      45020.0  1.41578e-16
      45040.0  1.41334e-16
      45060.0  1.41091e-16
      45080.0  1.40848e-16
      45100.0  1.40606e-16
      45120.0  1.40364e-16
      45140.0  1.40123e-16
      45160.0  1.39882e-16
      45180.0  1.39642e-16
      45200.0  1.39402e-16
      45220.0  1.39163e-16
      45240.0  1.38924e-16
      45260.0  1.38686e-16
      45280.0  1.38448e-16
      45300.0  1.38211e-16
      45320.0  1.37975e-16
      45340.0  1.37738e-16
      45360.0  1.37503e-16
      45380.0  1.37268e-16
      45400.0  1.37033e-16
      45420.0  1.36799e-16
      45440.0  1.36565e-16
      45460.0  1.36332e-16
      45480.0  1.36100e-16
      45500.0  1.35867e-16
      45520.0  1.35636e-16
      45540.0  1.35405e-16
      45560.0  1.35174e-16
      45580.0  1.34944e-16
      45600.0  1.34714e-16
      45620.0  1.34485e-16
      45640.0  1.34256e-16
      45660.0  1.34028e-16
      45680.0  1.33800e-16
      45700.0  1.33573e-16
      45720.0  1.33346e-16
      45740.0  1.33120e-16
      45760.0  1.32894e-16
      45780.0  1.32669e-16
      45800.0  1.32444e-16
      45820.0  1.32220e-16
      45840.0  1.31996e-16
      45860.0  1.31772e-16
      45880.0  1.31549e-16
      45900.0  1.31327e-16
      45920.0  1.31105e-16
      45940.0  1.30883e-16
      45960.0  1.30662e-16
      45980.0  1.30442e-16
      46000.0  1.30222e-16
      46020.0  1.30002e-16
      46040.0  1.29783e-16
      46060.0  1.29564e-16
      46080.0  1.29346e-16
      46100.0  1.29128e-16
      46120.0  1.28910e-16
      46140.0  1.28694e-16
      46160.0  1.28477e-16
      46180.0  1.28261e-16
      46200.0  1.28045e-16
      46220.0  1.27830e-16
      46240.0  1.27616e-16
      46260.0  1.27402e-16
      46280.0  1.27188e-16
      46300.0  1.26974e-16
      46320.0  1.26762e-16
      46340.0  1.26549e-16
      46360.0  1.26337e-16
      46380.0  1.26126e-16
      46400.0  1.25915e-16
      46420.0  1.25704e-16
      46440.0  1.25494e-16
      46460.0  1.25284e-16
      46480.0  1.25075e-16
      46500.0  1.24866e-16
      46520.0  1.24657e-16
      46540.0  1.24449e-16
      46560.0  1.24242e-16
      46580.0  1.24035e-16
      46600.0  1.23828e-16
      46620.0  1.23622e-16
      46640.0  1.23416e-16
      46660.0  1.23210e-16
      46680.0  1.23005e-16
      46700.0  1.22801e-16
      46720.0  1.22597e-16
      46740.0  1.22393e-16
      46760.0  1.22190e-16
      46780.0  1.21987e-16
      46800.0  1.21784e-16
      46820.0  1.21582e-16
      46840.0  1.21381e-16
      46860.0  1.21179e-16
      46880.0  1.20979e-16
      46900.0  1.20778e-16
      46920.0  1.20578e-16
      46940.0  1.20379e-16
      46960.0  1.20180e-16
      46980.0  1.19981e-16
      47000.0  1.19783e-16
      47020.0  1.19585e-16
      47040.0  1.19387e-16
      47060.0  1.19190e-16
      47080.0  1.18993e-16
      47100.0  1.18797e-16
      47120.0  1.18601e-16
      47140.0  1.18406e-16
      47160.0  1.18211e-16
      47180.0  1.18016e-16
      47200.0  1.17822e-16
      47220.0  1.17628e-16
      47240.0  1.17434e-16
      47260.0  1.17241e-16
      47280.0  1.17049e-16
      47300.0  1.16856e-16
      47320.0  1.16665e-16
      47340.0  1.16473e-16
      47360.0  1.16282e-16
      47380.0  1.16091e-16
      47400.0  1.15901e-16
      47420.0  1.15711e-16
      47440.0  1.15521e-16
      47460.0  1.15332e-16
      47480.0  1.15144e-16
      47500.0  1.14955e-16
      47520.0  1.14767e-16
      47540.0  1.14580e-16
      47560.0  1.14392e-16
      47580.0  1.14206e-16
      47600.0  1.14019e-16
      47620.0  1.13833e-16
      47640.0  1.13647e-16
      47660.0  1.13462e-16
      47680.0  1.13277e-16
      47700.0  1.13092e-16
      47720.0  1.12908e-16
      47740.0  1.12724e-16
      47760.0  1.12541e-16
      47780.0  1.12358e-16
      47800.0  1.12175e-16
      47820.0  1.11993e-16
      47840.0  1.11811e-16
      47860.0  1.11629e-16
      47880.0  1.11448e-16
      47900.0  1.11267e-16
      47920.0  1.11087e-16
      47940.0  1.10907e-16
      47960.0  1.10727e-16
      47980.0  1.10548e-16
      48000.0  1.10369e-16
      48020.0  1.10190e-16
      48040.0  1.10012e-16
      48060.0  1.09834e-16
      48080.0  1.09656e-16
      48100.0  1.09479e-16
      48120.0  1.09302e-16
      48140.0  1.09125e-16
      48160.0  1.08949e-16
      48180.0  1.08773e-16
      48200.0  1.08598e-16
      48220.0  1.08423e-16
      48240.0  1.08248e-16
      48260.0  1.08074e-16
      48280.0  1.07900e-16
      48300.0  1.07726e-16
      48320.0  1.07553e-16
      48340.0  1.07380e-16
      48360.0  1.07207e-16
      48380.0  1.07035e-16
      48400.0  1.06863e-16
      48420.0  1.06691e-16
      48440.0  1.06520e-16
      48460.0  1.06349e-16
      48480.0  1.06179e-16
      48500.0  1.06008e-16
      48520.0  1.05838e-16
      48540.0  1.05669e-16
      48560.0  1.05500e-16
      48580.0  1.05331e-16
      48600.0  1.05162e-16
      48620.0  1.04994e-16
      48640.0  1.04826e-16
      48660.0  1.04659e-16
      48680.0  1.04491e-16
      48700.0  1.04325e-16
      48720.0  1.04158e-16
      48740.0  1.03992e-16
      48760.0  1.03826e-16
      48780.0  1.03660e-16
      48800.0  1.03495e-16
      48820.0  1.03330e-16
      48840.0  1.03166e-16
      48860.0  1.03002e-16
      48880.0  1.02838e-16
      48900.0  1.02674e-16
      48920.0  1.02511e-16
      48940.0  1.02348e-16
      48960.0  1.02185e-16
      48980.0  1.02023e-16
      49000.0  1.01861e-16
      49020.0  1.01700e-16
      49040.0  1.01538e-16
      49060.0  1.01377e-16
      49080.0  1.01217e-16
      49100.0  1.01056e-16
      49120.0  1.00896e-16
      49140.0  1.00736e-16
      49160.0  1.00577e-16
      49180.0  1.00418e-16
      49200.0  1.00259e-16
      49220.0  1.00101e-16
      49240.0  9.99426e-17
      49260.0  9.97848e-17
      49280.0  9.96273e-17
      49300.0  9.94701e-17
      49320.0  9.93131e-17
      49340.0  9.91566e-17
      49360.0  9.90003e-17
      49380.0  9.88443e-17
      49400.0  9.86886e-17
      49420.0  9.85333e-17
      49440.0  9.83782e-17
      49460.0  9.82234e-17
      49480.0  9.80690e-17
      49500.0  9.79148e-17
      49520.0  9.77610e-17
      49540.0  9.76075e-17
      49560.0  9.74542e-17
      49580.0  9.73013e-17
      49600.0  9.71486e-17
      49620.0  9.69963e-17
      49640.0  9.68442e-17
      49660.0  9.66925e-17
      49680.0  9.65411e-17
      49700.0  9.63899e-17
      49720.0  9.62390e-17
      49740.0  9.60885e-17
      49760.0  9.59382e-17
      49780.0  9.57882e-17
      49800.0  9.56386e-17
      49820.0  9.54892e-17
      49840.0  9.53401e-17
      49860.0  9.51913e-17
      49880.0  9.50428e-17
      49900.0  9.48945e-17
      49920.0  9.47466e-17
      49940.0  9.45989e-17
      49960.0  9.44516e-17
      49980.0  9.43045e-17
      50000.0  9.41577e-17
      50020.0  9.40112e-17
      50040.0  9.38650e-17
      50060.0  9.37191e-17
      50080.0  9.35734e-17
      50100.0  9.34280e-17
      50120.0  9.32829e-17
      50140.0  9.31381e-17
      50160.0  9.29936e-17
      50180.0  9.28494e-17
      50200.0  9.27054e-17
      50220.0  9.25617e-17
      50240.0  9.24183e-17
      50260.0  9.22752e-17
      50280.0  9.21323e-17
      50300.0  9.19897e-17
      50320.0  9.18474e-17
      50340.0  9.17054e-17
      50360.0  9.15637e-17
      50380.0  9.14222e-17
      50400.0  9.12810e-17
      50420.0  9.11400e-17
      50440.0  9.09994e-17
      50460.0  9.08590e-17
      50480.0  9.07189e-17
      50500.0  9.05790e-17
      50520.0  9.04394e-17
      50540.0  9.03001e-17
      50560.0  9.01611e-17
      50580.0  9.00223e-17
      50600.0  8.98838e-17
      50620.0  8.97455e-17
      50640.0  8.96076e-17
      50660.0  8.94699e-17
      50680.0  8.93324e-17
      50700.0  8.91952e-17
      50720.0  8.90583e-17
      50740.0  8.89216e-17
      50760.0  8.87852e-17
      50780.0  8.86491e-17
      50800.0  8.85132e-17
      50820.0  8.83776e-17
      50840.0  8.82423e-17
      50860.0  8.81072e-17
      50880.0  8.79723e-17
      50900.0  8.78377e-17
      50920.0  8.77034e-17
      50940.0  8.75693e-17
      50960.0  8.74355e-17
      50980.0  8.73020e-17
      51000.0  8.71687e-17
      51020.0  8.70356e-17
      51040.0  8.69028e-17
      51060.0  8.67703e-17
      51080.0  8.66380e-17
      51100.0  8.65060e-17
      51120.0  8.63742e-17
      51140.0  8.62427e-17
      51160.0  8.61114e-17
      51180.0  8.59803e-17
      51200.0  8.58496e-17
      51220.0  8.57190e-17
      51240.0  8.55887e-17
      51260.0  8.54587e-17
      51280.0  8.53289e-17
      51300.0  8.51994e-17
      51320.0  8.50700e-17
      51340.0  8.49410e-17
      51360.0  8.48122e-17
      51380.0  8.46836e-17
      51400.0  8.45553e-17
      51420.0  8.44272e-17
      51440.0  8.42994e-17
      51460.0  8.41718e-17
      51480.0  8.40444e-17
      51500.0  8.39173e-17
      51520.0  8.37904e-17
      51540.0  8.36638e-17
      51560.0  8.35374e-17
      51580.0  8.34112e-17
      51600.0  8.32853e-17
      51620.0  8.31596e-17
      51640.0  8.30342e-17
      51660.0  8.29090e-17
      51680.0  8.27840e-17
      51700.0  8.26593e-17
      51720.0  8.25348e-17
      51740.0  8.24105e-17
      51760.0  8.22865e-17
      51780.0  8.21626e-17
      51800.0  8.20391e-17
      51820.0  8.19157e-17
      51840.0  8.17926e-17
      51860.0  8.16698e-17
      51880.0  8.15471e-17
      51900.0  8.14247e-17
      51920.0  8.13025e-17
      51940.0  8.11806e-17
      51960.0  8.10588e-17
      51980.0  8.09373e-17
      52000.0  8.08161e-17
      52020.0  8.06950e-17
      52040.0  8.05742e-17
      52060.0  8.04536e-17
      52080.0  8.03332e-17
      52100.0  8.02131e-17
      52120.0  8.00932e-17
      52140.0  7.99735e-17
      52160.0  7.98540e-17
      52180.0  7.97348e-17
      52200.0  7.96157e-17
      52220.0  7.94969e-17
      52240.0  7.93784e-17
      52260.0  7.92600e-17
      52280.0  7.91419e-17
      52300.0  7.90239e-17
      52320.0  7.89062e-17
      52340.0  7.87888e-17
      52360.0  7.86715e-17
      52380.0  7.85545e-17
      52400.0  7.84376e-17
      52420.0  7.83210e-17
      52440.0  7.82046e-17
      52460.0  7.80884e-17
      52480.0  7.79725e-17
      52500.0  7.78567e-17
      52520.0  7.77412e-17
      52540.0  7.76259e-17
      52560.0  7.75108e-17
      52580.0  7.73959e-17
      52600.0  7.72812e-17
      52620.0  7.71667e-17
      52640.0  7.70525e-17
      52660.0  7.69384e-17
      52680.0  7.68246e-17
      52700.0  7.67110e-17
      52720.0  7.65976e-17
      52740.0  7.64844e-17
      52760.0  7.63714e-17
      52780.0  7.62586e-17
      52800.0  7.61460e-17
      52820.0  7.60336e-17
      52840.0  7.59215e-17
      52860.0  7.58095e-17
      52880.0  7.56978e-17
      52900.0  7.55862e-17
      52920.0  7.54749e-17
      52940.0  7.53638e-17
      52960.0  7.52528e-17
      52980.0  7.51421e-17
      53000.0  7.50316e-17
      53020.0  7.49213e-17
      53040.0  7.48112e-17
      53060.0  7.47012e-17
      53080.0  7.45915e-17
      53100.0  7.44820e-17
      53120.0  7.43727e-17
      53140.0  7.42636e-17
      53160.0  7.41547e-17
      53180.0  7.40460e-17
      53200.0  7.39375e-17
      53220.0  7.38292e-17
      53240.0  7.37210e-17
      53260.0  7.36131e-17
      53280.0  7.35054e-17
      53300.0  7.33979e-17
      53320.0  7.32906e-17
      53340.0  7.31834e-17
      53360.0  7.30765e-17
      53380.0  7.29698e-17
      53400.0  7.28632e-17
      53420.0  7.27569e-17
      53440.0  7.26507e-17
      53460.0  7.25447e-17
      53480.0  7.24390e-17
      53500.0  7.23334e-17
      53520.0  7.22280e-17
      53540.0  7.21228e-17
      53560.0  7.20178e-17
      53580.0  7.19130e-17
      53600.0  7.18084e-17
      53620.0  7.17040e-17
      53640.0  7.15997e-17
      53660.0  7.14957e-17
      53680.0  7.13918e-17
      53700.0  7.12881e-17
      53720.0  7.11846e-17
      53740.0  7.10814e-17
      53760.0  7.09782e-17
      53780.0  7.08753e-17
      53800.0  7.07726e-17
      53820.0  7.06700e-17
      53840.0  7.05677e-17
      53860.0  7.04655e-17
      53880.0  7.03635e-17
      53900.0  7.02617e-17
      53920.0  7.01601e-17
      53940.0  7.00586e-17
      53960.0  6.99573e-17
      53980.0  6.98563e-17
      54000.0  6.97554e-17
      54020.0  6.96547e-17
      54040.0  6.95541e-17
      54060.0  6.94538e-17
      54080.0  6.93536e-17
      54100.0  6.92536e-17
      54120.0  6.91538e-17
      54140.0  6.90542e-17
      54160.0  6.89547e-17
      54180.0  6.88555e-17
      54200.0  6.87564e-17
      54220.0  6.86575e-17
      54240.0  6.85587e-17
      54260.0  6.84602e-17
      54280.0  6.83618e-17
      54300.0  6.82636e-17
      54320.0  6.81656e-17
      54340.0  6.80677e-17
      54360.0  6.79700e-17
      54380.0  6.78725e-17
      54400.0  6.77752e-17
      54420.0  6.76780e-17
      54440.0  6.75811e-17
      54460.0  6.74843e-17
      54480.0  6.73876e-17
      54500.0  6.72912e-17
      54520.0  6.71949e-17
      54540.0  6.70988e-17
      54560.0  6.70028e-17
      54580.0  6.69070e-17
      54600.0  6.68114e-17
      54620.0  6.67160e-17
      54640.0  6.66207e-17
      54660.0  6.65257e-17
      54680.0  6.64307e-17
      54700.0  6.63360e-17
      54720.0  6.62414e-17
      54740.0  6.61470e-17
      54760.0  6.60527e-17
      54780.0  6.59587e-17
      54800.0  6.58648e-17
      54820.0  6.57710e-17
      54840.0  6.56774e-17
      54860.0  6.55840e-17
      54880.0  6.54908e-17
      54900.0  6.53977e-17
      54920.0  6.53048e-17
      54940.0  6.52120e-17
      54960.0  6.51194e-17
      54980.0  6.50270e-17
      55000.0  6.49348e-17
      55020.0  6.48427e-17
      55040.0  6.47508e-17
      55060.0  6.46590e-17
      55080.0  6.45674e-17
      55100.0  6.44759e-17
      55120.0  6.43847e-17
      55140.0  6.42935e-17
      55160.0  6.42026e-17
      55180.0  6.41118e-17
      55200.0  6.40211e-17
      55220.0  6.39307e-17
      55240.0  6.38404e-17
      55260.0  6.37502e-17
      55280.0  6.36602e-17
      55300.0  6.35704e-17
      55320.0  6.34807e-17
      55340.0  6.33912e-17
      55360.0  6.33018e-17
      55380.0  6.32126e-17
      55400.0  6.31235e-17
      55420.0  6.30346e-17
      55440.0  6.29459e-17
      55460.0  6.28573e-17
      55480.0  6.27689e-17
      55500.0  6.26806e-17
      55520.0  6.25925e-17
      55540.0  6.25045e-17
      55560.0  6.24167e-17
      55580.0  6.23291e-17
      55600.0  6.22416e-17
      55620.0  6.21542e-17
      55640.0  6.20670e-17
      55660.0  6.19800e-17
      55680.0  6.18931e-17
      55700.0  6.18064e-17
      55720.0  6.17198e-17
      55740.0  6.16334e-17
      55760.0  6.15471e-17
      55780.0  6.14609e-17
      55800.0  6.13750e-17
      55820.0  6.12891e-17
      55840.0  6.12035e-17
      55860.0  6.11179e-17
      55880.0  6.10325e-17
      55900.0  6.09473e-17
      55920.0  6.08622e-17
      55940.0  6.07773e-17
      55960.0  6.06925e-17
      55980.0  6.06079e-17
      56000.0  6.05234e-17
      56020.0  6.04390e-17
      56040.0  6.03548e-17
      56060.0  6.02708e-17
      56080.0  6.01869e-17
      56100.0  6.01031e-17
      56120.0  6.00195e-17
      56140.0  5.99361e-17
      56160.0  5.98527e-17
      56180.0  5.97696e-17
      56200.0  5.96865e-17
      56220.0  5.96036e-17
      56240.0  5.95209e-17
      56260.0  5.94383e-17
      56280.0  5.93558e-17
      56300.0  5.92735e-17
      56320.0  5.91913e-17
      56340.0  5.91093e-17
      56360.0  5.90274e-17
      56380.0  5.89457e-17
      56400.0  5.88641e-17
      56420.0  5.87826e-17
      56440.0  5.87013e-17
      56460.0  5.86201e-17
      56480.0  5.85391e-17
      56500.0  5.84582e-17
      56520.0  5.83774e-17
      56540.0  5.82968e-17
      56560.0  5.82163e-17
      56580.0  5.81359e-17
      56600.0  5.80557e-17
      56620.0  5.79757e-17
      56640.0  5.78957e-17
      56660.0  5.78159e-17
      56680.0  5.77363e-17
      56700.0  5.76568e-17
      56720.0  5.75774e-17
      56740.0  5.74981e-17
      56760.0  5.74190e-17
      56780.0  5.73401e-17
      56800.0  5.72612e-17
      56820.0  5.71825e-17
      56840.0  5.71040e-17
      56860.0  5.70255e-17
      56880.0  5.69472e-17
      56900.0  5.68691e-17
      56920.0  5.67910e-17
      56940.0  5.67131e-17
      56960.0  5.66354e-17
      56980.0  5.65577e-17
      57000.0  5.64802e-17
      57020.0  5.64029e-17
      57040.0  5.63257e-17
      57060.0  5.62486e-17
      57080.0  5.61716e-17
      57100.0  5.60948e-17
      57120.0  5.60181e-17
      57140.0  5.59415e-17
      57160.0  5.58650e-17
      57180.0  5.57887e-17
      57200.0  5.57125e-17
      57220.0  5.56365e-17
      57240.0  5.55606e-17
      57260.0  5.54848e-17
      57280.0  5.54091e-17
      57300.0  5.53336e-17
      57320.0  5.52582e-17
      57340.0  5.51829e-17
      57360.0  5.51077e-17
      57380.0  5.50327e-17
      57400.0  5.49578e-17
      57420.0  5.48831e-17
      57440.0  5.48084e-17
      57460.0  5.47339e-17
      57480.0  5.46595e-17
      57500.0  5.45853e-17
      57520.0  5.45111e-17
      57540.0  5.44371e-17
      57560.0  5.43632e-17
      57580.0  5.42895e-17
      57600.0  5.42159e-17
      57620.0  5.41423e-17
      57640.0  5.40690e-17
      57660.0  5.39957e-17
      57680.0  5.39226e-17
      57700.0  5.38496e-17
      57720.0  5.37767e-17
      57740.0  5.37039e-17
      57760.0  5.36313e-17
      57780.0  5.35588e-17
      57800.0  5.34864e-17
      57820.0  5.34141e-17
      57840.0  5.33419e-17
      57860.0  5.32699e-17
      57880.0  5.31980e-17
      57900.0  5.31262e-17
      57920.0  5.30545e-17
      57940.0  5.29830e-17
      57960.0  5.29116e-17
      57980.0  5.28403e-17
      58000.0  5.27691e-17
      58020.0  5.26980e-17
      58040.0  5.26271e-17
      58060.0  5.25562e-17
      58080.0  5.24855e-17
      58100.0  5.24150e-17
      58120.0  5.23445e-17
      58140.0  5.22741e-17
      58160.0  5.22039e-17
      58180.0  5.21338e-17
      58200.0  5.20638e-17
      58220.0  5.19939e-17
      58240.0  5.19241e-17
      58260.0  5.18545e-17
      58280.0  5.17850e-17
      58300.0  5.17156e-17
      58320.0  5.16463e-17
      58340.0  5.15771e-17
      58360.0  5.15080e-17
      58380.0  5.14391e-17
      58400.0  5.13702e-17
      58420.0  5.13015e-17
      58440.0  5.12329e-17
      58460.0  5.11644e-17
      58480.0  5.10960e-17
      58500.0  5.10278e-17
      58520.0  5.09596e-17
      58540.0  5.08916e-17
      58560.0  5.08237e-17
      58580.0  5.07559e-17
      58600.0  5.06882e-17
      58620.0  5.06206e-17
      58640.0  5.05531e-17
      58660.0  5.04858e-17
      58680.0  5.04185e-17
      58700.0  5.03514e-17
      58720.0  5.02844e-17
      58740.0  5.02175e-17
      58760.0  5.01507e-17
      58780.0  5.00840e-17
      58800.0  5.00174e-17
      58820.0  4.99510e-17
      58840.0  4.98846e-17
      58860.0  4.98184e-17
      58880.0  4.97522e-17
      58900.0  4.96862e-17
      58920.0  4.96203e-17
      58940.0  4.95545e-17
      58960.0  4.94888e-17
      58980.0  4.94232e-17
      59000.0  4.93577e-17
      59020.0  4.92923e-17
      59040.0  4.92271e-17
      59060.0  4.91619e-17
      59080.0  4.90969e-17
      59100.0  4.90319e-17
      59120.0  4.89671e-17
      59140.0  4.89024e-17
      59160.0  4.88378e-17
      59180.0  4.87732e-17
      59200.0  4.87088e-17
      59220.0  4.86445e-17
      59240.0  4.85803e-17
      59260.0  4.85163e-17
      59280.0  4.84523e-17
      59300.0  4.83884e-17
      59320.0  4.83246e-17
      59340.0  4.82610e-17
      59360.0  4.81974e-17
      59380.0  4.81339e-17
      59400.0  4.80706e-17
      59420.0  4.80073e-17
      59440.0  4.79442e-17
      59460.0  4.78812e-17
      59480.0  4.78182e-17
      59500.0  4.77554e-17
      59520.0  4.76927e-17
      59540.0  4.76300e-17
      59560.0  4.75675e-17
      59580.0  4.75051e-17
      59600.0  4.74428e-17
      59620.0  4.73805e-17
      59640.0  4.73184e-17
      59660.0  4.72564e-17
      59680.0  4.71945e-17
      59700.0  4.71327e-17
      59720.0  4.70710e-17
      59740.0  4.70094e-17
      59760.0  4.69479e-17
      59780.0  4.68865e-17
      59800.0  4.68251e-17
      59820.0  4.67639e-17
      59840.0  4.67028e-17
      59860.0  4.66418e-17
      59880.0  4.65809e-17
      59900.0  4.65201e-17
      59920.0  4.64594e-17
      59940.0  4.63988e-17
      59960.0  4.63383e-17
      59980.0  4.62779e-17
      60000.0  4.62175e-17
      60020.0  4.61573e-17
      60040.0  4.60972e-17
      60060.0  4.60372e-17
      60080.0  4.59773e-17
      60100.0  4.59174e-17
      60120.0  4.58577e-17
      60140.0  4.57981e-17
      60160.0  4.57386e-17
      60180.0  4.56791e-17
      60200.0  4.56198e-17
      60220.0  4.55605e-17
      60240.0  4.55014e-17
      60260.0  4.54423e-17
      60280.0  4.53834e-17
      60300.0  4.53245e-17
      60320.0  4.52657e-17
      60340.0  4.52071e-17
      60360.0  4.51485e-17
      60380.0  4.50900e-17
      60400.0  4.50316e-17
      60420.0  4.49733e-17
      60440.0  4.49151e-17
      60460.0  4.48570e-17
      60480.0  4.47990e-17
      60500.0  4.47411e-17
