#CfA3-era Type II SN Standard System Light Curves
#Name	  Band	MJD	     N  StdMag  dMag
SN2000eo  U	51933.16463  0  20.484  0.176
SN2000eo  B	51877.24925  0  15.593  0.063
SN2000eo  B	51878.28508  0  15.725  0.038
SN2000eo  B	51879.32566  0  15.707  0.030
SN2000eo  B	51882.25804  0  16.039  0.025
SN2000eo  B	51899.21820  0  18.544  0.035
SN2000eo  B	51906.21449  0  19.077  0.034
SN2000eo  B	51933.16865  0  20.335  0.061
SN2000eo  B	51933.17647  0  20.392  0.061
SN2000eo  B	51953.15959  0  20.855  0.109
SN2000eo  V	51877.25140  0  15.275  0.029
SN2000eo  V	51878.28722  0  15.307  0.027
SN2000eo  V	51879.32780  0  15.332  0.025
SN2000eo  V	51882.26017  0  15.513  0.021
SN2000eo  V	51899.22036  0  17.529  0.025
SN2000eo  V	51906.21665  0  17.948  0.025
SN2000eo  V	51907.17955  0  17.939  0.025
SN2000eo  V	51933.17111  0  19.090  0.040
SN2000eo  V	51933.17895  0  19.160  0.041
SN2000eo  V	51953.16213  0  19.985  0.077
SN2000eo  R	51877.25302  0  15.125  0.045
SN2000eo  R	51878.28886  0  15.163  0.038
SN2000eo  R	51879.32941  0  15.171  0.037
SN2000eo  R	51882.26181  0  15.310  0.028
SN2000eo  R	51899.22198  0  17.106  0.030
SN2000eo  R	51906.21829  0  17.402  0.038
SN2000eo  R	51907.18118  0  17.392  0.026
SN2000eo  R	51933.17291  0  18.340  0.039
SN2000eo  R	51933.18075  0  18.357  0.040
SN2000eo  R	51953.16399  0  19.171  0.054
SN2000eo  I	51877.25448  0  14.939  0.038
SN2000eo  I	51878.29032  0  14.942  0.031
SN2000eo  I	51879.33088  0  14.927  0.034
SN2000eo  I	51882.26326  0  15.073  0.025
SN2000eo  I	51906.21974  0  16.940  0.026
SN2000eo  I	51907.18263  0  17.010  0.025
SN2000eo  I	51933.17435  0  17.811  0.038
SN2000eo  I	51933.18218  0  17.842  0.037
SN2000eo  I	51953.16549  0  18.817  0.068
SN2001ez  B	52206.41856  1  18.779  0.032
SN2001ez  B	52226.45722  1  19.531  0.057
SN2001ez  B	52228.48566  1  19.642  0.055
SN2001ez  B	52266.31292  1  20.340  0.093
SN2001ez  B	52267.36079  1  20.330  0.074
SN2001ez  V	52206.42177  1  18.203  0.030
SN2001ez  V	52226.46041  1  18.280  0.042
SN2001ez  V	52228.48884  1  18.315  0.025
SN2001ez  V	52257.35461  1  18.527  0.042
SN2001ez  V	52266.31610  1  18.589  0.027
SN2001ez  V	52267.36397  1  18.536  0.034
SN2001ez  R	52206.42427  1  17.744  0.035
SN2001ez  R	52226.46291  1  17.660  0.032
SN2001ez  R	52228.49133  1  17.704  0.027
SN2001ez  R	52257.35709  1  17.779  0.034
SN2001ez  R	52266.31859  1  17.900  0.023
SN2001ez  R	52267.36647  1  17.920  0.028
SN2001ez  R	52286.34174  1  18.970  0.092
SN2001ez  I	52206.42608  1  17.388  0.028
SN2001ez  I	52226.46470  1  17.367  0.085
SN2001ez  I	52228.49313  1  17.313  0.035
SN2001ez  I	52257.35891  1  17.271  0.039
SN2001ez  I	52266.32038  1  17.360  0.026
SN2001ez  I	52267.36825  1  17.360  0.030
SN2001fa  B	52206.26696  1  16.436  0.028
SN2001fa  B	52221.14477  1  17.656  0.031
SN2001fa  B	52257.25454  1  18.949  0.038
SN2001fa  B	52258.16204  1  18.893  0.042
SN2001fa  B	52266.20543  1  19.611  0.099
SN2001fa  V	52221.14796  1  17.082  0.025
SN2001fa  V	52225.14597  1  17.285  0.026
SN2001fa  V	52226.28938  1  17.263  0.028
SN2001fa  V	52258.16522  1  17.729  0.025
SN2001fa  R	52206.27265  1  16.133  0.027
SN2001fa  R	52225.14847  1  16.953  0.031
SN2001fa  R	52257.26022  1  17.245  0.035
SN2001fa  R	52258.16773  1  17.177  0.028
SN2001fa  R	52266.21109  1  17.353  0.033
SN2001fa  I	52221.15225  1  16.494  0.028
SN2001fa  I	52225.15027  1  16.651  0.032
SN2001fa  I	52226.29367  1  16.658  0.042
SN2001fa  I	52257.26203  1  16.921  0.031
SN2001fa  I	52258.16954  1  16.957  0.032
SN2001fa  I	52266.21287  1  17.218  0.049
SN2002bx  U	52370.24576  1  15.960  0.042
SN2002bx  U	52372.19764  1  16.113  0.041
SN2002bx  U	52373.18963  1  16.208  0.047
SN2002bx  U	52398.13829  1  18.202  0.065
SN2002bx  U	52402.13791  1  18.231  0.064
SN2002bx  U	52406.13215  1  18.341  0.071
SN2002bx  B	52368.13039  1  16.736  0.020
SN2002bx  B	52370.24896  1  16.736  0.020
SN2002bx  B	52372.20083  1  16.812  0.020
SN2002bx  B	52373.19284  1  16.830  0.020
SN2002bx  B	52384.12630  1  17.204  0.020
SN2002bx  B	52398.14150  1  17.570  0.021
SN2002bx  B	52406.13549  1  17.710  0.022
SN2002bx  V	52368.13289  1  16.610  0.016
SN2002bx  V	52370.25145  1  16.618  0.017
SN2002bx  V	52372.20331  1  16.652  0.018
SN2002bx  V	52373.19534  1  16.652  0.018
SN2002bx  V	52384.12880  1  16.680  0.017
SN2002bx  V	52402.14498  1  16.747  0.017
SN2002bx  V	52406.13799  1  16.810  0.019
SN2002bx  R	52368.13469  1  16.449  0.020
SN2002bx  R	52370.25323  1  16.429  0.022
SN2002bx  R	52372.20510  1  16.445  0.021
SN2002bx  R	52373.19712  1  16.410  0.020
SN2002bx  R	52384.13058  1  16.383  0.021
SN2002bx  R	52402.14747  1  16.395  0.021
SN2002bx  R	52406.13979  1  16.412  0.022
SN2002bx  I	52368.13613  1  16.302  0.022
SN2002bx  I	52370.25469  1  16.267  0.024
SN2002bx  I	52372.20655  1  16.295  0.024
SN2002bx  I	52373.19856  1  16.322  0.024
SN2002bx  I	52384.13204  1  16.199  0.022
SN2002bx  I	52398.14719  1  16.157  0.023
SN2002bx  I	52402.14926  1  16.113  0.022
SN2002bx  I	52406.14123  1  16.168  0.028
SN2002em  B	52579.38916  1  20.322  0.089
SN2002em  B	52580.46407  1  20.243  0.089
SN2002em  B	52614.33213  1  20.946  0.125
SN2002em  V	52579.39231  1  19.037  0.045
SN2002em  V	52580.46721  1  19.090  0.056
SN2002em  V	52614.33528  1  19.266  0.057
SN2002em  V	52633.35104  1  19.985  0.199
SN2002em  V	52635.27304  1  20.038  0.097
SN2002em  V	52705.14861  1  21.522  0.273
SN2002em  R	52579.39478  1  18.663  0.042
SN2002em  R	52580.46965  1  18.735  0.052
SN2002em  R	52614.33774  1  18.743  0.035
SN2002em  R	52633.35351  1  19.116  0.096
SN2002em  R	52635.27550  1  19.345  0.060
SN2002em  I	52579.39655  1  18.186  0.057
SN2002em  I	52580.47141  1  18.167  0.054
SN2002em  I	52614.33953  1  18.225  0.047
SN2002em  I	52633.35528  1  18.751  0.142
SN2002em  I	52635.27728  1  18.839  0.074
SN2005kd  U	53689.33803  1  14.887  0.034
SN2005kd  U	53689.34167  1  14.886  0.034
SN2005kd  U	53689.38046  1  14.903  0.042
SN2005kd  U	53689.38410  1  14.847  0.041
SN2005kd  U	53691.41601  1  14.627  0.043
SN2005kd  U	53692.41859  1  14.559  0.031
SN2005kd  U	53692.42223  1  14.570  0.033
SN2005kd  U	53692.43525  1  14.551  0.033
SN2005kd  U	53692.43890  1  14.551  0.033
SN2005kd  U	53693.42846  1  14.541  0.032
SN2005kd  U	53693.43209  1  14.544  0.032
SN2005kd  U	53695.42502  1  14.570  0.032
SN2005kd  U	53695.42867  1  14.559  0.032
SN2005kd  U	53696.41770  1  14.619  0.028
SN2005kd  U	53696.42133  1  14.616  0.029
SN2005kd  U	53714.19404  1  15.206  0.041
SN2005kd  U	53724.32794  1  15.504  0.031
SN2005kd  U	53730.36661  1  15.664  0.032
SN2005kd  U	53730.37026  1  15.626  0.026
SN2005kd  U	53764.29051  1  15.833  0.024
SN2005kd  U	53764.29414  1  15.836  0.025
SN2005kd  U	53766.33279  1  15.886  0.027
SN2005kd  U	53766.33642  1  15.865  0.028
SN2005kd  U	53781.25210  1  15.924  0.041
SN2005kd  U	53781.25574  1  15.914  0.041
SN2005kd  U	53786.21138  1  15.911  0.028
SN2005kd  U	53786.21501  1  15.864  0.029
SN2005kd  U	53787.12116  1  15.907  0.030
SN2005kd  U	53787.12479  1  15.904  0.030
SN2005kd  U	53827.14542  1  15.843  0.027
SN2005kd  U	53827.14906  1  15.860  0.033
SN2005kd  U	54008.48542  1  16.457  0.036
SN2005kd  U	54008.48904  1  16.463  0.037
SN2005kd  U	54009.43465  1  16.549  0.037
SN2005kd  U	54009.43830  1  16.571  0.032
SN2005kd  U	54011.42245  1  16.537  0.036
SN2005kd  U	54011.42610  1  16.619  0.032
SN2005kd  B	53689.33500  1  15.694  0.017
SN2005kd  B	53691.42341  1  15.361  0.015
SN2005kd  B	53692.42599  1  15.304  0.017
SN2005kd  B	53692.44266  1  15.311  0.017
SN2005kd  B	53693.43587  1  15.274  0.021
SN2005kd  B	53694.42263  1  15.216  0.013
SN2005kd  B	53695.43244  1  15.244  0.018
SN2005kd  B	53696.42510  1  15.249  0.016
SN2005kd  B	53713.16311  1  15.545  0.025
SN2005kd  B	53714.19098  1  15.543  0.015
SN2005kd  B	53730.36355  1  15.861  0.016
SN2005kd  B	53764.28748  1  16.085  0.013
SN2005kd  B	53766.32972  1  16.093  0.014
SN2005kd  B	53781.24836  1  16.151  0.019
SN2005kd  B	53786.21878  1  16.112  0.013
SN2005kd  B	53787.11742  1  16.129  0.014
SN2005kd  B	53800.14911  1  16.182  0.020
SN2005kd  B	53827.15285  1  16.118  0.013
SN2005kd  B	53834.13402  1  16.095  0.016
SN2005kd  B	53998.49172  1  16.780  0.017
SN2005kd  B	54007.44484  1  16.862  0.015
SN2005kd  B	54008.48168  1  16.868  0.015
SN2005kd  B	54009.43091  1  16.881  0.016
SN2005kd  B	54011.41871  1  16.894  0.014
SN2005kd  B	54012.41875  1  16.915  0.019
SN2005kd  B	54051.39514  1  17.349  0.019
SN2005kd  B	54089.39657  1  17.940  0.024
SN2005kd  B	54100.18219  1  18.084  0.047
SN2005kd  B	54102.20887  1  18.357  0.102
SN2005kd  B	54117.23308  1  18.543  0.034
SN2005kd  B	54139.16738  1  19.029  0.056
SN2005kd  B	54140.21927  1  19.000  0.040
SN2005kd  B	54149.13194  1  19.446  0.059
SN2005kd  B	54153.11871  1  19.245  0.063
SN2005kd  B	54161.12708  1  19.617  0.217
SN2005kd  B	54163.13712  1  19.259  0.267
SN2005kd  B	54166.10712  1  19.591  0.081
SN2005kd  B	54169.13241  1  19.878  0.088
SN2005kd  B	54178.13174  1  19.829  0.107
SN2005kd  V	53689.32933  1  15.746  0.038
SN2005kd  V	53689.37178  1  15.743  0.039
SN2005kd  V	53690.39721  1  15.444  0.026
SN2005kd  V	53690.41434  1  15.387  0.014
SN2005kd  V	53691.41366  1  15.339  0.032
SN2005kd  V	53692.41627  1  15.187  0.019
SN2005kd  V	53692.43291  1  15.251  0.035
SN2005kd  V	53693.42611  1  15.092  0.012
SN2005kd  V	53694.41287  1  15.022  0.012
SN2005kd  V	53695.42272  1  14.996  0.012
SN2005kd  V	53696.41535  1  15.039  0.024
SN2005kd  V	53711.18608  1  15.008  0.012
SN2005kd  V	53713.29426  1  15.110  0.037
SN2005kd  V	53714.18532  1  15.027  0.012
SN2005kd  V	53724.31601  1  15.171  0.016
SN2005kd  V	53730.35790  1  15.308  0.027
SN2005kd  V	53764.28179  1  15.488  0.012
SN2005kd  V	53766.32410  1  15.479  0.012
SN2005kd  V	53781.24058  1  15.523  0.013
SN2005kd  V	53786.20903  1  15.545  0.013
SN2005kd  V	53787.10962  1  15.543  0.012
SN2005kd  V	53800.13866  1  15.564  0.021
SN2005kd  V	53805.16630  1  15.594  0.013
SN2005kd  V	53807.16109  1  15.605  0.012
SN2005kd  V	53827.14237  1  15.600  0.011
SN2005kd  V	53834.12355  1  15.596  0.012
SN2005kd  V	53997.44932  1  16.443  0.016
SN2005kd  V	53998.48870  1  16.480  0.018
SN2005kd  V	54007.44183  1  16.584  0.030
SN2005kd  V	54008.47868  1  16.552  0.018
SN2005kd  V	54009.42789  1  16.556  0.017
SN2005kd  V	54011.41571  1  16.607  0.023
SN2005kd  V	54015.35326  1  16.599  0.026
SN2005kd  V	54015.37263  1  16.744  0.040
SN2005kd  V	54015.39233  1  16.615  0.022
SN2005kd  V	54015.41234  1  16.752  0.039
SN2005kd  V	54016.37742  1  16.794  0.035
SN2005kd  V	54041.33212  1  16.968  0.029
SN2005kd  V	54044.30654  1  17.023  0.026
SN2005kd  V	54045.26611  1  17.057  0.036
SN2005kd  V	54046.36330  1  16.971  0.027
SN2005kd  V	54051.39214  1  17.007  0.017
SN2005kd  V	54071.34941  1  17.316  0.024
SN2005kd  V	54089.39353  1  17.658  0.022
SN2005kd  V	54100.17919  1  17.808  0.043
SN2005kd  V	54101.19654  1  17.980  0.043
SN2005kd  V	54102.20586  1  17.915  0.053
SN2005kd  V	54102.30127  1  17.927  0.069
SN2005kd  V	54117.23006  1  18.336  0.032
SN2005kd  V	54139.16438  1  18.759  0.043
SN2005kd  V	54140.21626  1  18.858  0.045
SN2005kd  V	54149.12892  1  19.167  0.055
SN2005kd  V	54153.11569  1  19.116  0.055
SN2005kd  V	54161.12409  1  19.331  0.194
SN2005kd  V	54163.13412  1  19.015  0.167
SN2005kd  V	54178.12873  1  19.507  0.111
SN2005kd  r'	53689.33171  1  15.672  0.036
SN2005kd  r'	53689.37415  1  15.676  0.036
SN2005kd  r'	53690.39390  1  15.360  0.012
SN2005kd  r'	53690.41103  1  15.353  0.013
SN2005kd  r'	53691.41034  1  15.225  0.018
SN2005kd  r'	53692.41293  1  15.148  0.025
