#Stoll et al. 2011 from ASAS and SNOPE
5479.14	 13.79	0.10 
5484.13	 13.73	0.10 
5488.12	 13.67	0.10 
5493.14	 13.73	0.10 
5504.10	 13.78	0.10 
# this is where UVOT picks up
# 5509.10	 13.86	0.10 
# 5515.75 13.46	0.05 
# 5516.75 13.45	0.05 
