#Name	  Band	      MJD	 Mag	  dMag
SN2009kr  K           55152.40   14.038   0.175       
SN2009kr  K           55153.39   13.952   0.250       
SN2009kr  K           55155.30   13.928   0.175      
SN2009kr  K           55159.32   13.941   0.175      
SN2009kr  K           55160.32   13.901   0.175      
SN2009kr  K           55161.33   13.954   0.175      
SN2009kr  K           55162.33   13.911   0.175      
SN2009kr  K           55167.24   13.962   0.175      
SN2009kr  K           55168.24   13.956   0.175      
SN2009kr  K           55169.26   14.060   0.175      
SN2009kr  K           55170.26   14.002   0.175      
SN2009kr  K           55171.27   14.132   0.175      
SN2009kr  K           55175.28   14.067   0.175       
SN2009kr  K           55177.27   14.108   0.001       
SN2010al  J           55295.17   16.052   0.175       
SN2010al  J           55296.15   16.187   0.175       
SN2010al  J           55297.15   15.958   0.250       
SN2010al  J           55298.14   16.224   0.175      
SN2010al  J           55299.15   16.380   0.175      
SN2010al  J           55300.13   16.507   0.175      
SN2010al  J           55301.14   16.515   0.250      
SN2010al  J           55305.14   16.742   0.246      
SN2010al  J           55307.18   17.223   0.175      
SN2010al  J           55313.14   17.389   0.175      
SN2010al  J           55314.14   17.741   0.265      
SN2010al  H           55283.17   15.680   0.175       
SN2010al  H           55284.17   15.708   0.175       
SN2010al  H           55287.15   15.871   0.180       
SN2010al  H           55292.15   15.755   0.250       
SN2010al  H           55295.17   15.871   0.175       
SN2010al  H           55296.15   15.673   0.250       
SN2010al  H           55297.15   16.018   0.175       
SN2010al  H           55298.14   15.847   0.176      
SN2010al  H           55299.15   16.114   0.175      
SN2010al  H           55300.13   16.059   0.175      
SN2010al  H           55301.14   16.000   0.175      
SN2010al  H           55305.14   16.589   0.214      
SN2010al  H           55311.14   16.690   0.250      
SN2010al  H           55313.14   16.687   0.250      
SN2010al  H           55315.13   17.247   0.175      
SN2010al  K           55284.17   15.879   0.175       
SN2010al  K           55287.15   15.483   0.175       
SN2010al  K           55292.15   15.655   0.175       
SN2010al  K           55295.17   15.477   0.175       
SN2010al  K           55296.15   15.954   0.175       
SN2010al  K           55297.15   16.090   0.175       
SN2010al  K           55298.14   15.892   0.196      
SN2010al  K           55311.14   16.791   0.001      
SN2010bq  J           55302.34   17.249   0.083       
SN2010bq  J           55303.42   17.281   0.084       
SN2010bq  J           55304.33   17.216   0.086       
SN2010bq  J           55306.31   17.158   0.061       
SN2010bq  J           55312.42   17.073   0.057       
SN2010bq  J           55313.36   16.991   0.067       
SN2010bq  J           55314.38   17.091   0.066       
SN2010bq  J           55315.38   17.292   0.100       
SN2010bq  J           55316.39   17.371   0.136       
SN2010bq  J           55317.34   17.435   0.086       
SN2010bq  J           55318.33   17.519   0.119       
SN2010bq  J           55319.29   17.768   0.163      
SN2010bq  J           55321.34   17.645   0.101      
SN2010bq  J           55322.29   17.699   0.110      
SN2010bq  J           55324.35   17.786   0.129      
SN2010bq  J           55325.32   17.770   0.125      
SN2010bq  J           55326.32   17.983   0.181      
SN2010bq  J           55327.31   17.781   0.103      
SN2010bq  J           55328.31   18.054   0.178      
SN2010bq  J           55330.33   17.950   0.136      
SN2010bq  J           55331.30   18.463   0.197      
SN2010bq  J           55332.29   18.504   0.230      
SN2010bq  J           55333.27   18.411   0.228      
SN2010bq  J           55334.26   18.795   0.318      
SN2010bq  J           55335.28   18.349   0.184      
SN2010bq  H           55302.34   17.468   0.216       
SN2010bq  H           55303.42   17.006   0.123       
SN2010bq  H           55304.33   17.225   0.186       
SN2010bq  H           55306.31   16.830   0.091       
SN2010bq  H           55312.42   16.920   0.119       
SN2010bq  H           55313.36   17.283   0.194       
SN2010bq  H           55314.38   17.038   0.115       
SN2010bq  H           55315.38   17.016   0.127       
SN2010bq  H           55316.39   17.214   0.188       
SN2010bq  H           55317.34   17.523   0.200       
SN2010bq  H           55318.33   17.400   0.179       
SN2010bq  H           55319.29   17.630   0.288      
SN2010bq  H           55321.34   17.438   0.111      
SN2010bq  H           55322.29   17.631   0.196      
SN2010bq  H           55324.35   17.667   0.233      
SN2010bq  H           55325.32   17.768   0.208      
SN2010bq  H           55326.32   17.961   0.257      
SN2010bq  H           55327.31   18.105   0.312      
SN2010bq  H           55328.31   17.681   0.208      
SN2010bq  H           55330.33   17.818   0.249      
SN2010bq  H           55331.30   18.054   0.387      
SN2010bq  H           55332.29   18.290   0.359      
SN2010bq  H           55333.27   18.356   0.352      
SN2010bq  H           55334.26   17.814   0.238      
SN2010bq  H           55335.28   18.139   0.299      
SN2010bq  K           55303.42   16.810   0.133       
SN2010bq  K           55306.31   16.549   0.139       
SN2010bq  K           55312.42   16.558   0.160       
SN2010bq  K           55314.38   16.687   0.117       
SN2010bq  K           55316.39   17.159   0.305       
SN2010bq  K           55318.33   16.993   0.199       
SN2010bq  K           55319.29   17.467   0.313      
SN2010bq  K           55322.29   16.972   0.207      
SN2010bq  K           55324.35   17.239   0.260      
SN2010bq  K           55325.32   17.535   0.244      
SN2010bq  K           55326.32   17.591   0.326      
SN2010bq  K           55327.31   17.319   0.283      
SN2010bq  K           55331.30   18.053   0.576      
SN2010bq  K           55332.29   18.055   0.647      
SN2010bq  K           55334.26   18.120   0.001      
SN2011an  J           55627.18   16.262   0.035        
SN2011an  J           55628.18   16.123   0.040        
SN2011an  J           55629.17   16.113   0.036        
SN2011an  H           55627.18   16.095   0.061        
SN2011an  H           55628.18   15.988   0.060        
SN2011an  H           55629.17   15.931   0.048        
SN2011an  H           55940.32   18.255   0.555      
SN2011an  K           55627.18   15.729   0.130        
SN2011an  K           55628.18   15.942   0.097        
SN2011an  K           55629.17   16.039   0.094        
SN2011an  K           55940.32   17.348   0.001      
SN2011ap  J           55630.46   16.302   0.018       
SN2011ap  J           55631.47   16.262   0.020       
SN2011ap  J           55637.44   16.085   0.024       
SN2011ap  J           55637.46   16.118   0.019       
SN2011ap  J           55639.43   16.134   0.021       
SN2011ap  J           55640.42   16.195   0.020       
SN2011ap  J           55641.45   16.228   0.021       
SN2011ap  J           55643.42   16.243   0.023       
SN2011ap  J           55644.43   16.298   0.020       
SN2011ap  J           55646.52   16.297   0.019       
SN2011ap  J           55647.43   16.341   0.025       
SN2011ap  J           55647.47   16.268   0.026       
SN2011ap  J           55648.40   16.262   0.015       
SN2011ap  J           55656.51   16.585   0.028      
SN2011ap  J           55657.40   16.676   0.027      
SN2011ap  J           55668.50   17.037   0.030      
SN2011ap  J           55671.36   17.114   0.026      
SN2011ap  J           55675.51   17.580   0.151      
SN2011ap  J           55676.40   17.442   0.057      
SN2011ap  J           55679.35   17.637   0.051      
SN2011ap  J           55682.41   17.993   0.163      
SN2011ap  J           55688.28   17.743   0.070      
SN2011ap  J           55691.37   17.873   0.095      
SN2011ap  J           55694.26   18.038   0.142      
SN2011ap  J           55697.29   17.974   0.078      
SN2011ap  J           55701.36   18.025   0.103      
SN2011ap  J           55707.24   18.548   0.114      
SN2011ap  J           55710.33   18.533   0.157      
SN2011ap  J           55713.31   18.493   0.126      
SN2011ap  J           55716.35   18.686   0.162      
SN2011ap  J           55717.29   18.523   0.120      
SN2011ap  J           55720.30   18.615   0.113      
SN2011ap  H           55630.46   16.194   0.030       
SN2011ap  H           55631.47   16.193   0.048       
SN2011ap  H           55637.44   16.147   0.049       
SN2011ap  H           55637.46   16.036   0.026       
SN2011ap  H           55639.43   16.016   0.029       
SN2011ap  H           55640.42   16.071   0.019       
SN2011ap  H           55641.45   16.061   0.030       
SN2011ap  H           55643.42   16.045   0.033       
SN2011ap  H           55644.43   16.208   0.042       
SN2011ap  H           55646.52   16.153   0.036       
SN2011ap  H           55647.43   16.161   0.033       
SN2011ap  H           55647.47   16.033   0.029       
SN2011ap  H           55648.40   16.112   0.036       
SN2011ap  H           55656.51   16.372   0.030      
SN2011ap  H           55657.40   16.539   0.033      
SN2011ap  H           55668.50   16.975   0.075      
SN2011ap  H           55671.36   16.895   0.055      
SN2011ap  H           55676.40   17.410   0.133      
SN2011ap  H           55679.35   17.180   0.087      
SN2011ap  H           55682.41   17.378   0.189      
SN2011ap  H           55688.28   17.462   0.156      
SN2011ap  H           55691.37   17.783   0.215      
SN2011ap  H           55694.26   17.822   0.247      
SN2011ap  H           55697.29   17.966   0.205      
SN2011ap  H           55701.36   17.794   0.167      
SN2011ap  H           55707.24   17.948   0.178      
SN2011ap  H           55710.33   17.743   0.151      
SN2011ap  H           55716.35   17.873   0.139      
SN2011ap  H           55717.29   18.125   0.179      
SN2011ap  K           55630.46   15.841   0.082       
SN2011ap  K           55631.47   15.866   0.070       
SN2011ap  K           55637.46   15.739   0.073       
SN2011ap  K           55639.43   15.482   0.057       
SN2011ap  K           55641.45   15.759   0.052       
SN2011ap  K           55643.42   15.658   0.049       
SN2011ap  K           55644.43   15.707   0.066       
SN2011ap  K           55646.52   16.003   0.086       
SN2011ap  K           55647.47   16.019   0.078       
SN2011ap  K           55648.40   15.875   0.063       
SN2011ap  K           55656.51   15.977   0.079      
SN2011ap  K           55657.40   16.390   0.139      
SN2011ap  K           55671.36   16.463   0.132      
SN2011ap  K           55676.40   16.737   0.182      
SN2011ap  K           55679.35   17.168   0.273      
SN2011ap  K           55682.41   17.043   0.001      
