56004.41 1.9 0 0 13.79 0.01 13.86 0.01 13.82 0.01 13.72 0.01 
56005.57 3.1 0 0 13.52 0.05 13.68 0.05 13.53 0.03 13.53 0.01
56006.71 4.2 0 0 13.47 0.12 13.59 0.11 13.4 0.09 13.39 0.07
56006.41 3.9 0 0 13.6 0.01 13.58 0.01 13.43 0.01 13.31 0.01
56006.44 3.9 0 0 13.54 0.08 13.56 0.07 13.35 0.05 13.41 0.05
56007.57 5.1 0 0 13.47 0.11 13.52 0.1 13.29 0.08 13.28 0.06
56007.31 4.8 0 0 13.53 0.06 13.52 0.06 13.38 0.05 13.39 0.05
56008.57 6.1 0 0 13.38 0.05 13.39 0.05 13.22 0.03 13.2 0.04
56008.31 5.8 0 0 13.41 0.05 13.44 0.05 13.27 0.06 13.22 0.05
56009.58 7.1 0 0 13.42 0.02 13.38 0.02 13.11 0.04 13.13 0.03
56009.31 6.8 0 0 13.42 0.04 13.36 0.04 13.19 0.04 13.16 0.02
56010.54 8 0 0 13.36 0.02 13.34 0.02 13.11 0.03 13.11 0.02
56010.35 7.8 0 0 13.43 0.02 13.34 0.02 13.18 0.03 13.11 0.01
56010.35 7.8 12.5 0.04 13.35 0.02 13.3 0.02 13.1 0.01 13.07 0.03
56010.36 7.9 0 0 13.39 0.03 13.3 0.03 13.12 0.01 13.12 0.01
56011.54 9 0 0 13.38 0.03 13.28 0.03 13.11 0.02 13.07 0.02
56011.36 8.9 12.55 0.08 13.32 0.03 13.29 0.02 13.12 0.02 13.06 0.03
56013.36 10.9 12.74 0.07 13.43 0.06 0 0 0 0 0 0
56013.39 10.9 0 0 0 0 13.33 0.03 13.16 0.04 13.08 0.03
56014.44 11.9 0 0 13.43 0.03 13.31 0.03 0 0 0 0
56015.53 13 0 0 13.51 0.04 13.35 0.03 13.13 0.02 13.07 0.02
56015.39 12.9 12.84 0.06 13.5 0.02 13.35 0.02 13.12 0.02 13.07 0.05
56016.51 14 0 0 13.48 0.02 13.35 0.02 13.11 0.02 13.03 0.04
56016.37 13.9 0 0 13.46 0.03 13.3 0.03 13.12 0.03 13.01 0.01
56017.57 15.1 0 0 13.61 0.09 13.34 0.08 13.14 0.03 12.98 0.03
56017.37 14.9 0 0 0 0 0 0 13.08 0.02 13.02 0.03
56018.43 15.9 0 0 13.53 0.02 13.29 0.02 13.13 0.03 12.98 0.02
56020.32 17.8 0 0 13.58 0.07 13.34 0.06 13.13 0.05 12.92 0.03
56029.53 27 0 0 0 0 13.37 0.06 13.06 0.08 12.9 0.03
56032.6 30.1 0 0 0 0 13.4 0.01 13.05 0.01 12.9 0.05
56035.55 33 0 0 0 0 13.44 0.02 13.09 0.01 12.88 0.01
56042.43 39.9 0 0 14.41 0.03 13.42 0.02 13.13 0.03 12.86 0.02
56043.4 40.9 0 0 14.41 0.04 13.44 0.04 13.08 0.03 12.84 0.04
56043.49 41 0 0 14.43 0.01 13.45 0.01 13.06 0.03 12.91 0.04
56048.55 46 15.43 0.02 14.45 0.02 13.46 0.02 13.07 0.02 12.84 0.02
56049.94 47.4 0 0 0 0 13.5 0.02 13.05 0.03 12.8 0.04
56050.57 48.1 0 0 14.54 0.04 13.46 0.04 13.07 0.04 12.79 0.03
56053.4 50.9 15.7 0.03 14.72 0.02 13.54 0.02 13.07 0.04 12.82 0.05
56056.61 54.1 0 0 0 0 13.53 0.02 13.08 0.03 12.81 0.02
56059.65 57.2 0 0 14.71 0.08 13.53 0.08 13.1 0.04 12.8 0.01
56069.55 67 0 0 15.1 0.06 13.56 0.05 13.02 0.03 12.76 0.03
56071.57 69.1 0 0 0 0 13.59 0.03 13.02 0.04 12.9 0.04
56074.38 71.9 16.56 0.05 14.97 0.01 13.6 0.01 13.08 0.02 12.83 0.02
56075.61 73.1 0 0 0 0 13.59 0.02 13.02 0.03 12.75 0.03
56086.55 84 0 0 0 0 13.64 0.01 13.11 0.01 0 0
56092.51 90 0 0 0 0 13.67 0.03 13.11 0.03 0 0
56096.41 93.9 17.17 0.06 15.19 0.02 13.75 0.02 13.17 0.01 12.88 0.01
56103.53 101 0 0 0 0 13.82 0.04 13.18 0.05 12.88 0.04
56105.4 102.9 0 0 15.45 0.04 13.88 0.02 13.21 0.04 12.85 0.06
56111.48 109 0 0 15.31 0.12 13.9 0.11 13.29 0.05 12.95 0.03
56115.49 113 0 0 15.45 0.04 14.01 0.03 13.37 0.05 13.08 0.06
56116.4 113.9 17.62 0.05 15.47 0.03 14.03 0.03 13.4 0.02 13.11 0.02
56117.48 115 0 0 15.49 0.11 14.02 0.1 13.4 0.02 13.12 0.02
56118.49 116 0 0 15.52 0.05 14.05 0.05 13.37 0.03 13.08 0.02
56126.48 123 0 0 15.87 0.07 14.32 0.03 13.63 0.03 13.28 0.03
56128.48 126 0 0 15.92 0.12 14.46 0.11 0 0 0 0
56129.48 127 0 0 0 0 0 0 13.88 0.04 13.57 0.05
56132.47 130 0 0 0 0 14.67 0.01 13.88 0.02 0 0
56288.7 286.2 0 0 18.55 0.02 17.37 0.02 16.36 0.04 15.9 0.03
56335.63 333.1 20.34 0.1 18.98 0.03 17.8 0.02 16.85 0.01 16.32 0.02
