Time (MJD),UVW2,UVM2,UVW1,U,B,V,R,I
1.0279999999984284,0.7785469312892549,1.3481888513359854,4.1976610444531595,23.728193655468136,62.967775336617656,77.8238810185249,195.28540097148016,196.16871492831484
10.718500000002678,5.171221423867017,8.378464602902076,30.200150445179073,164.9090985601507,351.05116704033776,416.5168965046016,849.742503206068,852.5456507621814
11.555399999997462,5.161490604573523,8.364533030386983,30.352298845712326,168.47789995771177,357.23501134417,423.8094153602741,842.0929074515191,844.3744163995394
12.225500000000466,5.043072715247771,8.18016195632402,29.71593986889747,163.42034242947818,350.88455218121,420.05794499467254,846.8361633134317,849.1645735813435
16.740700000002107,3.9044642521977813,6.052174410352607,21.700978151122836,128.29833734867358,307.5409793377594,377.2953679476219,823.6051252391655,826.1601526584667
17.74489999999787,3.4844757166071134,5.484236361900531,19.710611405737996,114.21221648358139,284.21907407625844,354.34516382380696,779.9970064001501,782.0147753771563
24.56300000000192,1.6149104690706455,2.4763854509435195,9.081885464509476,55.8881355949961,159.18640178366056,210.91114731024425,525.3854539564127,527.0323368285891
25.433100000002014,1.4820571204359254,2.257915954443214,8.184245076676039,49.956028048475844,144.14130718475062,195.09655827039415,514.4385591497254,516.2565803179981
26.46889999999985,1.3895885680056665,2.160312855727145,7.633910801985934,45.21700580559212,130.04818781928466,177.71847655453897,485.77949798180293,487.56174166883466
28.611700000001292,1.0194814217443886,1.5668731483881024,5.6214407014004735,33.85218195154092,102.23386782827997,143.30162022593473,428.20656594319576,429.9147953544933
35.455800000003364,0.5667569612001537,0.9197804430704931,3.0199872102517697,16.680488928046966,55.37929365829945,85.52377421461665,315.56003358170096,317.0318615068368
47.958599999998114,0.3539432856763055,0.6101369837860501,1.6486063674685192,7.830783568987792,24.687855106423036,38.51982479333505,173.55591546698994,174.59588522214332
56.47589999999764,0.29302946693685905,0.5146896039718103,1.287936321512302,5.937365532548425,18.17909632320972,27.763186660617823,111.28938594903332,112.03516035664859
77.12170000000333,0.24839916368248818,0.45253492957448666,0.9997893179125825,4.0816970557821035,12.43172650808878,18.146520503492013,82.02986527684139,82.63699679774449
90.50269999999728,0.22294356194157297,0.4125586337029876,0.8301621978061066,3.1270293578440285,9.542672124724872,13.661825834699675,66.83036812715075,67.34893243245725
111.6221000000005,0.20544434558435873,0.3892960753006549,0.7204202415889212,2.38989673540759,7.4678239879504895,10.214850400148695,48.67739848575384,49.05617604469805
