Time (MJD),UVW2,UVM2,UVW1,U,B,V
54161.8408,0.2754126521197514,0.32706067714409587,1.793978142402554,17.818187579351022,58.753814173087946,70.15073837701054
54165.0591,0.9080211625354039,1.047471399492063,6.0834811117433,64.90398120923409,164.68381791833212,189.35325708368646
54169.6568,1.8863300239648593,2.229783105561597,12.743429227364306,131.22524930832222,320.0614471314808,366.2599895036434
54170.6312,1.9575089920877367,2.3381645148835646,13.059164255213545,132.42734722131058,328.64652084946783,376.71449666313396
54171.5313,2.069418212833105,2.4621918938049676,13.792479342320725,138.8048395043339,344.62606715382395,396.0643209186513
54172.3682,2.0882540122897093,2.515017666350449,13.900273273927791,141.79382725180287,350.9170962450227,403.39987225742817
54173.0383,2.048568639405545,2.447257541796753,13.640981709768957,137.40969848115458,343.81864201792314,398.32823220815476
54175.6145,1.6284456312379934,1.9602507685729997,10.608052914785759,98.2078283250134,298.6969782475472,354.4113565029234
54176.5487,1.7103008596191966,2.0617889530021203,11.194278754395807,112.23761214888299,310.71968612347786,366.7913501353042
54177.5535,1.5650199954766568,1.8825814979456947,10.186133614864351,103.42338137990934,294.7823076863582,349.42289823380406
54178.5577,1.4424345395641207,1.7377228096874637,9.389891807095069,91.39777242031784,270.6483625690708,325.6215432612939
54179.5612,1.2850472099199628,1.5417696758752417,8.419916688186273,81.8529653528525,251.36264212379118,305.00275739712293
54180.5907,1.1788374125685541,1.41317895241189,7.63606305089231,73.98171365827241,233.0873214239539,285.37180225317934
54181.0644,1.0838831279733974,1.2765719859010967,7.006086292369871,68.30542655525102,220.7303080780377,272.9721268114384
54182.3643,0.9611626654024803,1.138348605815877,6.159606310638569,59.391516707726424,196.2524308032775,244.21113494449685
54183.2301,0.900278126483194,1.0592204984290785,5.794999950324974,55.189075140431854,182.97405817387943,230.58707101025175
54184.475,0.7860388051755538,0.9196106937279197,5.033897873607481,48.070208063455304,162.8030297117763,207.59711830259246
54185.3758,0.6970291314126498,0.8202136665809961,4.460206627966204,42.717679127969724,147.884254008155,188.11163317815007
54186.2459,0.6278866168113172,0.7320157020733541,3.993861478435736,38.15002121227288,133.43773501217564,172.8377571420125
54187.2817,0.5848641714902856,0.6972603924770926,3.7083437781062245,34.65771353586013,120.30951714275126,156.98021684705574
54188.2833,0.5034601704489925,0.585599890396575,3.1690468858326137,30.09903045971763,108.42307698356188,143.69082661068134
54189.4245,0.4404006298427399,0.5199066926796854,2.7758247403127134,25.561447218376145,93.82629128883332,125.06456832413956
54190.4987,0.3626726118060647,0.44049950485827494,2.261663560985064,17.893224030374657,77.37835265900078,104.74431123859966
54191.2665,0.3837802073059735,0.46006117591632467,2.376946750017415,21.35007041770515,78.93594610675747,107.93665865632784
54192.4401,0.3275650756855188,0.3886375112754147,2.029106947913798,18.34621333769408,70.30806442795446,97.64585517329071
54193.0203,0.30421761226704025,0.36360291497124025,1.874544460736204,16.646927750439453,64.4999870160832,90.48682197643475
54195.8152,0.23770310584175589,0.28401110833284215,1.4606906657667305,12.407840332406769,50.13703612944756,72.59241876563239
54196.2686,0.23498161662606723,0.28086026774022904,1.443963673291602,12.306847941402852,49.68367774604838,72.1302762218734
54200.1088,0.17513931529243632,0.21543589647946584,1.061622392524744,8.757558538970887,36.95651295143985,54.732708521904534
54202.4308,0.1568248627946928,0.19558022047670987,0.9404781614851142,7.8487761114430015,32.05163473290781,47.01307118796306
54204.4517,0.13583042860928002,0.17216059729752506,0.7913459090736086,6.570179445774376,26.47854725209456,40.85697496039149
54206.5268,0.12220032093118682,0.15624300458725704,0.739769177859428,6.131632831890039,23.526988805598197,34.59077601615052
54208.7714,0.11686692085103965,0.15104238872226822,0.7014459688852928,5.726891037371525,22.05260620422214,31.95684793904857
54211.7969,0.09989765457814054,0.13158540972965782,0.5974651923143333,4.781229650194121,18.82219793917224,27.855177340344962
54213.7318,0.09847429967973004,0.13037706769972873,0.5861922943718499,4.668330849311912,18.402317917224153,26.872400728908712
54215.3133,0.08936938222103322,0.11999180757610134,0.5252605642129018,4.258249933971713,16.882555635334263,24.65887245533486
54217.2887,0.08790979771939021,0.11867100356699645,0.5187337174659266,4.293106006209407,16.213881314128262,23.2661324985694
54219.8194,0.08520758138679398,0.11586677776915301,0.5040867363975637,4.020317110580572,15.60363829574665,22.148579073306095
54223.4978,0.07859649896073863,0.10792520092958188,0.46073177712622815,3.7884050153860462,14.91173672868594,21.15671752252405
54225.6741,0.073952461248812,0.1028940372804358,0.4365947273137526,3.6059173917260927,13.63997728059771,19.080859767095145
54231.4648,0.06637636989566176,0.09419727742620235,0.38887892026842685,3.157107489819159,12.368135602282065,17.383998207763433
54237.9345,0.06249819009207,0.09052165360597202,0.36834477756916284,2.7868164378186293,10.993641598622546,15.034545745149064
54244.4183,0.05310836182803243,0.07963100449679648,0.30699519168595185,2.4379116576183826,9.614000060934723,12.886189109123116
54251.3155,0.04904187254803637,0.0755393031426865,0.28150458605127593,2.0194514897378717,8.341943723394776,11.166692857200578
54258.2466,0.045417211893875445,0.07122310259829957,0.2560508189836888,1.8117410303821728,8.032027826912932,10.786701926606387
54272.4349,0.040424506305909685,0.06621971237436687,0.22718895193987257,1.4149553919453497,6.426847287585257,8.285275662895856
