Time (MJD),UVW2,UVM2,UVW1,U,B,V
1.0279999999984284,0.28622993552570364,0.35962137010202766,1.8009740350521302,17.711998198278526,59.0296769377811,70.90647463138755
4.246299999998882,0.9152966445940705,1.0951492021801235,5.9886044236770175,63.957258929302284,165.3342606887601,191.03868242087407
8.843999999997322,2.290821909954514,2.812798011165782,15.13184471012434,139.26276497559112,318.7511013195309,364.8662839336741
9.818400000003749,2.7644490233960943,3.5478871032726533,17.291877452403327,144.34779969693466,327.6870965232517,375.16710213092864
10.718500000002678,2.939573239398559,3.7610175639832213,18.313930874764836,151.4167909135161,343.87966320571894,394.71664435229167
11.555399999997462,2.9487097198146737,3.8145284789630067,18.38852364195162,154.3918033209694,349.71482263008915,401.59551409913763
12.225500000000466,2.890157950737587,3.710166746443961,18.064695818710796,149.87903807416038,343.2847687691863,397.2367047249906
14.80170000000362,2.4167369542776083,3.23226760689404,14.145256220940167,108.68962671600131,302.548842636446,357.4612723835762
15.735899999999674,2.506740779216138,3.342297858081019,14.808121882863945,122.35760523064945,312.21008564958794,367.54630488135217
16.740700000002107,2.2980995468883503,3.120156333953335,13.16595924313386,111.38003995002515,296.4713558342685,350.32467308702525
17.74489999999787,2.0862229922435263,2.8406026436721112,12.135687593667058,98.855605971319,273.0897655252855,327.333936997641
18.748399999996764,1.7504232685986039,2.362106211695621,10.665563126179975,88.62787076126202,253.89899170903746,306.8504092424028
19.777900000000955,1.6808737891273628,2.3421716555483174,9.490194418178756,77.96674476364313,234.69950501231165,286.7645617723321
20.251600000003236,1.5384744316108447,2.102314701124981,8.656729959882348,72.08162807629742,222.3927976577693,274.4274829384499
21.551500000001397,1.4137340773993086,1.9454303286494108,7.696882857150351,62.896631836448236,197.98451210960113,245.7580429888213
22.417300000000978,1.2749038308731193,1.7423506095192105,7.171476795878823,58.332136341431365,184.5364164029522,231.9825839710121
23.662199999998847,1.1161523793433479,1.5146054844730628,6.217535648600165,50.884981023379304,164.2994648083865,208.94741929582221
24.56300000000192,0.8588601636570218,1.1933830359831474,4.968474623330421,43.16669383234779,148.22695601289055,190.54551148133385
25.433100000002014,0.780815225874743,1.0733383321631833,4.453648240523136,38.54632509161754,133.69816389125214,175.13350336095246
26.46889999999985,0.7366334969369169,1.042365802634777,4.183738549599374,34.99627753384045,120.51193839364578,159.07171741042174
27.470500000003085,0.6334741087917145,0.8673443378367881,3.542753674792651,30.483057863137564,108.6519280986472,145.73025764637862
28.611700000001292,0.5451411682582896,0.7603906793827552,3.108597385844641,25.900665030594716,94.0172222837506,126.85779142738596
29.685899999996764,0.459257064496447,0.6662067902623681,2.599202899025562,18.392492678023764,77.70653055411191,106.47834981129694
30.453699999998207,0.506680455955144,0.7217795730143417,2.7323034567089235,21.670065084037745,79.09666345106425,109.57510556818734
31.627300000000105,0.41140732140592656,0.5763338721187246,2.2860557364111953,18.64403599815659,70.44225256890778,99.16944176944438
32.2074999999968,0.38811772813594747,0.5491876895273476,2.129755459633049,16.931904089221767,64.62205102401015,91.92712758120278
35.00239999999758,0.28799218946391075,0.4158662489939913,1.589710544871776,11.763153114420513,46.9215269634457,72.05229777377932
35.455800000003364,0.2825887957394315,0.40814566484271747,1.5675654554343452,11.666876569769368,46.47498696880772,71.59083289309311
39.296000000002095,0.2152401015698038,0.32185770527949115,1.1702968707249368,8.333405215205687,34.480276633558084,54.352568721200775
41.61800000000221,0.2150864425784967,0.3280946413830353,1.0911160931002255,7.481917857766927,29.025966689094794,45.20303955665045
43.6388999999981,0.20136210209443914,0.31033919634157925,0.9490417420889827,6.291745214714415,23.6365626615124,39.12823538942532
45.71399999999994,0.16476181640225587,0.26040599014636534,0.8655111435959824,5.831922816329619,21.272915285459682,33.22517681644221
47.958599999998114,0.16958408703454025,0.2690070298258394,0.8441967410969742,5.470620613585684,20.04852103180134,30.760517230167288
50.98410000000149,0.14135236497465173,0.2297352422667595,0.7176182540518002,4.568703292248692,17.00712462728186,26.76395668536142
52.91900000000169,0.15086285322839627,0.2446611596886468,0.7266462830053482,4.511262787107163,16.825174494769108,25.873096245763108
54.50050000000192,0.14272026449898587,0.2323886700513381,0.6608560020082688,4.142098026592118,15.463864598373215,23.77074959353797
56.47589999999764,0.14332913539404873,0.23398067604166392,0.6587106024289006,4.1783462265228035,14.930542797568275,22.468866108358082
59.00660000000062,0.13970849973405278,0.23006470599514264,0.6446248663668421,3.91466552815728,14.40975887710544,21.413402703659546
62.68499999999767,0.1301737439314949,0.2149258242333286,0.5894792490358955,3.7093774931558565,13.795157380068316,20.478692939176348
64.86129999999685,0.12213567480198717,0.20468540642540684,0.5611083523963931,3.5282659921530355,12.6668103324064,18.49344043390789
70.65200000000186,0.1104685475722003,0.1882176532486141,0.5037915140674443,3.103281198407232,11.483455140797426,16.855050277430287
77.12170000000333,0.10761697236965263,0.18687818523793787,0.4900643668192093,2.742578405518992,10.280896874170475,14.619071692256963
83.60549999999785,0.09745050486549536,0.17116351494748583,0.4196585326798712,2.4331617535728336,9.074130164378392,12.593550507646603
90.50269999999728,0.09411132305414135,0.16850196528957795,0.3986792699761628,2.0279159839666967,7.882157437667874,10.922864004141097
97.43379999999888,0.09011931983676255,0.162038922641504,0.36881435608224916,1.840861889673035,7.599725755485205,10.56634352532919
111.6221000000005,0.08597004416268408,0.15858374297385142,0.3451850401371074,1.4567705004557445,6.156637626577222,8.169333360085671
