Epoch,Wavelength,Flux
0,967.8,3.3984e-13
0,968.8,3.2356e-13
0,969.8,2.8732e-13
0,970.7,2.2108000000000003e-13
0,971.7,1.3057e-13
0,972.7,9.138500000000001e-14
0,973.7,1.5819e-13
0,974.6,2.5891e-13
0,975.6,3.3369e-13
0,976.6,3.7983e-13
0,977.6,4.0281e-13
0,978.5,4.175e-13
0,979.5,4.3201999999999996e-13
0,980.5,4.4088000000000004e-13
0,981.5,4.4598999999999995e-13
0,982.5,4.554100000000001e-13
0,983.5,4.6427e-13
0,984.4,4.602e-13
0,985.4,4.6275e-13
0,986.4,4.7696e-13
0,987.4,4.6243e-13
0,988.4,4.2858999999999994e-13
0,989.4,3.9898000000000003e-13
0,990.4,3.9459e-13
0,991.4,4.4088000000000004e-13
0,992.4,4.7767e-13
0,993.4,4.8909e-13
0,994.4,4.6586e-13
0,995.4,4.7057e-13
0,996.4,4.9763e-13
0,997.3,5.0912e-13
0,998.3,5.1958e-13
0,999.3,5.3107e-13
0,1000.0,5.4703e-13
0,1001.0,5.6483e-13
0,1002.0,5.7824e-13
0,1003.0,5.894899999999999e-13
0,1004.0,5.9404e-13
0,1005.0,5.9412e-13
0,1006.0,5.9356e-13
0,1007.0,5.9819e-13
0,1008.0,6.0649e-13
0,1009.0,6.1232e-13
0,1010.0,6.2533e-13
0,1011.0,6.371399999999999e-13
0,1012.0,6.4217e-13
0,1013.0,6.531e-13
0,1014.0,6.6092e-13
0,1016.0,6.7162e-13
0,1017.0,6.910899999999999e-13
0,1018.0,6.9724e-13
0,1019.0,6.8958e-13
0,1020.0,6.7752e-13
0,1021.0,6.5749e-13
0,1022.0,6.283600000000001e-13
0,1023.0,5.594e-13
0,1024.0,4.2771000000000005e-13
0,1025.0,2.5205e-13
0,1026.0,1.5388e-13
0,1027.0,2.5475999999999997e-13
0,1028.0,4.3968e-13
0,1029.0,5.9707e-13
0,1030.0,7.0634e-13
0,1031.0,7.6659e-13
0,1032.0,8.1089e-13
0,1033.0,8.5159e-13
0,1034.0,8.755399999999999e-13
0,1035.0,8.7394e-13
0,1036.0,8.2685e-13
0,1037.0,8.2446e-13
0,1038.0,9.0666e-13
0,1039.0,9.6014e-13
0,1040.0,9.8169e-13
0,1041.0,9.9845e-13
0,1042.0,1.0024e-12
0,1043.0,1.0008e-12
0,1044.0,1.0168e-12
0,1045.0,1.0392e-12
0,1046.0,1.0591e-12
0,1048.0,1.0639e-12
0,1049.0,1.0711e-12
0,1050.0,1.1054e-12
0,1051.0,1.1301e-12
0,1052.0,1.1381e-12
0,1053.0,1.1501e-12
0,1054.0,1.17e-12
0,1055.0,1.186e-12
0,1056.0,1.2107e-12
0,1057.0,1.2395e-12
0,1058.0,1.257e-12
0,1059.0,1.2538e-12
0,1060.0,1.2594e-12
0,1061.0,1.2882e-12
0,1062.0,1.2834e-12
0,1063.0,1.2746e-12
0,1064.0,1.3121e-12
0,1066.0,1.3217e-12
0,1067.0,1.3073e-12
0,1068.0,1.3057e-12
0,1069.0,1.3329e-12
0,1070.0,1.3943e-12
0,1071.0,1.435e-12
0,1072.0,1.4526e-12
0,1073.0,1.4598e-12
0,1074.0,1.4845e-12
0,1075.0,1.514e-12
0,1076.0,1.5444e-12
0,1077.0,1.5859e-12
0,1078.0,1.6178e-12
0,1080.0,1.6473e-12
0,1081.0,1.6729e-12
0,1082.0,1.6808e-12
0,1083.0,1.68e-12
0,1084.0,1.6473e-12
0,1085.0,1.6345e-12
0,1086.0,1.7048e-12
0,1087.0,1.7958e-12
0,1088.0,1.8317e-12
0,1089.0,1.8508e-12
0,1090.0,1.8564e-12
0,1091.0,1.8732e-12
0,1093.0,1.9211e-12
0,1094.0,1.9618e-12
0,1095.0,1.9594e-12
0,1096.0,1.8732e-12
0,1097.0,1.7854e-12
0,1098.0,1.8413e-12
0,1099.0,1.9354e-12
0,1100.0,2.0623e-12
0,1101.0,2.2563e-12
0,1102.0,2.4486e-12
0,1104.0,2.6274e-12
0,1105.0,2.7671e-12
0,1106.0,2.9634e-12
0,1107.0,3.3409e-12
0,1108.0,4.3649e-12
0,1109.0,7.5789e-12
0,1110.0,1.4925000000000003e-11
0,1111.0,2.3385000000000002e-11
0,1112.0,3.3122e-11
0,1114.0,3.7759e-11
0,1115.0,4.6411000000000007e-11
0,1116.0,8.2206e-11
0,1117.0,8.2925e-11
0,1118.0,8.0211e-11
0,1119.0,1.1420999999999999e-10
0,1120.0,1.1118000000000001e-10
0,1121.0,7.2278e-11
0,1123.0,7.0155e-11
0,1124.0,1.2898e-10
0,1125.0,1.5899e-10
0,1126.0,1.625e-10
0,1127.0,1.3488e-10
0,1128.0,8.276500000000001e-11
0,1129.0,5.9883e-11
0,1130.0,9.7371e-11
0,1132.0,1.4661000000000002e-10
0,1133.0,1.5196e-10
0,1134.0,1.3337e-10
0,1135.0,1.4652999999999998e-10
0,1136.0,1.8149e-10
0,1137.0,1.779e-10
0,1138.0,1.2642000000000001e-10
0,1140.0,7.0107e-11
0,1141.0,7.3866e-11
0,1142.0,1.0463e-10
0,1143.0,1.0751e-10
0,1144.0,1.115e-10
0,1145.0,1.4542e-10
0,1146.0,1.5515e-10
0,1148.0,1.4749000000000003e-10
0,1149.0,1.5978e-10
0,1150.0,1.7024e-10
0,1151.0,1.6976e-10
0,1152.0,1.6092e-10
0,1153.0,2.2088e-10
0,1157.0,3.2695e-10
0,1158.0,3.8185000000000003e-10
0,1159.0,2.0511e-10
0,1160.0,1.1161e-10
0,1162.0,2.1519999999999997e-10
0,1163.0,2.5318e-10
0,1164.0,1.2391e-10
0,1165.0,4.222999999999999e-11
0,1170.0,4.0521e-11
0,1171.0,6.4596e-11
0,1172.0,1.5845e-11
0,1173.0,6.616800000000001e-11
0,1175.0,1.0961e-10
0,1176.0,5.4408e-11
0,1185.0,2.0000999999999998e-11
0,1198.0,1.178e-11
0,1199.0,2.2809e-11
0,1202.0,0.0
0,1203.0,0.0
0,1204.0,0.0
0,1205.0,0.0
0,1206.0,0.0
0,1208.0,0.0
0,1209.0,0.0
0,1210.0,0.0
0,1211.0,0.0
0,1212.0,0.0
0,1214.0,0.0
0,1215.0,0.0
0,1216.0,0.0
0,1217.0,0.0
0,1218.0,0.0
0,1219.0,0.0
0,1221.0,0.0
0,1222.0,0.0
0,1223.0,0.0
0,1224.0,0.0
0,1225.0,0.0
0,1226.0,0.0
0,1228.0,0.0
0,1229.0,0.0
0,1230.0,2.8030999999999998e-11
0,1231.0,3.6817e-11
0,1232.0,6.3413e-11
0,1234.0,5.2521e-11
0,1235.0,5.5092e-11
0,1236.0,3.5149999999999996e-11
0,1237.0,3.0895e-11
0,1238.0,8.225700000000001e-11
0,1240.0,1.1159e-10
0,1241.0,8.2006e-11
0,1242.0,1.2843e-10
0,1243.0,1.5794e-10
0,1244.0,7.9889e-11
0,1245.0,5.474100000000001e-11
0,1247.0,7.3536e-11
0,1248.0,9.033700000000001e-11
0,1249.0,1.1136e-10
0,1250.0,1.7146999999999998e-10
0,1251.0,2.0557e-10
0,1252.0,2.2241999999999997e-10
0,1254.0,2.4928999999999997e-10
0,1255.0,2.6974e-10
0,1256.0,3.0103e-10
0,1257.0,3.0162999999999997e-10
0,1258.0,3.0816000000000005e-10
0,1260.0,2.9624e-10
0,1261.0,3.3562000000000003e-10
0,1262.0,5.4094e-10
0,1263.0,5.8044e-10
0,1264.0,5.400200000000001e-10
0,1265.0,6.384e-10
0,1267.0,7.4291e-10
0,1268.0,1.0164e-09
0,1269.0,1.2068e-09
0,1270.0,1.1893e-09
0,1271.0,1.2435e-09
0,1272.0,1.1931e-09
0,1274.0,1.0793e-09
0,1275.0,1.0380999999999998e-09
0,1276.0,1.1219e-09
0,1277.0,1.3162e-09
0,1278.0,1.5217e-09
0,1280.0,1.7732999999999999e-09
0,1281.0,2.0597e-09
0,1282.0,2.2582e-09
0,1283.0,2.3749e-09
0,1284.0,2.3045e-09
0,1286.0,2.1268e-09
0,1287.0,2.0761e-09
0,1288.0,2.0758000000000002e-09
0,1289.0,2.2784000000000003e-09
0,1290.0,2.5030999999999998e-09
0,1291.0,2.6882e-09
0,1293.0,2.8809000000000003e-09
0,1294.0,2.9704000000000004e-09
0,1295.0,3.0313e-09
0,1296.0,3.0123e-09
0,1297.0,2.9369e-09
0,1298.0,2.7861999999999997e-09
0,1300.0,2.5785999999999998e-09
0,1301.0,2.167e-09
0,1302.0,1.9419e-09
0,1303.0,1.9544e-09
0,1304.0,1.993e-09
0,1306.0,1.9880999999999998e-09
0,1307.0,2.0672e-09
0,1308.0,2.1249e-09
0,1309.0,2.1246e-09
0,1310.0,2.3505e-09
0,1312.0,2.7389999999999997e-09
0,1313.0,3.1983e-09
0,1314.0,3.6393000000000005e-09
0,1315.0,3.9538e-09
0,1316.0,4.0603e-09
0,1317.0,4.1308999999999995e-09
0,1318.0,4.2718e-09
0,1320.0,4.381600000000001e-09
0,1321.0,4.3788e-09
0,1322.0,4.2745e-09
0,1323.0,4.2732e-09
0,1324.0,4.1060000000000005e-09
0,1326.0,4.1041e-09
0,1327.0,4.132e-09
0,1328.0,4.1291000000000006e-09
0,1329.0,4.0553e-09
0,1330.0,4.170100000000001e-09
0,1332.0,3.846e-09
0,1333.0,3.4994e-09
0,1334.0,3.3656999999999997e-09
0,1335.0,3.6680999999999998e-09
0,1336.0,4.0885e-09
0,1337.0,4.8086e-09
0,1339.0,5.2228e-09
0,1340.0,5.4086e-09
0,1341.0,5.472600000000001e-09
0,1342.0,5.453899999999999e-09
0,1343.0,5.6226e-09
0,1344.0,5.4393000000000004e-09
0,1346.0,5.4543e-09
0,1347.0,5.3952e-09
0,1348.0,5.3477e-09
0,1349.0,5.2318e-09
0,1350.0,4.9768000000000004e-09
0,1352.0,4.7881e-09
0,1353.0,4.5538e-09
0,1354.0,4.5253000000000005e-09
0,1355.0,4.405699999999999e-09
0,1356.0,4.4688e-09
0,1358.0,4.601199999999999e-09
0,1359.0,4.9471e-09
0,1360.0,5.001399999999999e-09
0,1361.0,4.8746000000000005e-09
0,1362.0,4.9959e-09
0,1363.0,4.937000000000001e-09
0,1364.0,4.8692e-09
0,1366.0,4.9797e-09
0,1367.0,4.9946e-09
0,1368.0,4.927e-09
0,1369.0,5.004999999999999e-09
0,1370.0,5.1254e-09
0,1372.0,5.1527e-09
0,1373.0,5.2946e-09
0,1374.0,5.5177e-09
0,1375.0,5.595399999999999e-09
0,1376.0,5.475100000000001e-09
0,1378.0,5.387e-09
0,1379.0,5.483899999999999e-09
0,1380.0,5.2634999999999995e-09
0,1381.0,5.197199999999999e-09
0,1382.0,5.553899999999999e-09
0,1383.0,5.5565e-09
0,1385.0,5.4045e-09
0,1386.0,5.373100000000001e-09
0,1387.0,5.4073000000000005e-09
0,1388.0,5.5632e-09
0,1389.0,5.5382e-09
0,1390.0,5.550000000000001e-09
0,1392.0,5.47e-09
0,1393.0,5.371100000000001e-09
0,1394.0,5.299199999999999e-09
0,1395.0,5.3099e-09
0,1396.0,5.2178999999999995e-09
0,1398.0,5.1023000000000005e-09
0,1399.0,5.248500000000001e-09
0,1400.0,5.5379e-09
0,1401.0,5.591899999999999e-09
0,1402.0,5.6002e-09
0,1404.0,5.6304e-09
0,1405.0,5.7714e-09
0,1406.0,6.0828000000000005e-09
0,1407.0,6.0516e-09
0,1408.0,5.810499999999999e-09
0,1409.0,5.7024e-09
0,1410.0,5.7308e-09
0,1412.0,5.8377e-09
0,1413.0,6.089600000000001e-09
0,1414.0,6.1595e-09
0,1415.0,6.0778999999999995e-09
0,1416.0,6.3676e-09
0,1418.0,6.3275999999999995e-09
0,1419.0,6.317699999999999e-09
0,1420.0,6.3379e-09
0,1421.0,6.2968e-09
0,1422.0,6.322300000000001e-09
0,1424.0,6.4281e-09
0,1425.0,6.4948e-09
0,1426.0,6.503800000000001e-09
0,1427.0,6.524100000000001e-09
0,1428.0,6.2648e-09
0,1429.0,5.9831e-09
0,1431.0,5.8121999999999994e-09
0,1432.0,5.5794e-09
0,1433.0,5.7266000000000005e-09
0,1434.0,6.0473e-09
0,1435.0,5.9499999999999995e-09
0,1436.0,6.1873999999999995e-09
0,1438.0,6.4517999999999996e-09
0,1439.0,6.2488e-09
0,1440.0,6.451e-09
0,1441.0,6.5696e-09
0,1442.0,6.4433999999999995e-09
0,1444.0,6.4985e-09
0,1445.0,6.6568000000000004e-09
0,1446.0,6.8173000000000004e-09
0,1447.0,6.996899999999999e-09
0,1448.0,6.9688e-09
0,1450.0,7.044699999999999e-09
0,1451.0,7.0328999999999996e-09
0,1452.0,7.0501999999999995e-09
0,1453.0,7.0535e-09
0,1454.0,7.021e-09
0,1455.0,7.0143e-09
0,1457.0,7.010499999999999e-09
0,1458.0,7.0098e-09
0,1459.0,6.7985e-09
0,1460.0,6.7364e-09
0,1461.0,6.9395e-09
0,1462.0,6.7396e-09
0,1464.0,6.4417e-09
0,1465.0,6.3e-09
0,1466.0,6.493800000000001e-09
0,1467.0,6.492899999999999e-09
0,1468.0,6.2945e-09
0,1470.0,6.2951e-09
0,1471.0,6.2547e-09
0,1472.0,6.0406e-09
0,1473.0,6.0988e-09
0,1474.0,6.2139e-09
0,1475.0,6.4491e-09
0,1477.0,6.682399999999999e-09
0,1478.0,6.733600000000001e-09
0,1479.0,6.4967e-09
0,1480.0,6.2756e-09
0,1481.0,6.339199999999999e-09
0,1482.0,6.3356e-09
0,1484.0,6.3029e-09
0,1485.0,6.5231e-09
0,1486.0,6.8772e-09
0,1487.0,7.2206000000000005e-09
0,1488.0,7.247e-09
0,1490.0,6.9652999999999995e-09
0,1491.0,6.7318e-09
0,1492.0,6.713100000000001e-09
0,1493.0,6.763399999999999e-09
0,1494.0,6.8398e-09
0,1496.0,7.158e-09
0,1497.0,7.619500000000001e-09
0,1498.0,7.7205e-09
0,1499.0,7.661e-09
0,1500.0,7.6476e-09
0,1501.0,7.559600000000001e-09
0,1503.0,7.4841e-09
0,1504.0,7.3995e-09
0,1505.0,7.1286e-09
0,1506.0,6.8585e-09
0,1507.0,6.5355e-09
0,1508.0,6.3759e-09
0,1510.0,6.2978e-09
0,1511.0,6.2651e-09
0,1512.0,6.4345e-09
0,1513.0,6.6514e-09
0,1514.0,6.7676000000000005e-09
0,1516.0,6.8816999999999995e-09
0,1517.0,6.9425999999999996e-09
0,1518.0,7.1002e-09
0,1519.0,7.4817e-09
0,1520.0,7.568500000000001e-09
0,1521.0,7.2283e-09
0,1523.0,7.0804e-09
0,1524.0,6.9493e-09
0,1525.0,6.7066e-09
0,1526.0,6.6606999999999996e-09
0,1527.0,6.618300000000001e-09
0,1528.0,6.506999999999999e-09
0,1530.0,6.7571e-09
0,1531.0,6.7229e-09
0,1532.0,6.4463999999999996e-09
0,1533.0,6.4479e-09
0,1534.0,6.618000000000001e-09
0,1536.0,7.0047e-09
0,1537.0,7.0753e-09
0,1538.0,7.155600000000001e-09
0,1539.0,7.2926e-09
0,1540.0,7.171199999999999e-09
0,1542.0,7.0058e-09
0,1543.0,7.0192e-09
0,1544.0,7.0582e-09
0,1545.0,6.9366e-09
0,1546.0,6.917e-09
0,1547.0,7.214500000000001e-09
0,1549.0,7.3112e-09
0,1550.0,7.1767999999999995e-09
0,1551.0,6.9592e-09
0,1552.0,6.991699999999999e-09
0,1553.0,7.015100000000001e-09
0,1554.0,6.9194999999999995e-09
0,1556.0,6.6376e-09
0,1557.0,6.330899999999999e-09
0,1558.0,6.2463e-09
0,1559.0,6.206699999999999e-09
0,1560.0,6.2187000000000005e-09
0,1562.0,6.473300000000001e-09
0,1563.0,6.6381e-09
0,1564.0,6.703e-09
0,1565.0,6.9962e-09
0,1566.0,7.121e-09
0,1568.0,7.0695e-09
0,1569.0,6.8291999999999995e-09
0,1570.0,6.5947e-09
0,1571.0,6.6976000000000005e-09
0,1572.0,6.6803e-09
0,1573.0,6.6339e-09
0,1574.0,6.7620000000000004e-09
0,1576.0,6.8028e-09
0,1577.0,6.9587e-09
0,1578.0,7.1533e-09
0,1579.0,7.2526e-09
0,1580.0,7.227799999999999e-09
0,1582.0,7.266899999999999e-09
0,1583.0,7.1832e-09
0,1584.0,7.1450000000000005e-09
0,1585.0,7.2017e-09
0,1586.0,7.0985e-09
0,1588.0,7.117899999999999e-09
0,1589.0,7.0901000000000006e-09
0,1590.0,7.0945e-09
0,1591.0,7.0885e-09
0,1592.0,6.879999999999999e-09
0,1593.0,6.9549e-09
0,1595.0,7.025899999999999e-09
0,1596.0,7.0532e-09
0,1597.0,7.127e-09
0,1598.0,7.1063e-09
0,1599.0,6.9703e-09
0,1600.0,6.9516e-09
0,1602.0,6.9391000000000006e-09
0,1603.0,6.746600000000001e-09
0,1604.0,6.8698e-09
0,1605.0,6.936399999999999e-09
0,1606.0,6.998e-09
0,1608.0,6.993199999999999e-09
0,1609.0,7.0513e-09
0,1610.0,7.067e-09
0,1611.0,6.9977e-09
0,1612.0,7.0053e-09
0,1614.0,7.105600000000001e-09
0,1615.0,7.0555e-09
0,1616.0,7.207600000000001e-09
0,1617.0,7.1675e-09
0,1618.0,7.0544e-09
0,1619.0,7.0267e-09
0,1620.0,7.1585e-09
0,1622.0,7.237399999999999e-09
0,1623.0,7.1927e-09
0,1624.0,7.0882e-09
0,1625.0,7.0167e-09
0,1626.0,7.0435e-09
0,1628.0,7.0206e-09
0,1629.0,6.9533999999999996e-09
0,1630.0,6.9626999999999995e-09
0,1631.0,6.9662e-09
0,1632.0,6.8991e-09
0,1634.0,6.8887e-09
0,1635.0,7.063399999999999e-09
0,1636.0,7.0286e-09
0,1637.0,6.8926e-09
0,1638.0,7.110800000000001e-09
0,1639.0,7.1175e-09
0,1641.0,6.9142999999999996e-09
0,1642.0,6.9430000000000005e-09
0,1643.0,6.988100000000001e-09
0,1644.0,6.958100000000001e-09
0,1645.0,7.0912e-09
0,1646.0,7.1478e-09
0,1648.0,7.066e-09
0,1649.0,7.0045e-09
0,1650.0,6.9148e-09
0,1651.0,6.716499999999999e-09
0,1652.0,6.466e-09
0,1654.0,6.200399999999999e-09
0,1655.0,5.665399999999999e-09
0,1656.0,5.313e-09
0,1657.0,5.4781999999999995e-09
0,1658.0,5.7652999999999995e-09
0,1660.0,6.1741e-09
0,1661.0,6.2412e-09
0,1662.0,6.248199999999999e-09
0,1663.0,6.3495e-09
0,1664.0,6.891699999999999e-09
0,1665.0,6.825799999999999e-09
0,1667.0,6.5888e-09
0,1668.0,6.4858e-09
0,1669.0,6.4475e-09
0,1670.0,6.297199999999999e-09
0,1671.0,6.3414e-09
0,1672.0,6.419699999999999e-09
0,1674.0,6.3288999999999995e-09
0,1675.0,6.4718e-09
0,1676.0,6.6242e-09
0,1678.0,6.725e-09
0,1679.0,6.6730000000000004e-09
0,1680.0,6.7416e-09
0,1682.0,6.8346e-09
0,1683.0,6.8092e-09
0,1684.0,6.7265e-09
0,1686.0,6.562100000000001e-09
0,1687.0,6.5254e-09
0,1689.0,6.6176e-09
0,1690.0,6.618000000000001e-09
0,1691.0,6.5494e-09
0,1693.0,6.5133999999999994e-09
0,1694.0,6.4551e-09
0,1695.0,6.3853e-09
0,1697.0,6.329600000000001e-09
0,1698.0,6.439000000000001e-09
0,1700.0,6.4893999999999995e-09
0,1701.0,6.420399999999999e-09
0,1702.0,6.3457e-09
0,1704.0,6.3659e-09
0,1705.0,6.4039e-09
0,1706.0,6.330100000000001e-09
0,1708.0,6.2421e-09
0,1709.0,6.2988e-09
0,1711.0,6.3789e-09
0,1712.0,6.3849e-09
0,1713.0,6.3900000000000005e-09
0,1715.0,6.3835e-09
0,1716.0,6.4452e-09
0,1717.0,6.381899999999999e-09
0,1719.0,6.2236999999999995e-09
0,1720.0,6.080899999999999e-09
0,1721.0,6.178700000000001e-09
0,1723.0,6.2662e-09
0,1724.0,6.1266e-09
0,1726.0,6.0121999999999996e-09
0,1727.0,6.2739e-09
0,1728.0,6.4649e-09
0,1730.0,6.448399999999999e-09
0,1731.0,6.2746e-09
0,1732.0,6.231e-09
0,1734.0,6.2217e-09
0,1735.0,6.2821e-09
0,1737.0,6.3057e-09
0,1738.0,6.3414e-09
0,1739.0,6.4876999999999994e-09
0,1741.0,6.3776e-09
0,1742.0,6.2528000000000006e-09
0,1743.0,6.2706e-09
0,1745.0,6.2324e-09
0,1746.0,6.2224e-09
0,1748.0,6.236e-09
0,1749.0,6.2939e-09
0,1750.0,6.341899999999999e-09
0,1752.0,6.3449e-09
0,1753.0,6.449e-09
0,1754.0,6.5982e-09
0,1756.0,6.693e-09
0,1757.0,6.6112e-09
0,1759.0,6.4706e-09
0,1760.0,6.2113999999999995e-09
0,1761.0,6.1075e-09
0,1763.0,6.1336e-09
0,1764.0,6.0665e-09
0,1765.0,6.0661e-09
0,1767.0,6.180399999999999e-09
0,1768.0,6.231899999999999e-09
0,1770.0,6.2647e-09
0,1771.0,6.2984e-09
0,1772.0,6.2953e-09
0,1774.0,6.342e-09
0,1775.0,6.3457e-09
0,1776.0,6.4196000000000005e-09
0,1778.0,6.493800000000001e-09
0,1779.0,6.5479e-09
0,1780.0,6.4932999999999995e-09
0,1782.0,6.386500000000001e-09
0,1783.0,6.3715e-09
0,1785.0,6.2578e-09
0,1786.0,6.157600000000001e-09
0,1787.0,6.1532e-09
0,1789.0,6.3098e-09
0,1790.0,6.5295999999999995e-09
0,1791.0,6.6545e-09
0,1793.0,6.6651e-09
0,1794.0,6.6809e-09
0,1796.0,6.6855e-09
0,1797.0,6.5701e-09
0,1798.0,6.5486e-09
0,1800.0,6.632100000000001e-09
0,1801.0,6.6905000000000004e-09
0,1802.0,6.633100000000001e-09
0,1804.0,6.5159e-09
0,1805.0,6.442799999999999e-09
0,1807.0,6.309100000000001e-09
0,1808.0,6.1456999999999996e-09
0,1809.0,6.259600000000001e-09
0,1811.0,6.435100000000001e-09
0,1812.0,6.4789e-09
0,1813.0,6.4381e-09
0,1815.0,6.3198e-09
0,1816.0,6.2362e-09
0,1818.0,6.1772e-09
0,1819.0,6.2291e-09
0,1820.0,6.1761e-09
0,1822.0,6.2046e-09
0,1823.0,6.241899999999999e-09
0,1824.0,6.229399999999999e-09
0,1826.0,6.1432e-09
0,1827.0,6.0785e-09
0,1829.0,6.0880000000000005e-09
0,1830.0,6.071100000000001e-09
0,1831.0,5.9378999999999995e-09
0,1833.0,5.9441e-09
0,1834.0,6.0836999999999996e-09
0,1835.0,6.1219e-09
0,1837.0,6.1478999999999994e-09
0,1838.0,6.1096000000000005e-09
0,1839.0,5.9601000000000005e-09
0,1841.0,5.7888000000000005e-09
0,1842.0,5.684e-09
0,1844.0,5.7875e-09
0,1845.0,5.8116e-09
0,1846.0,5.7391000000000006e-09
0,1848.0,5.7398e-09
0,1849.0,5.9218999999999996e-09
0,1850.0,6.0005e-09
0,1852.0,5.8809e-09
0,1853.0,5.8307e-09
0,1855.0,5.8614e-09
0,1856.0,5.9450000000000005e-09
0,1857.0,5.9604e-09
0,1859.0,5.885e-09
0,1860.0,5.8271e-09
0,1861.0,5.867600000000001e-09
0,1863.0,5.8609e-09
0,1864.0,5.9043e-09
0,1866.0,5.947100000000001e-09
0,1867.0,6.019e-09
0,1868.0,6.0777e-09
0,1870.0,6.1151e-09
0,1871.0,6.1687e-09
0,1872.0,6.193800000000001e-09
0,1874.0,6.1683999999999995e-09
0,1875.0,6.0387999999999995e-09
0,1877.0,5.948399999999999e-09
0,1878.0,5.9814e-09
0,1879.0,6.0811000000000004e-09
0,1881.0,6.0412e-09
0,1882.0,6.0873999999999995e-09
0,1883.0,6.1521999999999995e-09
0,1885.0,6.1866e-09
0,1886.0,6.1565e-09
0,1888.0,6.1187e-09
0,1889.0,6.051999999999999e-09
0,1890.0,6.065e-09
0,1892.0,6.0607e-09
0,1893.0,6.0463e-09
0,1894.0,6.0074e-09
0,1896.0,5.948399999999999e-09
0,1897.0,5.9078999999999994e-09
0,1899.0,5.8565e-09
0,1900.0,5.8526e-09
0,1901.0,5.8177999999999995e-09
0,1903.0,5.8743e-09
0,1904.0,5.9199e-09
0,1905.0,5.8838e-09
0,1907.0,5.914399999999999e-09
0,1908.0,5.839300000000001e-09
0,1910.0,5.7358e-09
0,1911.0,5.709e-09
0,1912.0,5.846899999999999e-09
0,1914.0,5.8965e-09
0,1915.0,5.8417e-09
0,1916.0,5.882199999999999e-09
0,1918.0,5.86e-09
0,1919.0,5.917899999999999e-09
0,1920.0,5.9802e-09
0,1922.0,5.9514e-09
0,1923.0,5.9419999999999995e-09
0,1925.0,5.9363999999999995e-09
0,1926.0,5.759499999999999e-09
0,1927.0,5.753899999999999e-09
0,1929.0,5.8018e-09
0,1930.0,5.6573e-09
0,1931.0,5.5624e-09
0,1933.0,5.7872e-09
0,1934.0,5.9106999999999995e-09
0,1936.0,5.9195e-09
0,1937.0,5.9082e-09
0,1938.0,5.9646e-09
0,1940.0,5.9696000000000006e-09
0,1941.0,5.9609999999999996e-09
0,1942.0,6.0278e-09
0,1944.0,6.0373e-09
0,1945.0,5.9934e-09
0,1947.0,5.9404e-09
0,1948.0,5.9383e-09
0,1949.0,5.9041999999999995e-09
0,1951.0,5.9221000000000005e-09
0,1952.0,5.9299e-09
0,1953.0,5.9e-09
0,1955.0,5.8967e-09
0,1956.0,5.918800000000001e-09
0,1958.0,5.9426e-09
0,1959.0,5.9568999999999996e-09
0,1960.0,5.988600000000001e-09
0,1962.0,5.9687999999999995e-09
0,1963.0,5.922500000000001e-09
0,1964.0,5.9167000000000005e-09
0,1966.0,5.9224e-09
0,1967.0,5.9152e-09
0,1969.0,5.846100000000001e-09
0,1970.0,5.8738e-09
0,1971.0,5.8955000000000006e-09
0,1973.0,5.9473999999999995e-09
