Epoch,Wavelength,Flux
0,4656.0,5.8157e-09
0,4659.0,5.7944e-09
0,4661.0,5.792000000000001e-09
0,4664.0,5.7776e-09
0,4667.0,5.757600000000001e-09
0,4670.0,5.7638e-09
0,4672.0,5.764e-09
0,4675.0,5.758100000000001e-09
0,4678.0,5.7498e-09
0,4681.0,5.7367e-09
0,4683.0,5.7167e-09
0,4686.0,5.7133e-09
0,4689.0,5.6997e-09
0,4692.0,5.7006e-09
0,4694.0,5.6898999999999996e-09
0,4697.0,5.664e-09
0,4700.0,5.6511e-09
0,4703.0,5.6479999999999995e-09
0,4705.0,5.6423e-09
0,4708.0,5.6367e-09
0,4711.0,5.6297e-09
0,4714.0,5.6023e-09
0,4716.0,5.5717e-09
0,4719.0,5.5713e-09
0,4722.0,5.575100000000001e-09
0,4725.0,5.543100000000001e-09
0,4727.0,5.555899999999999e-09
0,4730.0,5.5401999999999995e-09
0,4733.0,5.529500000000001e-09
0,4736.0,5.516800000000001e-09
0,4738.0,5.494899999999999e-09
0,4741.0,5.491699999999999e-09
0,4744.0,5.4915e-09
0,4747.0,5.475100000000001e-09
0,4749.0,5.4586e-09
0,4752.0,5.4507e-09
0,4755.0,5.4301e-09
0,4758.0,5.432899999999999e-09
0,4760.0,5.4281e-09
0,4763.0,5.4142e-09
0,4766.0,5.3793e-09
0,4769.0,5.3793e-09
0,4771.0,5.3723e-09
0,4774.0,5.3628e-09
0,4777.0,5.3516000000000004e-09
0,4780.0,5.3396e-09
0,4782.0,5.34e-09
0,4785.0,5.301399999999999e-09
0,4788.0,5.273100000000001e-09
0,4791.0,5.2509e-09
0,4793.0,5.2315e-09
0,4796.0,5.2253e-09
0,4799.0,5.2164e-09
0,4802.0,5.1878e-09
0,4804.0,5.1578000000000005e-09
0,4807.0,5.1439e-09
0,4810.0,5.110600000000001e-09
0,4813.0,5.0889e-09
0,4815.0,5.0529e-09
0,4818.0,5.0233e-09
0,4821.0,4.995e-09
0,4824.0,4.9553e-09
0,4826.0,4.8968e-09
0,4829.0,4.8659999999999995e-09
0,4832.0,4.8258000000000004e-09
0,4835.0,4.7512e-09
0,4837.0,4.681e-09
0,4840.0,4.5279e-09
0,4843.0,4.3882e-09
0,4846.0,4.2032e-09
0,4848.0,3.9515e-09
0,4851.0,3.6794e-09
0,4854.0,3.3561999999999996e-09
0,4857.0,2.9767e-09
0,4859.0,2.5631e-09
0,4862.0,2.2905e-09
0,4865.0,2.4570999999999997e-09
0,4867.0,2.8364e-09
0,4870.0,3.2072000000000003e-09
0,4873.0,3.5104e-09
0,4876.0,3.7817e-09
0,4878.0,4.0122e-09
0,4881.0,4.2113e-09
0,4884.0,4.3603e-09
0,4887.0,4.4696e-09
0,4889.0,4.5375e-09
0,4892.0,4.5978e-09
0,4895.0,4.6637e-09
0,4898.0,4.7101e-09
0,4900.0,4.7463e-09
0,4903.0,4.773600000000001e-09
0,4906.0,4.798300000000001e-09
0,4909.0,4.787e-09
0,4911.0,4.8058e-09
0,4914.0,4.81e-09
0,4917.0,4.819e-09
0,4920.0,4.7949e-09
0,4922.0,4.7863e-09
0,4925.0,4.773e-09
0,4928.0,4.8212e-09
0,4931.0,4.8385e-09
0,4933.0,4.8366000000000004e-09
0,4936.0,4.8221000000000005e-09
0,4939.0,4.8375e-09
0,4942.0,4.8203e-09
0,4944.0,4.8223e-09
0,4947.0,4.8321e-09
0,4950.0,4.8372e-09
0,4953.0,4.817100000000001e-09
0,4955.0,4.8003000000000005e-09
0,4958.0,4.8063e-09
0,4961.0,4.8021e-09
0,4964.0,4.7993e-09
0,4966.0,4.7865e-09
0,4969.0,4.780499999999999e-09
0,4972.0,4.787e-09
0,4975.0,4.7897e-09
0,4977.0,4.771899999999999e-09
0,4980.0,4.779100000000001e-09
0,4983.0,4.7553999999999995e-09
0,4986.0,4.7499999999999995e-09
0,4988.0,4.7403e-09
0,4991.0,4.7292e-09
0,4994.0,4.7354e-09
0,4997.0,4.719e-09
0,4999.0,4.7167e-09
0,5002.0,4.694600000000001e-09
0,5005.0,4.688100000000001e-09
0,5008.0,4.7023e-09
0,5010.0,4.696899999999999e-09
0,5013.0,4.6668000000000005e-09
0,5016.0,4.6406999999999995e-09
0,5019.0,4.602100000000001e-09
0,5021.0,4.6132e-09
0,5024.0,4.647300000000001e-09
0,5027.0,4.661800000000001e-09
0,5029.0,4.652e-09
0,5032.0,4.6338e-09
0,5035.0,4.6208e-09
0,5038.0,4.6051e-09
0,5040.0,4.5951e-09
0,5043.0,4.5935e-09
0,5046.0,4.5887e-09
0,5049.0,4.5801e-09
0,5051.0,4.5574e-09
0,5054.0,4.546600000000001e-09
0,5057.0,4.5137e-09
0,5060.0,4.5157e-09
0,5062.0,4.5296000000000006e-09
0,5065.0,4.5328e-09
0,5068.0,4.5343e-09
0,5071.0,4.528e-09
0,5073.0,4.502100000000001e-09
0,5076.0,4.5134e-09
0,5079.0,4.5208e-09
0,5082.0,4.5106000000000005e-09
0,5084.0,4.5056999999999994e-09
0,5087.0,4.4963999999999995e-09
0,5090.0,4.4764999999999996e-09
0,5093.0,4.4711e-09
0,5095.0,4.4526e-09
0,5098.0,4.4384e-09
0,5101.0,4.4365e-09
0,5104.0,4.4336e-09
0,5106.0,4.4309e-09
0,5109.0,4.4285000000000006e-09
0,5112.0,4.4285000000000006e-09
0,5115.0,4.416e-09
0,5117.0,4.41e-09
0,5120.0,4.4053e-09
0,5123.0,4.393500000000001e-09
0,5126.0,4.383e-09
0,5128.0,4.3751999999999995e-09
0,5131.0,4.3671999999999996e-09
0,5134.0,4.3594e-09
0,5137.0,4.3524e-09
0,5139.0,4.3411e-09
0,5142.0,4.3413e-09
0,5145.0,4.323899999999999e-09
0,5148.0,4.3204e-09
0,5150.0,4.3101999999999994e-09
0,5153.0,4.2959e-09
0,5156.0,4.2841e-09
0,5158.0,4.276e-09
0,5161.0,4.2673999999999996e-09
0,5164.0,4.2392e-09
0,5167.0,4.1878999999999996e-09
0,5169.0,4.1299e-09
0,5172.0,4.1457e-09
0,5175.0,4.1829e-09
0,5178.0,4.2064e-09
0,5180.0,4.1976000000000005e-09
0,5183.0,4.1593999999999995e-09
0,5186.0,4.1534e-09
0,5189.0,4.1725e-09
0,5191.0,4.1813e-09
0,5194.0,4.1858e-09
0,5197.0,4.1711e-09
0,5200.0,4.1739e-09
0,5202.0,4.18e-09
0,5205.0,4.18e-09
0,5208.0,4.1616e-09
0,5211.0,4.1529e-09
0,5213.0,4.1563999999999994e-09
0,5216.0,4.1503000000000004e-09
0,5219.0,4.1458e-09
0,5222.0,4.1416999999999995e-09
0,5224.0,4.1187e-09
0,5227.0,4.102199999999999e-09
0,5230.0,4.0806e-09
0,5233.0,4.0772e-09
0,5235.0,4.0662e-09
0,5238.0,4.0691e-09
0,5241.0,4.0821e-09
0,5244.0,4.0817e-09
0,5246.0,4.0718999999999996e-09
0,5249.0,4.0654000000000005e-09
0,5252.0,4.0714e-09
0,5255.0,4.08e-09
0,5257.0,4.0601e-09
0,5260.0,4.0443e-09
0,5263.0,4.0267e-09
0,5265.0,4.0008e-09
0,5268.0,3.9967e-09
0,5271.0,3.9942e-09
0,5274.0,3.982e-09
0,5276.0,3.9705e-09
0,5279.0,3.9772e-09
0,5282.0,3.9786e-09
0,5285.0,3.9677e-09
0,5287.0,3.97e-09
0,5290.0,3.9714e-09
0,5293.0,3.9591e-09
0,5296.0,3.9550000000000005e-09
0,5298.0,3.941699999999999e-09
0,5301.0,3.9450999999999995e-09
0,5304.0,3.9427000000000005e-09
0,5307.0,3.9303e-09
0,5309.0,3.931e-09
0,5312.0,3.9234e-09
0,5315.0,3.8985e-09
0,5318.0,3.8679999999999995e-09
0,5320.0,3.8711e-09
0,5323.0,3.8806e-09
0,5326.0,3.8693e-09
0,5329.0,3.8495e-09
0,5331.0,3.8506999999999995e-09
0,5334.0,3.8584e-09
0,5337.0,3.8513000000000005e-09
0,5340.0,3.8539000000000005e-09
0,5342.0,3.8477e-09
0,5345.0,3.8577e-09
0,5348.0,3.851900000000001e-09
0,5353.0,3.8485000000000005e-09
0,5358.0,3.8337e-09
0,5363.0,3.8099e-09
0,5369.0,3.7925999999999995e-09
0,5374.0,3.7893000000000006e-09
0,5380.0,3.7836e-09
0,5385.0,3.7704e-09
0,5390.0,3.7622e-09
0,5396.0,3.7474000000000005e-09
0,5401.0,3.726e-09
0,5407.0,3.7087e-09
0,5412.0,3.7046000000000002e-09
0,5417.0,3.6996999999999995e-09
0,5423.0,3.6898000000000002e-09
0,5428.0,3.675e-09
0,5434.0,3.6684e-09
0,5439.0,3.6635e-09
0,5445.0,3.6543999999999997e-09
0,5450.0,3.6420999999999997e-09
0,5456.0,3.6298000000000004e-09
0,5461.0,3.6191e-09
0,5466.0,3.6099999999999997e-09
0,5472.0,3.601e-09
0,5477.0,3.5878000000000004e-09
0,5483.0,3.5779e-09
0,5488.0,3.5681e-09
0,5494.0,3.5581999999999996e-09
0,5499.0,3.5483000000000002e-09
0,5505.0,3.5352e-09
0,5510.0,3.5260999999999996e-09
0,5516.0,3.5204000000000004e-09
0,5522.0,3.5088e-09
0,5527.0,3.4891e-09
0,5533.0,3.4750999999999997e-09
0,5538.0,3.471e-09
0,5544.0,3.4652e-09
0,5549.0,3.4554000000000003e-09
0,5555.0,3.4455e-09
0,5560.0,3.4355999999999996e-09
0,5566.0,3.4240999999999998e-09
0,5572.0,3.4110000000000003e-09
0,5577.0,3.4019e-09
0,5583.0,3.3929000000000006e-09
0,5588.0,3.3797e-09
0,5594.0,3.3723000000000004e-09
0,5600.0,3.3649000000000002e-09
0,5605.0,3.3559e-09
0,5611.0,3.3460000000000002e-09
0,5616.0,3.3328000000000003e-09
0,5622.0,3.323e-09
0,5628.0,3.3155999999999996e-09
0,5633.0,3.3073000000000004e-09
0,5639.0,3.2975e-09
0,5645.0,3.2868000000000003e-09
0,5650.0,3.2761000000000003e-09
0,5656.0,3.2637e-09
0,5662.0,3.2522e-09
0,5667.0,3.2456e-09
0,5673.0,3.2382e-09
0,5679.0,3.2292e-09
0,5684.0,3.2185000000000004e-09
0,5690.0,3.2086e-09
0,5696.0,3.1995999999999996e-09
0,5701.0,3.1905e-09
0,5707.0,3.1806999999999996e-09
0,5713.0,3.1708000000000003e-09
0,5719.0,3.1626e-09
0,5724.0,3.1535000000000003e-09
0,5730.0,3.1445e-09
0,5736.0,3.1353999999999997e-09
0,5742.0,3.1256e-09
0,5747.0,3.1149e-09
0,5753.0,3.1041999999999997e-09
0,5759.0,3.0959000000000004e-09
0,5765.0,3.0869e-09
0,5770.0,3.0778e-09
0,5776.0,3.068e-09
0,5782.0,3.0580999999999996e-09
0,5788.0,3.0491e-09
0,5794.0,3.0408e-09
0,5799.0,3.0318000000000002e-09
0,5805.0,3.0227e-09
0,5811.0,3.0136999999999996e-09
0,5817.0,3.0046e-09
0,5823.0,2.9956e-09
0,5828.0,2.9865000000000004e-09
0,5834.0,2.9775e-09
0,5840.0,2.9693e-09
0,5846.0,2.9609999999999996e-09
0,5852.0,2.9512e-09
0,5858.0,2.9413e-09
0,5864.0,2.9323e-09
0,5870.0,2.9231999999999996e-09
0,5875.0,2.9125e-09
0,5881.0,2.9018e-09
0,5887.0,2.8845999999999997e-09
0,5893.0,2.8655999999999997e-09
0,5899.0,2.8631999999999998e-09
0,5905.0,2.8673000000000002e-09
0,5911.0,2.8623000000000003e-09
0,5917.0,2.8541e-09
0,5923.0,2.8466999999999997e-09
0,5929.0,2.8377e-09
0,5935.0,2.8286e-09
0,5941.0,2.8211999999999997e-09
0,5946.0,2.8122e-09
0,5952.0,2.8015000000000003e-09
0,5958.0,2.7908e-09
0,5964.0,2.7842e-09
0,5970.0,2.7776e-09
0,5976.0,2.7669e-09
0,5982.0,2.7571e-09
0,5988.0,2.7505e-09
0,5994.0,2.7431e-09
0,6000.0,2.7357e-09
0,6006.0,2.7275e-09
0,6012.0,2.7168000000000004e-09
0,6018.0,2.7085e-09
0,6024.0,2.702e-09
0,6030.0,2.6945999999999998e-09
0,6037.0,2.688e-09
0,6043.0,2.6789000000000003e-09
0,6049.0,2.6699e-09
0,6055.0,2.6625e-09
0,6061.0,2.6550999999999997e-09
0,6067.0,2.6468000000000004e-09
0,6073.0,2.6394000000000002e-09
0,6079.0,2.6311999999999998e-09
0,6085.0,2.6222e-09
0,6091.0,2.6148000000000005e-09
0,6097.0,2.6074000000000003e-09
0,6103.0,2.5991e-09
0,6110.0,2.5909e-09
0,6116.0,2.5835000000000004e-09
0,6122.0,2.5745e-09
0,6128.0,2.5661999999999997e-09
0,6134.0,2.5580000000000005e-09
0,6140.0,2.549e-09
0,6146.0,2.5366e-09
0,6153.0,2.5218e-09
0,6159.0,2.5095e-09
0,6165.0,2.5103000000000003e-09
0,6171.0,2.5111e-09
0,6177.0,2.5046000000000002e-09
0,6183.0,2.498e-09
0,6190.0,2.4914e-09
0,6196.0,2.484e-09
0,6202.0,2.4758e-09
0,6208.0,2.4691999999999997e-09
0,6215.0,2.4618e-09
0,6221.0,2.4536e-09
0,6227.0,2.4453000000000002e-09
0,6233.0,2.4346e-09
0,6239.0,2.4231e-09
0,6246.0,2.4124e-09
0,6252.0,2.4083e-09
0,6258.0,2.4067e-09
0,6265.0,2.4017e-09
0,6271.0,2.3943000000000003e-09
0,6277.0,2.3878000000000004e-09
0,6283.0,2.3804e-09
0,6290.0,2.373e-09
0,6296.0,2.3647e-09
0,6302.0,2.3573e-09
0,6309.0,2.3499e-09
0,6315.0,2.3417e-09
0,6321.0,2.3335e-09
0,6328.0,2.3285e-09
0,6334.0,2.3203e-09
0,6340.0,2.3088e-09
0,6347.0,2.2914999999999998e-09
0,6353.0,2.2882e-09
0,6359.0,2.2906999999999995e-09
0,6366.0,2.2816999999999997e-09
0,6372.0,2.2676999999999995e-09
0,6379.0,2.2644e-09
0,6385.0,2.2626999999999996e-09
0,6391.0,2.257e-09
0,6398.0,2.2495999999999998e-09
0,6404.0,2.2421999999999996e-09
0,6411.0,2.2339e-09
0,6417.0,2.2257e-09
0,6423.0,2.2191e-09
0,6430.0,2.2134000000000002e-09
0,6436.0,2.2051999999999998e-09
0,6443.0,2.1978000000000004e-09
0,6449.0,2.1886999999999997e-09
0,6456.0,2.1746999999999995e-09
0,6462.0,2.1690000000000003e-09
0,6469.0,2.1673e-09
0,6475.0,2.1606999999999998e-09
0,6482.0,2.1517e-09
0,6488.0,2.141e-09
0,6495.0,2.1295e-09
0,6501.0,2.1188e-09
0,6508.0,2.1073000000000004e-09
0,6514.0,2.09e-09
0,6521.0,2.0678000000000002e-09
0,6527.0,2.0398e-09
0,6534.0,1.9971e-09
0,6540.0,1.9271e-09
0,6547.0,1.812e-09
0,6553.0,1.6220000000000002e-09
0,6560.0,1.3769e-09
0,6567.0,1.3103000000000001e-09
0,6573.0,1.5134e-09
0,6580.0,1.7265e-09
0,6586.0,1.8539e-09
0,6593.0,1.9247e-09
0,6600.0,1.9633e-09
0,6606.0,1.9839e-09
0,6613.0,1.9946e-09
0,6619.0,1.9995e-09
0,6626.0,2.0004e-09
0,6633.0,1.9995e-09
0,6639.0,1.9971e-09
0,6646.0,1.9938e-09
0,6653.0,1.9897000000000003e-09
0,6659.0,1.9847e-09
0,6666.0,1.9797999999999997e-09
0,6673.0,1.9749e-09
0,6679.0,1.9691e-09
0,6686.0,1.9642000000000003e-09
0,6693.0,1.9592e-09
0,6700.0,1.9542999999999998e-09
0,6706.0,1.9485e-09
0,6713.0,1.9428e-09
0,6720.0,1.9362e-09
0,6726.0,1.9287999999999998e-09
0,6733.0,1.9247e-09
0,6740.0,1.9197e-09
0,6747.0,1.914e-09
0,6753.0,1.9074000000000003e-09
0,6760.0,1.9025e-09
0,6767.0,1.8967e-09
0,6774.0,1.8909999999999998e-09
0,6781.0,1.8852e-09
0,6787.0,1.8794e-09
0,6794.0,1.8737000000000003e-09
0,6801.0,1.8688e-09
0,6808.0,1.863e-09
0,6815.0,1.8572e-09
0,6821.0,1.8507e-09
0,6828.0,1.8449000000000001e-09
0,6835.0,1.8391e-09
0,6842.0,1.8342e-09
0,6849.0,1.8284e-09
0,6856.0,1.8227000000000001e-09
0,6863.0,1.8169000000000002e-09
0,6869.0,1.812e-09
0,6876.0,1.8062e-09
0,6883.0,1.8005e-09
0,6890.0,1.7954999999999998e-09
0,6897.0,1.7898e-09
0,6904.0,1.784e-09
0,6911.0,1.7783e-09
0,6918.0,1.7732999999999999e-09
0,6925.0,1.7676e-09
0,6932.0,1.7626e-09
0,6939.0,1.7569000000000002e-09
0,6946.0,1.752e-09
0,6953.0,1.7462e-09
0,6960.0,1.7404e-09
0,6967.0,1.7355e-09
0,6973.0,1.7297000000000001e-09
0,6980.0,1.7247999999999999e-09
0,6987.0,1.7199e-09
0,6994.0,1.7132999999999999e-09
0,7001.0,1.7067000000000001e-09
0,7009.0,1.7018e-09
0,7016.0,1.6977e-09
0,7023.0,1.6919000000000001e-09
0,7030.0,1.6869999999999999e-09
0,7037.0,1.682e-09
0,7044.0,1.6771e-09
0,7051.0,1.6722e-09
0,7058.0,1.6672e-09
0,7065.0,1.6615e-09
0,7072.0,1.6565e-09
0,7079.0,1.6516e-09
0,7086.0,1.6467000000000001e-09
0,7093.0,1.6417e-09
0,7100.0,1.636e-09
0,7108.0,1.6269e-09
0,7115.0,1.6171e-09
0,7122.0,1.6146e-09
0,7129.0,1.6138e-09
0,7136.0,1.6105e-09
0,7143.0,1.6054999999999999e-09
0,7150.0,1.6005999999999998e-09
0,7158.0,1.5949000000000001e-09
0,7165.0,1.5899000000000003e-09
0,7172.0,1.5858e-09
0,7179.0,1.5809e-09
0,7186.0,1.5759000000000001e-09
0,7193.0,1.5709999999999998e-09
0,7201.0,1.5661e-09
0,7208.0,1.5611e-09
0,7215.0,1.5562e-09
0,7222.0,1.5512999999999998e-09
0,7230.0,1.5463e-09
0,7237.0,1.5422e-09
0,7244.0,1.5373e-09
0,7251.0,1.5323e-09
0,7259.0,1.5274000000000001e-09
0,7266.0,1.5233e-09
0,7273.0,1.5184e-09
0,7281.0,1.5134e-09
0,7288.0,1.5085000000000001e-09
0,7295.0,1.5035999999999999e-09
0,7302.0,1.4994000000000002e-09
0,7310.0,1.4937000000000001e-09
0,7317.0,1.4896e-09
0,7324.0,1.4854999999999999e-09
0,7332.0,1.4812999999999998e-09
0,7339.0,1.4772000000000002e-09
0,7346.0,1.4723e-09
0,7354.0,1.4674000000000001e-09
0,7361.0,1.4633e-09
0,7369.0,1.4582999999999998e-09
0,7376.0,1.4542e-09
0,7383.0,1.4493e-09
0,7391.0,1.4443e-09
0,7398.0,1.4402e-09
0,7406.0,1.4353e-09
0,7413.0,1.4304e-09
0,7420.0,1.4246e-09
0,7428.0,1.4197000000000002e-09
0,7435.0,1.4155000000000001e-09
0,7443.0,1.4114000000000001e-09
0,7450.0,1.4072999999999999e-09
0,7458.0,1.4032e-09
0,7465.0,1.3975000000000002e-09
0,7473.0,1.3917e-09
0,7480.0,1.3876e-09
0,7488.0,1.3843e-09
0,7495.0,1.3818e-09
0,7503.0,1.3777000000000001e-09
0,7510.0,1.3727999999999999e-09
0,7518.0,1.3677999999999998e-09
0,7525.0,1.3644999999999998e-09
0,7533.0,1.3613e-09
0,7540.0,1.3571e-09
0,7548.0,1.353e-09
0,7555.0,1.3489000000000002e-09
0,7563.0,1.3448e-09
0,7571.0,1.3398999999999999e-09
0,7578.0,1.3358e-09
0,7586.0,1.3316e-09
0,7593.0,1.3275e-09
0,7601.0,1.3242e-09
0,7609.0,1.3193e-09
0,7616.0,1.3152e-09
0,7624.0,1.3111e-09
0,7632.0,1.3070000000000001e-09
0,7639.0,1.3029000000000001e-09
0,7647.0,1.2987e-09
0,7655.0,1.2938e-09
0,7662.0,1.2897e-09
0,7670.0,1.2855999999999998e-09
0,7678.0,1.2822999999999998e-09
0,7685.0,1.2782000000000002e-09
0,7693.0,1.2741e-09
0,7701.0,1.27e-09
0,7708.0,1.2658e-09
0,7716.0,1.2609e-09
0,7724.0,1.2584000000000001e-09
0,7732.0,1.2543e-09
0,7739.0,1.251e-09
0,7747.0,1.2469000000000001e-09
0,7755.0,1.2428e-09
0,7763.0,1.2362000000000001e-09
0,7770.0,1.2197999999999999e-09
0,7778.0,1.2115999999999998e-09
0,7786.0,1.2206e-09
0,7794.0,1.2230999999999998e-09
0,7802.0,1.2197999999999999e-09
0,7810.0,1.2157e-09
0,7817.0,1.2124e-09
0,7825.0,1.2082999999999998e-09
0,7833.0,1.2033e-09
0,7841.0,1.1992e-09
0,7849.0,1.1951e-09
0,7857.0,1.1918e-09
0,7864.0,1.1877e-09
0,7872.0,1.1836e-09
0,7880.0,1.1787e-09
0,7888.0,1.1745e-09
0,7896.0,1.1688e-09
0,7904.0,1.1655e-09
0,7912.0,1.1655e-09
0,7920.0,1.163e-09
0,7928.0,1.1597e-09
0,7936.0,1.1548e-09
0,7944.0,1.1499000000000001e-09
0,7952.0,1.1458e-09
0,7960.0,1.1441e-09
0,7968.0,1.1416e-09
0,7976.0,1.1367e-09
0,7984.0,1.1300999999999999e-09
0,7992.0,1.1244000000000002e-09
0,8000.0,1.1227e-09
0,8008.0,1.1227e-09
0,8016.0,1.1194e-09
0,8024.0,1.1162000000000001e-09
0,8032.0,1.1129000000000002e-09
0,8040.0,1.1096e-09
0,8048.0,1.1055e-09
0,8056.0,1.1022e-09
0,8064.0,1.0989000000000002e-09
0,8072.0,1.0955999999999998e-09
0,8080.0,1.0915e-09
0,8088.0,1.0882e-09
0,8096.0,1.0849e-09
0,8104.0,1.0815999999999999e-09
0,8113.0,1.0782999999999999e-09
0,8121.0,1.075e-09
0,8129.0,1.0717e-09
0,8137.0,1.0684e-09
0,8145.0,1.0652e-09
0,8153.0,1.0619e-09
0,8162.0,1.0578e-09
0,8170.0,1.0545e-09
0,8178.0,1.0503e-09
0,8186.0,1.0454000000000001e-09
0,8194.0,1.0413e-09
0,8203.0,1.038e-09
0,8211.0,1.0347000000000002e-09
0,8219.0,1.0306e-09
0,8227.0,1.0280999999999998e-09
0,8235.0,1.0257e-09
0,8244.0,1.0232000000000001e-09
0,8252.0,1.0199e-09
0,8260.0,1.0191e-09
0,8269.0,1.0174e-09
0,8277.0,1.0150000000000001e-09
0,8285.0,1.0117000000000001e-09
0,8293.0,1.0084e-09
0,8302.0,1.0059e-09
0,8310.0,1.0034999999999999e-09
0,8318.0,1.0002e-09
0,8327.0,9.9606e-10
0,8335.0,9.903099999999999e-10
0,8343.0,9.8866e-10
0,8352.0,9.8784e-10
0,8360.0,9.8455e-10
0,8369.0,9.8126e-10
0,8377.0,9.7797e-10
0,8385.0,9.7386e-10
0,8394.0,9.7057e-10
0,8402.0,9.6728e-10
0,8411.0,9.6234e-10
0,8419.0,9.5905e-10
0,8427.0,9.5576e-10
0,8436.0,9.467100000000001e-10
0,8444.0,9.3767e-10
0,8453.0,9.3849e-10
0,8461.0,9.3438e-10
0,8470.0,9.2451e-10
0,8478.0,9.327300000000001e-10
0,8487.0,9.3684e-10
0,8495.0,9.138099999999999e-10
0,8504.0,8.907799999999999e-10
0,8512.0,9.0641e-10
0,8521.0,9.3026e-10
0,8529.0,9.269700000000001e-10
0,8538.0,8.8585e-10
0,8546.0,8.4637e-10
0,8555.0,8.7186e-10
0,8564.0,9.171e-10
0,8572.0,9.352e-10
0,8581.0,9.2204e-10
0,8589.0,8.7022e-10
0,8598.0,8.0911e-10
0,8607.0,8.233400000000001e-10
0,8615.0,8.891399999999999e-10
0,8624.0,9.3026e-10
0,8633.0,9.4178e-10
0,8641.0,9.327300000000001e-10
0,8650.0,8.907799999999999e-10
0,8659.0,8.068e-10
0,8667.0,7.4906e-10
0,8676.0,7.985799999999999e-10
0,8685.0,8.792699999999999e-10
0,8693.0,9.278e-10
0,8702.0,9.491799999999998e-10
0,8711.0,9.5412e-10
0,8719.0,9.4425e-10
0,8728.0,9.138099999999999e-10
0,8737.0,8.4883e-10
0,8746.0,7.538300000000001e-10
0,8755.0,7.146799999999999e-10
0,8763.0,7.835299999999999e-10
0,8772.0,8.6857e-10
0,8781.0,9.2039e-10
0,8790.0,9.467100000000001e-10
0,8798.0,9.5741e-10
0,8807.0,9.582300000000001e-10
0,8816.0,9.5412e-10
0,8825.0,9.4013e-10
0,8834.0,9.129900000000001e-10
0,8843.0,8.652799999999999e-10
0,8852.0,7.873099999999999e-10
0,8860.0,6.984800000000001e-10
0,8869.0,6.917299999999999e-10
0,8878.0,7.7415e-10
0,8887.0,8.504799999999999e-10
0,8896.0,8.9572e-10
0,8905.0,9.1875e-10
0,8914.0,9.2862e-10
0,8923.0,9.327300000000001e-10
0,8932.0,9.3438e-10
0,8941.0,9.352e-10
0,8950.0,9.327300000000001e-10
0,8959.0,9.2533e-10
0,8968.0,9.146400000000001e-10
0,8977.0,8.9736e-10
0,8986.0,8.694e-10
0,8995.0,8.225100000000001e-10
0,9004.0,7.4643e-10
0,9013.0,6.6097e-10
0,9022.0,6.5595e-10
0,9031.0,7.3508e-10
0,9040.0,8.0705e-10
0,9049.0,8.4719e-10
0,9058.0,8.644600000000001e-10
0,9067.0,8.7269e-10
0,9076.0,8.8091e-10
0,9085.0,8.8091e-10
0,9094.0,8.7844e-10
0,9103.0,8.8091e-10
0,9113.0,8.8173e-10
0,9122.0,8.8091e-10
0,9131.0,8.8091e-10
0,9140.0,8.7844e-10
0,9149.0,8.743300000000001e-10
0,9158.0,8.6857e-10
0,9167.0,8.619899999999999e-10
0,9177.0,8.512999999999999e-10
0,9186.0,8.3732e-10
0,9195.0,8.1774e-10
0,9204.0,7.834400000000001e-10
0,9214.0,7.247200000000001e-10
0,9223.0,6.431199999999999e-10
0,9232.0,5.9846e-10
0,9241.0,6.474e-10
0,9251.0,7.206900000000001e-10
0,9260.0,7.6305e-10
0,9269.0,7.881299999999999e-10
0,9278.0,8.100899999999999e-10
0,9288.0,8.2054e-10
0,9297.0,8.233400000000001e-10
0,9306.0,8.241600000000001e-10
0,9316.0,8.241600000000001e-10
0,9325.0,8.225100000000001e-10
0,9334.0,8.212799999999999e-10
0,9344.0,8.1939e-10
0,9353.0,8.1725e-10
0,9362.0,8.1495e-10
0,9372.0,8.1223e-10
0,9381.0,8.085299999999999e-10
0,9391.0,8.0368e-10
0,9400.0,7.979999999999999e-10
0,9409.0,7.9241e-10
0,9419.0,7.9249e-10
0,9428.0,7.9307e-10
0,9438.0,7.9068e-10
0,9447.0,7.875599999999999e-10
0,9457.0,7.839400000000001e-10
0,9466.0,7.795e-10
0,9476.0,7.743999999999999e-10
0,9485.0,7.6782e-10
0,9495.0,7.589299999999999e-10
0,9504.0,7.458599999999999e-10
0,9514.0,7.2537e-10
0,9523.0,6.913999999999999e-10
0,9533.0,6.3465e-10
0,9542.0,5.64e-10
0,9552.0,5.4853e-10
0,9562.0,6.0759e-10
0,9571.0,6.669800000000001e-10
0,9581.0,7.0152e-10
0,9590.0,7.194500000000001e-10
0,9600.0,7.274299999999998e-10
0,9610.0,7.3089e-10
0,9619.0,7.313799999999999e-10
0,9629.0,7.3089e-10
0,9638.0,7.319500000000001e-10
0,9648.0,7.314600000000001e-10
0,9658.0,7.2768e-10
0,9667.0,7.2686e-10
0,9677.0,7.271e-10
0,9687.0,7.2537e-10
0,9697.0,7.234e-10
0,9706.0,7.2167e-10
0,9716.0,7.1953e-10
0,9726.0,7.170700000000001e-10
0,9736.0,7.144400000000001e-10
0,9745.0,7.120499999999999e-10
0,9755.0,7.0991e-10
0,9765.0,7.0769e-10
0,9775.0,7.053099999999999e-10
0,9784.0,7.0284e-10
0,9794.0,7.0037e-10
0,9804.0,6.978999999999999e-10
0,9814.0,6.9535e-10
0,9824.0,6.926399999999999e-10
0,9834.0,6.902500000000001e-10
